REPOSITORY,ISSUE_ID,STATUS,EVENT,CREATED_AT,TIME DURATION,NEGATIVE,NEUTRAL,POSITIVE,MSG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,107,closed,12,2012-04-10 02:30:49,40.55,1,,,"b'b"" It should be enough to just define the missing functions somehere in mosh the same way they\'re defined in / and don\'t use the gcc-builtin bswap64 as it\'s [supposedly]url  bad anyways.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,107,closed,13,2012-04-10 02:30:49,21.52,,,1,"b""b' Same issue on Red Hat Enterprise 5.5 (Tikanga)"," gclibc 4.1.2.  No root on this (remote) machine but I would love to try mosh on it....'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,107,closed,14,2012-04-10 02:30:49,37.92,,1,,"b""b' Same issue on CentOS 5.7'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,107,closed,15,2012-04-10 02:30:49,65.22,1,,,"b""b' Also", same issue on CentOS 5.8," unfortunately.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,107,closed,16,2012-04-10 02:30:49,238.62,,1,,"b""b' Same issue on RHEL5'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,107,closed,17,2012-04-10 02:30:49,358.57,1,,,b'b\' I also ran into this issue (in my case, on CentOS 5.6). I worked around it by copying a couple header files from the iphone-dev project\\\'s mirror of the BSD licensed files originally from Apple, and then modifying one of them to explicitly set the endianness of the machine (the configure test apparently doesn\\\'t obey CFLAGS). Here were the exact commands I ran (initially, was empty): After creating those files and setting explicitly, the  build worked and I have a working mosh binary (I haven\\\'t verified end to end yet," my little OS X laptop is still churning away trying to ""brew install mobile-shell""). I would recommend just slurping these macros (or their functional equivalents) into the mosh build. It seems a shame to leave  users in the cold on this.\''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,107,closed,18,2012-04-10 02:30:49,283.42,,,1,"b'b"" Confirming that andrewgho\'s fix worked on CentOS 5.5. Mosh works"," and is a lot less laggy than typical SSH. Thank you!""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,107,closed,19,2012-04-10 02:30:49,381.05,,1,,"b""b' Which boost rpms do the Centos users that have got this to compile got installed?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,107,closed,20,2012-04-10 02:30:49,235.82,,1,,"b""b' The solution provided by @andrewgho works for  I also had issues emerging protobuf", beginning with the necessity to properly link it in with: Unrelated to this issue forum, I also had to symlink to and open relevant UDP ports on my target server. I will update with package version details," by-request.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,107,closed,21,2012-04-10 02:30:49,70.27,,1,,"b'b"" jamespo", if you\'re referring to the error about a missing  file," I fixed it with the following: yum install boost141-devel./configure with-boost-libdir=/export CPLUS_INCLUDE_PATH=/""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,107,closed,22,2012-04-10 02:30:49,9.67,,1,,"b'b"" As previously confirmed", this issue affects CentOS 5.8.  Additionally, I am having difficulty adapting @andrewgho\'s solution for a local (non-root) installation. My attempts to place the header files elsewhere and update references to  to point to their location are not convincing the configure script to move on.  Simply removing the check from the configure script gets past the issue (which I think would be properly resolved during compilation)," but our system also lacks protobuf. I\'m currently working on trying to statically link that to see if my attempts at providing a local version of the include actually works.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,107,closed,23,2012-04-10 02:30:49,12.98,1,,,"b'b"" @petergaultney : The protobuf issue is easier to get around: Compile protobuf with ./configure prefix=$ and make install to there. Then similarly compile mosh with ./configure prefix=$. I\'m also similarly stuck on adapting @andrewgho \'s method in a non-root environment. Let us know if you make any more progress there.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,107,closed,24,2012-04-10 02:30:49,1.42,,1,,b'b\' petergaultney, I managed it by doing the following," starting from the root of the extracted source archive: cd /wget url wget -Omachine-OSByteOrder.h url mv OSByteOrder.h echo ""#define **LITTLE_ENDIAN**""; cat  then I applied these patches to OSByteOrder.h", byteorder.h and the configure script:url url url \'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,107,closed,25,2012-04-10 02:30:49,3.65,1,,,b'b\' oops," forgot the parens: (echo ""#define LITTLE_ENDIAN""; cat ) \''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,107,closed,26,2012-04-10 02:30:49,3.33,1,,,"b""b' Also the path depth is inconsistent on those patches", so I made it harder than it needed to be to apply them," sorry about that.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,107,closed,27,2012-04-10 02:30:49,17.42,,,1,"b'b"" @bvenable your patches work! That\'s almost exactly what I did", but I think I probably didn\'t provide a full path in the configure script.  @jhclark I found it necessary to export PKG_CONFIG_PATH=$PKG_CONFIG_PATH:~/ as well," to get configure to recognize the location of protobuf.  Now it looks like the next issue to resolve is the missing  file. Hopefully finding a copy of the file and adapting @bvenable\'s method on that will get me to a running mosh.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,107,closed,28,2012-04-10 02:30:49,2.7,,1,,"b'b"" @petergaultney see url  I\'m using CentOS 5.8 and those steps fixed the missing  issue.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,107,closed,29,2012-04-10 02:30:49,2.28,,,1,"b'b"" @bvenable well", the \'root\' of all my problems is lack of root access. yum install just won\'t cut it. :) It looks like I can probably just do a local  of boostdevel, though," and get mosh to work off that. We shall see.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,107,closed,30,2012-04-10 02:30:49,0.13,,1,,"b'b"" @petergaultney Just remembered you\'re non-root"," I imagine you can work around that by wgetting the boost141-devel-1.41.0-2.el5 RPM and using rpm2cpio etc. to extract it and then adjust the configure flag and environment variable to match.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,107,closed,31,2012-04-10 02:30:49,2.3,,,1,"b""b' @petergaultney compiling should work too.  Use The Source!'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,107,closed,32,2012-04-10 02:30:49,443.42,,,1,"b'b"" Yeah if you\'re on linux and having issues with htobe64 then your best bet is to use the pull request in issue #150 Even that though requires that bswap_64() etc are available.  It\'d be good if there was a fallback if those functions weren\'t available... I worked around it with: That obviously only for a little-endian machine"," so it needs to be in ifdef\'s (like the #150 patch) for general use.  ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,107,closed,33,2012-04-10 02:30:49,484.73,,,1,"b""b' @bvenable thanks that fixed it. The only other thing I had to do was poke a UDP hole in my iptables and add export LANG=en_-8 to my ~/.bashrc (without that it would just hang)'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,107,closed,34,2012-04-10 02:30:49,427.32,,1,,"b'b"" Using the repo from the #150 pull request along with @petergaultney\'s suggestions worked for me:  ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,107,closed,35,2012-04-10 02:30:49,882.55,,1,,"b""b' As of c2a5941f8897c4b374db1a3033832f7c08dd1a09 we have byte-swap functions for every platform", so the original issue is fixed. Mosh now builds on CentOS 5.8, without EPEL packages.  This will be included in the next release.  If you still have problems on CentOS, please open another ticket.  For general ," you could create a page on the [Mosh wiki]url '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,107,closed,closed,2012-04-16 07:40:29,230.28,6,21,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,107,closed,36,2012-04-10 02:30:49,1059.27,,,1,"b""b' I have managed to get mosh working on my ubuntu 8.04 LTS servers. In short: I had to enable back-ports", install from repo all -dev packages, grab protobuf from git and build it, build libutempter from source, then build mosh from source.  Finally I had to create symlinks in / to / for libprotobuf and open udp port 60000-61000 in firewall. I also had to use the andrewgho solution to solve the endian issue.  All is working.  If anyone has any questions or needs specifics," just let me know.  I will update my blog with details later.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,107,closed,37,2012-04-10 02:30:49,1115.85,,,1,"b'b"" @zanberdo: Mosh 1.2 will be released very soon; there is already a [release candidate]url It should eliminate several of those steps", so you might want to hold off on that blog post. :) (If you\'re still having the byteorder problem with the current git version of Mosh," we\'d like to hear about and fix it.)""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,107,closed,38,2012-04-10 02:30:49,233.57,,,1,"b""b' @zanberdo: I just installed the relevant protobuf and libutempter packages from Ubuntu 10.04 and then installed the mosh package built for 10.04 and it worked nicely.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,107,closed,39,2012-04-10 02:30:49,526.4,,,1,"b'b"" @dakira thanks for the tip. As usual", I took the more challenging approach.  It\'s more gratifying when it works," but clearly it is also more work!""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,107,closed,40,2012-04-10 02:30:49,528.15,,1,,"b""b' @kmcallister I will hold off on any blog posts on this subject.  Between the up coming release and @dakira letting me know the ubuntu 10.04 packages work with 8.04 it seems rather pointless of me to muddy the waters with all the extra work I did.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,107,closed,-,-,-,6,22,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,114,closed,opened,2012-04-10 14:53:25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,114,closed,title,2012-04-10 14:53:25,00:00,,1,,"b""b' Mosh 1.1.3 on OS X hangs on connect'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,114,closed,body,2012-04-10 14:53:25,00:00,,1,,"b'b\' OS X 10.7.3. Brew. Installed with ""brew install mobile-shell"" Connecting to an Ubuntu 10.04.4 LTS server results in a hang. Mosh prints one empty line after \\\'mosh \\\' and then nothing happens. I see the following processes running: To make sure the server side is ok .. I can connect to this host from another Ubuntu machine.\''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,114,closed,1,2012-04-10 14:53:25,319.53,1,,,b'b\' I am also experiencing this issue," however I can connect successfully to the host in another session.OS X 10.7.3. Brew. Installed with ""brew install mobile-shell"" connecting to Ubuntu 10.04.4 LTS mosh 1.1.3 As st3fan said", mosh prints one empty line and hangs, it seems to be stuck on perl5.12\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,114,closed,2,2012-04-10 14:53:25,4.68,,1,,"b""b' I killed a few of the (local) mosh-related processes on OS X and it suddenly started working and has been ever since. Not sure what exactly fixed it...'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,114,closed,3,2012-04-10 14:53:25,504.77,,1,,"b""b' +1 '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,114,closed,4,2012-04-10 14:53:25,248.85,,,1,"b'b\' Do you guys still have this problem if you change the first line of / to read ""#!/"" ? That is", if you use the system Perl instead of whatever is first in your PATH?\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,114,closed,5,2012-04-10 14:53:25,93.05,,1,,"b'b"" I am having this problem. It\'s hanging on line 223 of / which is  . The SSH process it\'s waiting for does not seem to terminate. Commenting out this line does allow it the connection to succeed but obviously causes unterminating SSH processes to build up.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,114,closed,6,2012-04-10 14:53:25,118.98,,1,,"b""b' +1 I can confirm it still hangs with the shebang.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,114,closed,7,2012-04-10 14:53:25,9.92,,1,,"b'b"" It looks like running spawns three processes. If I kill two of them"," mosh unhangs. I still can\'t connect to my server (now mosh sticks on forever). I\'m not sure if this is a configuration issue or a result of killing those processes.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,114,closed,8,2012-04-10 14:53:25,337.93,,,1,"b'b\' I\\\'m having this ""xx without contact"" forever too and I didn\\\'t kill any process. I\\\'m trying to mosh from a Macbook Pro Lion (10.7.3) to a Linux Mint 12 desktop. Mint is behind a NAT listening to ssh on several ports (I can ssh to it using all these ports). I\\\'ve opened UDP ports 60000-61000 too. Installed mosh with the .pkg. It connects but then hangs with a blue first line saying: I don\\\'t know if this is the same problem as you are experiencing", but the error looks the same.\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,114,closed,9,2012-04-10 14:53:25,12.85,,,1,"b'b"" @rafaelperrone It is not the same. You get the blue bar. I don\'t :-)""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,114,closed,10,2012-04-10 14:53:25,27.97,,,1,"b'b"" **st3fan**", you\'re right. Just tethered my phone connection and I could finally mosh to server. So it might be something related to my university\'s router blocking some ports. But which ports would it be? 60000-61000 UDP maybe? **NewAlexandria**," maybe you have the same issue. Try to mosh using a different connection.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,114,closed,11,2012-04-10 14:53:25,110.63,,1,,"b""b' Has anyone found a workaround for this issue? I tried the latest mosh version from github and it still has the same issue. Is there any more info that I can submit here to get more insight into what is causing this?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,114,closed,12,2012-04-10 14:53:25,7.83,,1,,"b""b' Just a note that using the .pkg from  also gives me the same problem.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,114,closed,13,2012-04-10 14:53:25,28.92,,1,,b'b\' st3fan, it looks like the ssh command just isn\\\'t exiting for you when the mosh-server detaches. This is confusing (and I can\\\'t seem to reproduce it)," but I appreciate your patience and let\\\'s try to work through it. (1) What does ""ssh -V"" say? (2) If you run ""ssh -t SERVERNAME mosh-server"""," does that print the mosh-server startup message and then ""[mosh-server detached"," pid = 29095]"" and then put you back at your local shell? (I.e. does SSH properly exit?) (3) How about if you run this? ""ssh -t SERVERNAME -o ProxyCommand=""mosh fake-proxy -SERVERNAME 22"" mosh-server"" Does it put you back at your local shell?\''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,114,closed,14,2012-04-10 14:53:25,14.02,,1,,"b""b'   Yup. The last command drops me back into the local shell.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,114,closed,15,2012-04-10 14:53:25,2.68,,,1,"b""b' Ha! So I am using zsh. I switched from zsh to bash and now things work! I will try to find out if this is zsh related or profile related.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,114,closed,16,2012-04-10 14:53:25,21.28,,1,,"b""b' Did a little more testing. When I start zsh with to prevent it from loading my .zshrc it still has the same hanging issue. So it does not seem to be related to my specific profile.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,114,closed,17,2012-04-10 14:53:25,2.9,,1,,"b'b"" Im having the same issue", but its not consistent," sometimes it\'ll happen and sometimes it\'ll succeed. I\'m running bash.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,114,closed,18,2012-04-10 14:53:25,817.58,1,,,b'b\' I appear to be having a similar problem -but I believe it\\\'s actually a _server_ issue in my case, not client. I have two servers, both running Centos 5.  Both are running identical mosh binaries. When I run mosh-server via ssh to the working server, ssh exits immediately when mosh detaches. When I do the same to the non-working server, ssh exits only after mosh-server times out and quits. This happens regardless of which client I ssh from.  It happens even when I run the ssh command on the non-working server itself: $ ssh -t localhost -server MOSH CONNECT 60001 wLjTiVHPj82mG9wis6NanQ mosh-server (mosh 1.1.3a)Copyright 2012 Keith Winstein mosh-devel@License GPLv3+: GNU GPL version 3 or later url This is free software: you are free to change and redistribute it.There is NO WARRANTY, to the extent permitted by law. [mosh-server detached, pid = 3725]No connection within 60 seconds. [mosh-server is exiting.]Connection to localhost closed. I use bash on all machines. Commenting out the waitpid works around it, although at the risk of muddying the water of this bug, mosh _really_ doesn\\\'t work very well when I do that.  It drops keystrokes no matter how slowly I type, and when I exit mosh," my terminal is all screwed up (it no longer echoes anything until I do a ""reset"").  Neither of those symptoms occur on the originally-working server.\''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,114,closed,19,2012-04-10 14:53:25,129.78,,1,,"b'b"" (I should note that if I start the server and client manually", not only does it (obviously) duck the waitpid issue," but I don\'t have the dropped-character or terminal-screwup symptoms)""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,114,closed,20,2012-04-10 14:53:25,108.03,1,,,"b'b"" Sorry to say but I don\'t think is the problem. I tried to reproduce my results from last night and Icould not get it to work again. It would be nice if mosh had a verbose mode. So that we can trace where it gets stuck.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,114,closed,21,2012-04-10 14:53:25,64.57,,1,,"b'b"" phik and I worked to find a solution to his issue", which is fixed for him (on CentOS 5.0) by the above commit (0e9be1b)," which needs to be applied to the mosh-server. I\'d be grateful if those of you with other configurations (e.g. Mac->Linux referenced by the original submitter) could also test this on the server side and let me know if it fixes the problem. The basic diagnosis is that we were not detaching forcefully enough for some older versions of sshd.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,114,closed,22,2012-04-10 14:53:25,12.7,,1,,"b'b"" The systems I was having the issue on were also running RHEL5 server-side"," so I\'ll make sure to try the patch.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,114,closed,23,2012-04-10 14:53:25,200.8,1,,,"b""b' @keithw That change does not fix this issue unfortunately. I removed the mosh package and installed the head version from this repository on both server and client. Same issues. I tried to connect 10 times. 2 out of 10 were succesful"," 8 were hanging like I described in the first post of this issue.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,114,closed,24,2012-04-10 14:53:25,48.57,,,1,"b'b"" Thanks for trying st3fan. Let\'s try to get to the bottom of this. Can you run: Does that come back to your local shell immediately"," or only after 50 seconds? It seems to come back immediately for me (on Ubuntu 11.10) and phik (on CentOS 5).""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,114,closed,25,2012-04-10 14:53:25,77.0,,1,,"b'b"" It returns immediately. I\'m on Ubuntu 10.04.4 LTS.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,114,closed,26,2012-04-10 14:53:25,43.18,,1,,"b""b' It seems like #164 is an instance of this"," where the client is on Cygwin.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,114,closed,27,2012-04-10 14:53:25,499.28,1,,,"b'b"" Especially annoying is that you can\'t ^C / ^\\\\ / ^Z it"," the only way out is to kill your terminal or dig through ps from another.  The ctrl-^. also doesn\'t work.  I don\'t think there should be any time during mosh\'s lifetime that it both ignores  and doesn\'t have alternative handlers installed.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,114,closed,closed,2012-04-15 16:39:07,105.7,5,18,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,114,closed,reopened,2012-04-15 16:39:16,0.15,5,18,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,114,closed,28,2012-04-10 14:53:25,558.53,1,,,"b'b"" st3fan", maybe we can arrange a time to be on the #mosh IRC channel together and nail this down, because it\'s hard to do without quick iteration and a reproducible test case. But please try the above commit (pushed to master)," which tries to hew even closer to the Perl script that apparently works for you. Obviously I don\'t fully understand the conditions in which your SSH is not exiting.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,114,closed,29,2012-04-10 14:53:25,1.17,,1,,"b'b"" lhunath", your point is well-taken. For what it\'s worth, while the mosh script is still running SSH," the SSH escape sequences (~. by default) should work. Obviously this is not the cleanest experience (how does the user know we are still somehow frozen without the SSH quitting?) but it does work.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,114,closed,30,2012-04-10 14:53:25,307.98,1,,,"b""b' Unfortunately commit cc8b1f2 seems to cause other problems", breaking the server completely," on OS X. Looking at this now.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,114,closed,31,2012-04-10 14:53:25,17.3,,1,,"b""b' All right"," the above commit (on branch mac-wip) appears to paper over the problem for now. Please test if can; otherwise I will be back in a few hours and will debug more completely.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,114,closed,32,2012-04-10 14:53:25,526.73,,,1,"b""b' I compile and install it in Mac OS X 10.7.3"," mosh to my Ubuntu 10.04 LTS  works!'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,114,closed,33,2012-04-10 14:53:25,2.7,,1,,"b""b' oh", wait. I close the terminal, and mosh to server ," It hangs on again :('""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,114,closed,34,2012-04-10 14:53:25,273.3,,1,,"b""b' This fix from saurik (along with 18dc967"," both now on master) seems to have fixed it for him. Would appreciate confirmation from others.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,114,closed,35,2012-04-10 14:53:25,167.45,,,1,"b""b' Confirmation that master now works great for me. Ubuntu 10.04.4 LTS Server & OS X 10.7.3 Client.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,114,closed,36,2012-04-10 14:53:25,83.2,,,1,"b""b' Fantastic. Closing this one with relish.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,114,closed,closed,2012-04-16 15:40:05,1380.82,7,22,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,114,closed,37,2012-04-10 14:53:25,53.28,,,1,"b""b' This resolved the issue for me too. Great timing. :)'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,114,closed,-,-,-,7,22,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,120,closed,opened,2012-04-10 17:24:31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,120,closed,title,2012-04-10 17:24:31,00:00,,1,,"b""b' SSH Agent Forwarding'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,120,closed,body,2012-04-10 17:24:31,00:00,,,1,"b""b' Would be great to be able to forward local SSH agents. Seems to ignore in  '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,120,closed,1,2012-04-10 17:24:31,616.63,,1,,"b'b"" :+1: I can\'t use mosh for this very reason. I need to be able to connect to other machines in the environment I\'m accessing plus use my ssh key to  code from github.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,120,closed,2,2012-04-10 17:24:31,93.8,,1,,"b""b' This requires tunnelling the agent request from the server back to the client.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,120,closed,3,2012-04-10 17:24:31,469.9,,,1,"b'b"" I\'d be interested in this feature"," too.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,120,closed,4,2012-04-10 17:24:31,104.95,,1,,"b""b' If #41 ends up being resolved be adding  tunnels for arbitrary octet streams"," agent forwarding should be trivial to add on top of that.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,120,closed,5,2012-04-10 17:24:31,552.62,,1,,"b""b' +1 for being able to ForwardAgent.  In our case also critical for getting code  GitHub on remote servers.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,120,closed,6,2012-04-10 17:24:31,657.78,,1,,"b""b' +1 I need the agent for sudo authentication.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,120,closed,7,2012-04-10 17:24:31,63.67,,1,,"b""b' +1 mostly for github'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,120,closed,8,2012-04-10 17:24:31,548.43,,,1,"b""b' +1 also!'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,120,closed,9,2012-04-10 17:24:31,1167.8,,1,,"b""b' :+1: .. this would be very useful'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,120,closed,10,2012-04-10 17:24:31,1386.95,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
