REPOSITORY,ISSUE_ID,STATUS,EVENT,CREATED_AT,TIME DURATION,NEGATIVE,NEUTRAL,POSITIVE,MSG,,,,,,
ravendb,543,closed,closed,2014-02-27 08:43:56,545.18,0,8,0,,,,,,,
ravendb,543,closed,-,-,-,0,8,0,,,,,,,
ravendb,609,closed,opened,2015-10-25 19:56:38,,,,,,,,,,,
ravendb,609,closed,title,2015-10-25 19:56:38,00:00,,1,,"b""b' Removing redundant using statements'""",,,,,,
ravendb,609,closed,body,2015-10-25 19:56:38,00:00,,1,,"b'b\' Those ""using"" statements are in fact redundant.\''",,,,,,
ravendb,609,closed,closed,2015-10-26 18:02:28,1325.83,0,2,0,,,,,,,
ravendb,609,closed,reopened,2015-10-26 18:02:38,0.17,0,2,0,,,,,,,
ravendb,609,closed,1,2015-10-25 19:56:38,1084.8,,1,,"b""b' Hi","Do you have a CLA with us? '""",,,,,
ravendb,609,closed,2,2015-10-25 19:56:38,304.15,,1,,b'b\' Hi,no. Am I right," you require CLA (which is never mentioned in repo\\\'s readme) for **removing** several ""using"" statements", right?\'',,,
ravendb,609,closed,3,2015-10-25 19:56:38,3.5,,1,,"b""b' We require a CLA for any PR to be accepted. *Hibernating Rhinos Ltd  * Oren Eini\\\\* l CEO l *Mobile: + 972-52-548-6969 Office: +972-4-622-7811 *l *Fax: +972-153-4-622-7811 On Sat", Oct 31, 2015 at 9:05 PM," Art notifications@ wrote:'""",,,
ravendb,609,closed,4,2015-10-25 19:56:38,0.38,,1,,"b""b' FWIW", _removing_ code can be much better to a codebase than adding it. *Hibernating Rhinos Ltd  * Oren Eini\\\\* l CEO l *Mobile: + 972-52-548-6969 Office: +972-4-622-7811 *l *Fax: +972-153-4-622-7811 On Sat, Oct 31, 2015 at 9:08 PM," Oren Eini (Ayende Rahien) <ayende@'""",,
ravendb,609,closed,5,2015-10-25 19:56:38,1025.05,,,1,"b""b' Where that CLA can be found? You may consider putting info about CLA to readme"," if you care about being contributor-friendly.'""",,,,,
ravendb,609,closed,6,2015-10-25 19:56:38,24.12,,1,,"b""b'  *Hibernating Rhinos Ltd  * Oren Eini\\\\* l CEO l *Mobile: + 972-52-548-6969 Office: +972-4-622-7811 *l *Fax: +972-153-4-622-7811 On Sun", Nov 1, 2015 at 2:14 PM," Art notifications@ wrote:'""",,,
ravendb,609,closed,closed,2016-05-10 10:19:51,977.22,0,7,1,,,,,,,
ravendb,609,closed,-,-,-,0,7,1,,,,,,,
ravendb,779,closed,opened,2016-11-04 08:25:21,,,,,,,,,,,
ravendb,779,closed,title,2016-11-04 08:25:21,00:00,,1,,"b""b' RavenDB-5557 Connect endpoints on versioning page for preview release'""",,,,,,
ravendb,779,closed,closed,2016-11-04 13:14:01,288.67,0,1,0,,,,,,,
ravendb,779,closed,1,2016-11-04 08:25:21,288.75,,1,,"b""b' Manually merged the PR'""",,,,,,
ravendb,779,closed,2,2016-11-04 08:25:21,0.38,,1,,"b""b' gi'""",,,,,,
ravendb,779,closed,reopened,2016-11-04 13:14:29,0.47,0,3,0,,,,,,,
ravendb,779,closed,closed,2016-11-04 14:01:54,47.42,0,3,0,,,,,,,
ravendb,779,closed,-,-,-,0,3,0,,,,,,,
ravendb,854,closed,opened,2016-11-10 14:39:06,,,,,,,,,,,
ravendb,854,closed,title,2016-11-10 14:39:06,00:00,,1,,"b""b' RavenDB-5435 added the ability to compact an index'""",,,,,,
ravendb,854,closed,1,2016-11-10 14:39:06,38.93,,1,,"b""b' I will change approach.'""",,,,,,
ravendb,854,closed,closed,2016-11-10 15:18:02,38.93,0,2,0,,,,,,,
ravendb,854,closed,reopened,2016-11-12 21:42:28,384.43,0,2,0,,,,,,,
ravendb,854,closed,2,2016-11-10 14:39:06,385.22,,1,,"b""b' Draining queries before compaction now.'""",,,,,,
ravendb,854,closed,3,2016-11-10 14:39:06,834.68,,1,,"b""b' User RW implemetnation for this.'""",,,,,,
ravendb,854,closed,closed,2016-11-13 11:37:56,835.47,0,4,0,,,,,,,
ravendb,854,closed,4,2016-11-10 14:39:06,8.53,,1,,"b""b' Ok"," note that RW is not  compatible IIRC'""",,,,,
ravendb,854,closed,5,2016-11-10 14:39:06,9.0,,1,,"b""b' Yes"," I handled that by exiting the lock before the await'""",,,,,
ravendb,854,closed,-,-,-,0,6,0,,,,,,,
ravendb,945,closed,opened,2016-11-27 15:44:18,,,,,,,,,,,
ravendb,945,closed,title,2016-11-27 15:44:18,00:00,,1,,"b""b' RavenDB-5244 V4.0 New client Fix NRE in CreateFieldSetter'""",,,,,,
ravendb,945,closed,body,2016-11-27 15:44:18,00:00,,1,,"b""b' Enable skipped tests'""",,,,,,
ravendb,945,closed,closed,2016-11-27 16:36:07,51.82,0,2,0,,,,,,,
ravendb,945,closed,1,2016-11-27 15:44:18,344.08,,1,,"b""b' Why did you close the PR?'""",,,,,,
ravendb,945,closed,reopened,2016-11-28 07:44:54,908.78,0,3,0,,,,,,,
ravendb,945,closed,2,2016-11-27 15:44:18,619.07,,1,,"b'b"" Tests were failing... wanted to make sure they\'re not mine""'",,,,,,
ravendb,945,closed,closed,2016-11-28 09:51:15,126.35,0,4,0,,,,,,,
ravendb,945,closed,-,-,-,0,4,0,,,,,,,
ravendb,1411,closed,opened,2017-01-19 08:03:47,,,,,,,,,,,
ravendb,1411,closed,title,2017-01-19 08:03:47,00:00,,1,,"b""b' RavenDB-6131 added TempPath and JournalsStoragePath to IndexingConfiguration'""",,,,,,
ravendb,1411,closed,1,2017-01-19 08:03:47,10.27,,1,,"b""b' We should also implement url '""",,,,,,
ravendb,1411,closed,closed,2017-01-19 09:00:41,56.9,0,2,0,,,,,,,
ravendb,1411,closed,reopened,2017-01-19 10:52:50,112.15,0,2,0,,,,,,,
ravendb,1411,closed,closed,2017-01-19 11:09:45,16.92,0,2,0,,,,,,,
ravendb,1411,closed,2,2017-01-19 08:03:47,177.45,1,,,"b""b' I will fix those in a second", this was a mistake," git resolved conflict automatically in a wrong way.'""",,,,
ravendb,1411,closed,-,-,-,1,2,0,,,,,,,
ravendb,1613,closed,opened,2017-02-13 12:34:01,,,,,,,,,,,
ravendb,1613,closed,title,2017-02-13 12:34:01,00:00,,1,,"b""b' RavenDB-5919 : Indexes(WIP)remove IndexToAdd and change index endPoint \\xe2\\x80\\xa6'""",,,,,,
ravendb,1613,closed,body,2017-02-13 12:34:01,00:00,,1,,"b""b' \\xe2\\x80\\xa6to one endPoint'""",,,,,,
ravendb,1613,closed,closed,2017-02-13 12:40:06,6.08,0,2,0,,,,,,,
ravendb,1613,closed,1,2017-02-13 12:34:01,6.37,,1,,"b""b' PutIndexOperation should stay"," it should send array with 1 element'""",,,,,
ravendb,1613,closed,2,2017-02-13 12:34:01,1.68,,1,,"b""b' Why? We just add a there.'""",,,,,,
ravendb,1613,closed,3,2017-02-13 12:34:01,0.57,,1,,"b""b'  '""",,,,,,
ravendb,1613,closed,reopened,2017-02-13 12:42:39,2.55,0,5,0,,,,,,,
ravendb,1613,closed,4,2017-02-13 12:34:01,3.1,,,1,"b""b' params is fine also", true. Needs to be added and tests simplified.  Was thinking more about the API," with params you will get the array as result requiring you to do: var indexId = (new PutIndexesOperation(indexDefinition))[0]; And in my option it would be unwrapped by the operation itself: var indexId = (new PutIndexOperation(indexDefinition));'""",,,,
ravendb,1613,closed,5,2017-02-13 12:34:01,0.92,,1,,"b""b' This is our lower level API", not really something users will call directly. They use for that," no?'""",,,,
ravendb,1613,closed,closed,2017-02-13 12:47:09,4.5,0,6,1,,,,,,,
ravendb,1613,closed,6,2017-02-13 12:34:01,0.65,,1,,"b'b"" ok"," so let\'s stay with params.""'",,,,,
ravendb,1613,closed,-,-,-,0,7,1,,,,,,,
ravendb,1701,closed,opened,2017-02-21 15:08:28,,,,,,,,,,,
ravendb,1701,closed,title,2017-02-21 15:08:28,00:00,,1,,"b""b' RavenDB-6361 Review only not ready to merge yet'""",,,,,,
ravendb,1701,closed,closed,2017-02-21 20:21:18,312.83,0,1,0,,,,,,,
ravendb,1701,closed,1,2017-02-21 15:08:28,1362.78,,1,,"b""b' WIP but can be reviewed. Known issue: the test is failing sometimes with empty attachments... I guess there is an issue with memory management. Will investigate later.'""",,,,,,
ravendb,1701,closed,reopened,2017-02-22 13:51:15,1049.95,0,2,0,,,,,,,
ravendb,1701,closed,2,2017-02-21 15:08:28,77.75,,1,,"b""b' Ready to merge'""",,,,,,
ravendb,1701,closed,3,2017-02-21 15:08:28,66.65,,1,,"b""b' @fitzchak 1000+ tests are failing here"," can you look into that?'""",,,,,
ravendb,1701,closed,4,2017-02-21 15:08:28,299.9,,1,,"b""b' Closing this because I rebased and squashed everything'""",,,,,,
ravendb,1701,closed,closed,2017-02-23 21:15:35,444.33,0,5,0,,,,,,,
ravendb,1701,closed,-,-,-,0,5,0,,,,,,,
ravendb,2938,closed,opened,2017-07-04 09:32:12,,,,,,,,,,,
ravendb,2938,closed,title,2017-07-04 09:32:12,00:00,,1,,"b""b' RavenDB-7701 Prevent the creation of a database if it already exists'""",,,,,,
ravendb,2938,closed,body,2017-07-04 09:32:12,00:00,,1,,"b""b' url '""",,,,,,
ravendb,2938,closed,closed,2017-07-04 09:45:14,13.03,0,2,0,,,,,,,
ravendb,2938,closed,1,2017-07-04 09:32:12,13.52,,1,,"b""b' *deleted*'""",,,,,,
ravendb,2938,closed,reopened,2017-07-04 09:46:39,1.42,0,3,0,,,,,,,
ravendb,2938,closed,2,2017-07-04 09:32:12,1.75,,1,,"b""b' Ignore my previous comment.'""",,,,,,
ravendb,2938,closed,closed,2017-07-04 10:46:35,59.93,0,4,0,,,,,,,
ravendb,2938,closed,-,-,-,0,4,0,,,,,,,
ravendb,3072,closed,opened,2017-07-19 13:32:58,,,,,,,,,,,
ravendb,3072,closed,title,2017-07-19 13:32:58,00:00,,1,,"b""b' Raven db 5066'""",,,,,,
ravendb,3072,closed,1,2017-07-19 13:32:58,408.68,,1,,"b'b""  Can\'t merge it yet because there are *failing tests*: ""'",,,,,,
ravendb,3072,closed,closed,2017-07-19 20:21:40,408.7,0,2,0,,,,,,,
ravendb,3072,closed,reopened,2017-07-20 08:20:59,719.32,0,2,0,,,,,,,
ravendb,3072,closed,2,2017-07-19 13:32:58,720.55,,1,,"b""b' pushed my changes'""",,,,,,
ravendb,3072,closed,closed,2017-07-20 09:24:03,63.07,0,3,0,,,,,,,
ravendb,3072,closed,-,-,-,0,3,0,,,,,,,
ravendb,3250,closed,opened,2017-08-09 09:35:23,,,,,,,,,,,
ravendb,3250,closed,title,2017-08-09 09:35:23,00:00,,1,,"b""b' RavenDB-8066 Creating the first database in the cluster triggers elec\\xe2\\x80\\xa6'""",,,,,,
ravendb,3250,closed,body,2017-08-09 09:35:23,00:00,,1,,"b""b' \\xe2\\x80\\xa6tion'""",,,,,,
ravendb,3250,closed,1,2017-08-09 09:35:23,93.2,,1,,"b""b' Found better approach '""",,,,,,
ravendb,3250,closed,closed,2017-08-09 11:08:35,93.2,0,3,0,,,,,,,
ravendb,3250,closed,2,2017-08-09 09:35:23,119.25,,1,,"b""b' Tried to do stuff like that: But realized that we use  in every update of the database record.'""",,,,,,
ravendb,3250,closed,reopened,2017-08-09 13:07:50,119.25,0,4,0,,,,,,,
ravendb,3250,closed,closed,2017-08-09 13:34:21,26.52,0,4,0,,,,,,,
ravendb,3250,closed,-,-,-,0,4,0,,,,,,,
ravendb,3282,closed,opened,2017-08-11 08:16:19,,,,,,,,,,,
ravendb,3282,closed,title,2017-08-11 08:16:19,00:00,,1,,"b""b' RavenDB-7044 / RavenDB-8075'""",,,,,,
ravendb,3282,closed,1,2017-08-11 08:16:19,99.43,,1,,"b""b' Manually rebased and pushed.'""",,,,,,
ravendb,3282,closed,closed,2017-08-11 09:55:45,99.43,0,2,0,,,,,,,
ravendb,3282,closed,2,2017-08-11 08:16:19,2.75,,1,,"b'b"" Are you sure you pushed it? I don\'t see them in the repo""'",,,,,,
ravendb,3282,closed,reopened,2017-08-11 10:00:55,5.17,0,3,0,,,,,,,
ravendb,3282,closed,closed,2017-08-11 10:01:06,0.18,0,3,0,,,,,,,
ravendb,3282,closed,-,-,-,0,3,0,,,,,,,
ravendb,3360,closed,opened,2017-08-17 11:55:36,,,,,,,,,,,
ravendb,3360,closed,title,2017-08-17 11:55:36,00:00,,1,,"b""b' RavenDB-8054 RQL AutoComplete'""",,,,,,
ravendb,3360,closed,closed,2017-08-17 11:56:02,0.43,0,1,0,,,,,,,
ravendb,3360,closed,1,2017-08-17 11:55:36,1.35,,1,,"b""b' I meant to create this: url '""",,,,,,
ravendb,3360,closed,reopened,2017-08-17 12:36:32,40.5,0,2,0,,,,,,,
ravendb,3360,closed,2,2017-08-17 11:55:36,40.18,,1,,"b""b' @ayende This can be merged.'""",,,,,,
ravendb,3360,closed,closed,2017-08-17 12:42:37,6.08,0,3,0,,,,,,,
ravendb,3360,closed,-,-,-,0,3,0,,,,,,,
ravendb,3377,closed,opened,2017-08-19 18:17:08,,,,,,,,,,,
ravendb,3377,closed,title,2017-08-19 18:17:08,00:00,,1,,"b""b' RavenDB-8212 Killing transformers WIP'""",,,,,,
ravendb,3377,closed,body,2017-08-19 18:17:08,00:00,,1,,"b'b"" This is just so we\'ll have a record on the scope of this change.""'",,,,,,
ravendb,3377,closed,closed,2017-08-19 18:18:31,1.38,0,2,0,,,,,,,
ravendb,3377,closed,reopened,2017-08-20 01:21:18,422.78,0,2,0,,,,,,,
ravendb,3377,closed,1,2017-08-19 18:17:08,425.43,,1,,"b""b' Fast test passing"," slow tests not compiling yet.'""",,,,,
ravendb,3377,closed,2,2017-08-19 18:17:08,580.87,,1,,"b""b' Review of tests which I think should be restored is done.'""",,,,,,
ravendb,3377,closed,closed,2017-08-22 12:29:38,668.33,0,4,0,,,,,,,
ravendb,3377,closed,-,-,-,0,4,0,,,,,,,
ravendb,3560,closed,opened,2017-09-06 13:45:34,,,,,,,,,,,
ravendb,3560,closed,title,2017-09-06 13:45:34,00:00,,1,,"b""b' RavenDB-7611 Migration tool from relational databases'""",,,,,,
ravendb,3560,closed,body,2017-09-06 13:45:34,00:00,,1,,"b""b'  /databases/*/-schema endpoint", returns the schema of the SQL database /databases/*/-migration endpoint, gets a list of tables and imports them to a ravendb database support for embedded tables," custom queries and JS patching supports converting binary data to attachments  '""",,,
ravendb,3560,closed,1,2017-09-06 13:45:34,14.65,,,1,"b""b' Hi!  Thank you for contributing into RavenDB project. Unfortunetely we detected that not all committers signed our CLA.  Following contributors are not in our database: Ariel Gamrian (arielg1000@)  Please visit url  to sign CLA. '""",,,,,,
ravendb,3560,closed,closed,2017-09-06 14:09:50,24.27,0,2,1,,,,,,,
ravendb,3560,closed,reopened,2017-09-06 14:10:43,0.88,0,2,1,,,,,,,
ravendb,3560,closed,closed,2017-09-06 14:11:12,0.48,0,2,1,,,,,,,
ravendb,3560,closed,2,2017-09-06 13:45:34,12.03,,1,,"b""b' @arielgamrian Can you rebase and put issue # in each of the commits?'""",,,,,,
ravendb,3560,closed,-,-,-,0,3,1,,,,,,,
ravendb,4178,closed,opened,2017-11-02 10:40:37,,,,,,,,,,,
ravendb,4178,closed,title,2017-11-02 10:40:37,00:00,,1,,"b""b'  PR; Linq to RQL: ValueType .Parse() support'""",,,,,,
ravendb,4178,closed,body,2017-11-02 10:40:37,00:00,,1,,"b'b"" To support () for any conversion needed in your projection.  Based on Visitor Pattern", only removes the (), since conversion is already done in BLIT to Object. Pretty straight forward. Added a HashSet containing the ValueTypes," since  isn\'t supported in dotnetstandard 1.3.  UnitTest included.""'",,,
ravendb,4178,closed,1,2017-11-02 10:40:37,182.33,1,,,b'b\' It\\\'s intend to work on things like: (where Id = )  Which then would be converted to int, since the target was int," and  will convert string to int (using ()). It looked a bit redundant to me to do:  So in a real life example you will get: (where PriceAsString = ""$ 20.32"")  Since  is parsing it (or blittable", which is using convert. which will call ), when having ths:  Which will then get the exception you were expecting (Bad format) instead of 2. I left it out (() etc.) since the current behavior is already converting string to int when needed. So I think it should be the original commit, or the one suggested above (or non at all ;))  Edit: That wasn\\\'t a cancel button, but a Close and Comment button...\''
ravendb,4178,closed,closed,2017-11-02 13:52:17,191.67,1,2,0,,,,,,,
ravendb,4178,closed,reopened,2017-11-02 13:54:52,2.58,1,2,0,,,,,,,
ravendb,4178,closed,2,2017-11-02 10:40:37,34.22,,1,,"b'b\' After some more thinking: Test = (""123"") + (""123"")  would now be 123123", but when converted using parseInt, would be 246, so I create a commit with parseInt and parseFloat, since that would fit better.\'',,
ravendb,4178,closed,closed,2017-11-02 23:14:45,559.88,1,3,0,,,,,,,
ravendb,4178,closed,-,-,-,1,3,0,,,,,,,
ravendb,4706,closed,opened,2017-12-14 14:07:57,,,,,,,,,,,
ravendb,4706,closed,title,2017-12-14 14:07:57,00:00,,1,,"b""b' RavenDB-9540 Prepare build scripts for RTM'""",,,,,,
ravendb,4706,closed,closed,2017-12-14 14:15:45,7.8,0,1,0,,,,,,,
ravendb,4706,closed,1,2017-12-14 14:07:57,8.07,,1,,"b""b' found a small bug"," will reopen once fixed'""",,,,,
ravendb,4706,closed,2,2017-12-14 14:07:57,10.47,,,1,"b""b' All is fine"," it was just a stray environment variable causing the issue on my local.'""",,,,,
ravendb,4706,closed,reopened,2017-12-14 14:26:29,10.73,0,2,1,,,,,,,
ravendb,4706,closed,closed,2017-12-14 14:26:52,0.38,0,2,1,,,,,,,
ravendb,4706,closed,-,-,-,0,2,1,,,,,,,
ravendb,6175,closed,opened,2018-05-15 10:27:14,,,,,,,,,,,
ravendb,6175,closed,title,2018-05-15 10:27:14,00:00,,1,,"b""b' [4.0] RavenDB-10581 when we are using / in the ID"," then we need to check if the generated ID does not overlap already existing one'""",,,,,
ravendb,6175,closed,closed,2018-05-15 10:33:52,6.63,0,1,0,,,,,,,
ravendb,6175,closed,reopened,2018-05-15 10:42:46,8.9,0,1,0,,,,,,,
ravendb,6175,closed,1,2018-05-15 10:27:14,179.58,,1,,"b""b' LGTM'""",,,,,,
ravendb,6175,closed,2,2018-05-15 10:27:14,3.18,,1,,b'b\' LGTM," although "" Server compilation failed. ""\''",,,,,
ravendb,6175,closed,3,2018-05-15 10:27:14,1.5,,1,,"b""b' I will fix that'""",,,,,,
ravendb,6175,closed,closed,2018-05-15 13:38:12,175.43,0,4,0,,,,,,,
ravendb,6175,closed,-,-,-,0,4,0,,,,,,,
ravendb,7825,closed,opened,2018-10-21 13:08:51,,,,,,,,,,,
ravendb,7825,closed,title,2018-10-21 13:08:51,00:00,,1,,"b""b' RavenDB-12132 CompareExchange missing the Id property'""",,,,,,
ravendb,7825,closed,body,2018-10-21 13:08:51,00:00,,1,,"b""b' url '""",,,,,,
ravendb,7825,closed,1,2018-10-21 13:08:51,258.37,,1,,"b""b' This PR does not contain any changes. I will apply the 4.1 fix again.'""",,,,,,
ravendb,7825,closed,closed,2018-10-21 17:27:13,258.37,0,3,0,,,,,,,
ravendb,7825,closed,reopened,2018-10-21 17:49:24,22.18,0,3,0,,,,,,,
ravendb,7825,closed,2,2018-10-21 13:08:51,22.37,,,1,"b""b' This is fine"," because the issue is only with v4.1'""",,,,,
ravendb,7825,closed,closed,2018-10-21 17:49:44,0.33,0,3,1,,,,,,,
ravendb,7825,closed,-,-,-,0,3,1,,,,,,,
ravendb,8543,closed,opened,2019-01-22 15:35:09,,,,,,,,,,,
ravendb,8543,closed,title,2019-01-22 15:35:09,00:00,,1,,"b""b' RavenDB-12280  Client side support for graph query'""",,,,,,
ravendb,8543,closed,closed,2019-01-27 11:10:59,1175.83,0,1,0,,,,,,,
ravendb,8543,closed,reopened,2019-01-27 11:12:11,1.2,0,1,0,,,,,,,
ravendb,8543,closed,1,2019-01-22 15:35:09,1240.47,,,1,"b'b"" It looks good"," @talweiss1982 will add some more tests soon and we\'ll be ready to merge""'",,,,,
ravendb,8543,closed,2,2019-01-22 15:35:09,120.28,,1,,"b""b' okay i had an issue with the edges it is now fixed"," added a test.'""",,,,,
ravendb,8543,closed,closed,2019-01-28 06:20:18,1148.12,0,2,1,,,,,,,
ravendb,8543,closed,-,-,-,0,2,1,,,,,,,
ravendb,8803,closed,opened,2019-02-26 16:37:02,,,,,,,,,,,
ravendb,8803,closed,title,2019-02-26 16:37:02,00:00,,1,,"b""b' RavenDB-12598 adding test for changes-api with aggressive caching'""",,,,,,
ravendb,8803,closed,1,2019-02-26 16:37:02,246.48,,1,,"b'b"" I don\'t understand the test. You are only testing the aggressive caching on node 1", but probably should check that reads from the other nodes are also going through and refreshing aggressive caching," no?""'",,,,
ravendb,8803,closed,closed,2019-02-27 06:49:21,852.32,0,2,0,,,,,,,
ravendb,8803,closed,2,2019-02-26 16:37:02,770.52,,1,,"b""b' @ayende the test makes sure that the changes api receives the right notifications"," assuming that the aggressive caching will respond correctly. We probably should also check the behavior of the caching as well'""",,,,,
ravendb,8803,closed,reopened,2019-02-27 09:34:02,164.68,0,3,0,,,,,,,
ravendb,8803,closed,3,2019-02-26 16:37:02,80.27,,1,,"b""b' You are checking this on a single store "," for both the modifications and the changes. We need to do that on different stores'""",,,,,
