REPOSITORY,ISSUE_ID,STATUS,EVENT,CREATED_AT,TIME DURATION,NEGATIVE,NEUTRAL,POSITIVE,MSG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scala,539,closed,4,2012-05-12 11:11:15,7.55,,1,,"b'b"" actually the 2.10 behaviour", I think, is as spec\'ed, since  \'s is only applicable to a  , but  (the eq vs == waters are a bit murky," but we\'d break lots of code going to eq in this case)""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scala,539,closed,reopened,2012-05-12 12:12:20,10.92,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scala,539,closed,5,2012-05-12 11:11:15,3.43,1,,,"b'b"" More thought called", and told me this.   comes from  . It\'s unfortunate to the point of being dangerous that and don\'t mean the same thing," but given that we\'re using there doesn\'t seem to be any need for the yet-to-be-implemented  checking here: Both cases are statically reachable.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scala,539,closed,6,2012-05-12 11:11:15,29.52,,1,,"b""b' jenkins job pr-scala-testsuite-linux-opt: Success url '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scala,539,closed,7,2012-05-12 11:11:15,61.05,1,,,"b""b' Be aware that the implementation selectively rewrites List() to Nil.  This is unfortunate to the point of inducing hulk-like breakdowns in extempore it cost me so much time once.  [Source]url '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scala,539,closed,closed,2012-05-12 18:34:38,382.3,3,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scala,539,closed,-,-,-,3,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scala,565,closed,opened,2012-05-18 06:53:36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scala,565,closed,title,2012-05-18 06:53:36,00:00,,1,,"b""b' better feedback for SI-5044'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scala,565,closed,body,2012-05-18 06:53:36,00:00,,1,,"b""b' build url '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scala,565,closed,1,2012-05-18 06:53:36,49.53,,1,,"b""b' jenkins job pr-scala-testsuite-linux-opt: Success url '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scala,565,closed,closed,2012-05-18 16:08:43,555.12,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scala,565,closed,reopened,2012-05-18 16:11:28,2.75,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scala,565,closed,2,2012-05-18 06:53:36,97.32,1,,,"b'b"" Sorry"," you\'ll need to submit a new request for the build bot to pick it up.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scala,565,closed,closed,2012-05-19 09:20:27,1028.98,1,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scala,565,closed,-,-,-,1,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scala,644,closed,opened,2012-05-30 14:02:18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scala,644,closed,title,2012-05-30 14:02:18,00:00,,1,,"b""b' new version of incremental compiler'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scala,644,closed,body,2012-05-30 14:02:18,00:00,,1,,"b""b' Take 2: Implemented functionality to invalidate classpath entries"," to enable incremental compiles.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scala,644,closed,1,2012-05-30 14:02:18,1.77,,1,,"b""b' This replaces pull 641", fixing the problems that @pvlugter noted and generalizing to multiple classpath entries.Review by @pvlugter, @harrah," @adriaanm'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scala,644,closed,2,2012-05-30 14:02:18,44.38,,1,,"b""b' Started jenkins job pr-scala-testsuite-linux-opt at url '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scala,644,closed,3,2012-05-30 14:02:18,27.5,,1,,"b""b' jenkins job pr-scala-testsuite-linux-opt: Success url '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scala,644,closed,4,2012-05-30 14:02:18,20.05,,1,,"b""b' I noted I accidentally squashed the first installment that was already in master. Preparing a new one.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scala,644,closed,closed,2012-05-30 15:36:01,93.72,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scala,644,closed,5,2012-05-30 14:02:18,52.77,1,,,"b'b"" I don\'t think this commit was in master. GitHub would have complained if you tried to submit a pull request that doesn\'t merge cleanly.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scala,644,closed,reopened,2012-05-30 16:28:47,52.77,1,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scala,644,closed,6,2012-05-30 14:02:18,3.6,,1,,"b'b"" On Wed", May 30, 2012 at 6:28 PM, Adriaan Moors <reply@It only said it can\'t be merged automatically. I tried manually and gotconflicts because my previous squash included the original incrementalcompiler commit, which was already pulled.Martin ##  Martin OderskyProf., EPFL url  and Chairman, Typesafeurl PSED, 1015 Lausanne," SwitzerlandTel. EPFL: +41 21 693 6863Tel. Typesafe: +41 21 691 4967""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scala,644,closed,7,2012-05-30 14:02:18,611.15,,1,,"b""b' Should be closed again. Replaced by #645.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scala,644,closed,closed,2012-05-31 06:22:37,833.83,1,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scala,644,closed,-,-,-,1,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scala,653,closed,opened,2012-06-01 16:55:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scala,653,closed,title,2012-06-01 16:55:14,00:00,,1,,"b'b"" Don\'t compute least upper bounds for if-like expressions in statement positions ...""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scala,653,closed,body,2012-06-01 16:55:14,00:00,,1,,"b""b' ...inside blocks. This may save huge amount of time (Fixes SI-5862) for complicated lubs. I had to remove the a check in adapt forthe part that transforms into {  ; () } when the expected type is Unit. The reason is in the code. As a side effect", we get more warnings for pure expressions in statement positions (see the change in the test file). Review by @odersky," @adriaanm.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scala,653,closed,1,2012-06-01 16:55:14,32.7,,1,,"b""b' Started jenkins job pr-scala-testsuite-linux-opt at url '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scala,653,closed,2,2012-06-01 16:55:14,45.12,,1,,"b""b' jenkins job pr-scala-testsuite-linux-opt: Failed url '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scala,653,closed,3,2012-06-01 16:55:14,1020.45,,,1,"b'b"" @odersky sure"," that is a good point. I\'ll add the comments and re-open the pull request when I fix the failing test.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scala,653,closed,closed,2012-06-02 11:13:32,1098.3,0,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scala,653,closed,reopened,2012-06-02 18:53:22,459.83,0,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scala,653,closed,4,2012-06-01 16:55:14,84.55,,1,,"b""b' please squash these commits and push -f to your pullreq branch (no need to submit a new request)each commit should pass the test suite'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scala,653,closed,5,2012-06-01 16:55:14,252.23,,1,,"b""b' done.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scala,653,closed,6,2012-06-01 16:55:14,21.03,,1,,"b""b' (reviewed by odersky"," but comment was discarded due to the push -f I asked for)'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scala,653,closed,closed,2012-06-03 17:12:10,1338.8,0,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scala,653,closed,-,-,-,0,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scala,737,closed,opened,2012-06-18 15:34:05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scala,737,closed,title,2012-06-18 15:34:05,00:00,,1,,"b""b' enables reification of anonymous classes'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scala,737,closed,1,2012-06-18 15:34:05,45.58,,1,,"b""b' Started jenkins job pr-scala-testsuite-linux-opt at url '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scala,737,closed,2,2012-06-18 15:34:05,72.45,,1,,"b""b' review by @odersky '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scala,737,closed,3,2012-06-18 15:34:05,125.43,,1,,"b""b' jenkins job pr-scala-testsuite-linux-opt: Failed url '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scala,737,closed,4,2012-06-18 15:34:05,284.38,,1,,"b""b' PLS REBUILD ALL'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scala,737,closed,5,2012-06-18 15:34:05,12.5,,1,,"b""b' Started jenkins job pr-scala-testsuite-linux-opt at url '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scala,737,closed,6,2012-06-18 15:34:05,149.27,,1,,"b""b' jenkins job pr-scala-testsuite-linux-opt: Success url '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scala,737,closed,closed,2012-06-19 08:53:36,1039.52,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scala,737,closed,reopened,2012-06-19 08:53:38,0.03,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scala,737,closed,closed,2012-06-19 08:53:46,0.13,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scala,737,closed,-,-,-,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scala,738,closed,opened,2012-06-18 15:46:12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scala,738,closed,title,2012-06-18 15:46:12,00:00,,1,,"b'b"" fixes checkinit"," now it\'s for real""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scala,738,closed,1,2012-06-18 15:46:12,33.45,,1,,"b""b' Started jenkins job pr-scala-testsuite-linux-opt at url '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scala,738,closed,closed,2012-06-18 17:51:18,125.1,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scala,738,closed,reopened,2012-06-18 17:51:24,0.1,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scala,738,closed,2,2012-06-18 15:46:12,91.87,,1,,"b""b' LGTM'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scala,738,closed,3,2012-06-18 15:46:12,150.12,,1,,"b""b' jenkins job pr-scala-testsuite-linux-opt: Failed url '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scala,738,closed,4,2012-06-18 15:46:12,4.43,,1,,"b'b""   @jsuereth What\'s the problem here? Worked on my laptop"," worked on a different instance of Jenkins. Is this a Jenkins bug?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scala,738,closed,5,2012-06-18 15:46:12,6.95,,1,,"b""b' Transient failure from all the activity. PLS REBUILD ALL'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scala,738,closed,6,2012-06-18 15:46:12,21.42,,1,,"b""b' Started jenkins job pr-scala-testsuite-linux-opt at url '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scala,738,closed,7,2012-06-18 15:46:12,185.32,,1,,"b""b' jenkins job pr-scala-testsuite-linux-opt: Success url '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scala,738,closed,closed,2012-06-19 00:20:22,388.97,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scala,738,closed,-,-,-,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scala,869,closed,opened,2012-07-11 13:08:54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scala,869,closed,title,2012-07-11 13:08:54,00:00,,1,,"b""b' SI-5895 fixes FieldMirrors'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scala,869,closed,body,2012-07-11 13:08:54,00:00,,1,,"b'b"" reflectField now accepts getters and setters along with the field symbols",it also checks whether a field has a reasonable binary representation(this is necessary," because ctor parameters that are unused outside of theirdeclaring constructors don\'t get compiled down to Java ).""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scala,869,closed,closed,2012-07-11 13:09:42,0.8,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scala,869,closed,reopened,2012-07-11 13:10:33,0.85,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scala,869,closed,1,2012-07-11 13:08:54,116.17,,1,,"b""b' Started jenkins job pr-scala-testsuite-linux-opt at url '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scala,869,closed,2,2012-07-11 13:08:54,179.63,,1,,"b""b' jenkins job pr-scala-testsuite-linux-opt: Success url '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scala,869,closed,3,2012-07-11 13:08:54,159.63,,1,,"b""b' Superceded by url '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scala,869,closed,closed,2012-07-11 20:44:21,453.8,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scala,869,closed,-,-,-,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scala,894,closed,opened,2012-07-12 22:36:08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scala,894,closed,title,2012-07-12 22:36:08,00:00,,1,,"b""b' Implement @static annotation on singleton object fields.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scala,894,closed,body,2012-07-12 22:36:08,00:00,,1,,"b'b"" This commit introduces the annotation on fields of static singleton objects. A static singleton object is a top-level singleton object or an object nested withina static singleton object. The field annotated with is generated as a true static field in the companionclass of the object. The initialization of the field is done in the static initializer of thecompanion class", instead of the object itself. Here\'s an example. This: generates : The accessor in is changed to return the staticfield in (the companion class is generated if it isnot already present, and the same is done for getters if  is a  ). Furthermore, all the callsites to accessor are rewrittento access the static field directly. It is illegal to annotate a field in the singleton object as if there isalready a member of the same name in  . This allows better Java interoperability with frameworks which rely on static fields beingpresent in the class.The  s are one such example. Instead of havinga Java base class holding the mutable field and a static field containinga reference to the that mutates atomically,and extending this Java base class from Scala, we can now simply do: In summary, this commit introduces the following:adds the annotationfor objects without a companion class and members, creates a companion class  (this is done in  )checks for conflicting names and if is used on static singleton object membercreates the field in the companion class for membersmoves the field initialization from the companion object to the static initializer of  the class (the initialization of members is bypassed in the phase,  and added to static ctors in  )all callsites to the accessors of are rewritten to access the static fields directly  (this is done in  )getters and setters to fields access the static field directly, and the field in the  singleton object is not emitted (this is done in  )changes in  , now computing local var indices in static initializers  as well this was an oversight before," now is necessary Future work: allow the annotation on methods as well this willbe added next. Review by @oderskyReview by @dragos""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scala,894,closed,1,2012-07-12 22:36:08,1.28,,1,,"b""b' url '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scala,894,closed,2,2012-07-12 22:36:08,730.95,,1,,b'b\' Copying from the closed pull request: I remember that there was an earlier hack included to fix an issue with Android compatibility," I think it would make sense to remove that hack now and check that ""static"" also works for this ""real world use case"". Look for in ", in  and the whole  file.\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scala,894,closed,3,2012-07-12 22:36:08,41.02,,1,,"b""b' url '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scala,894,closed,4,2012-07-12 22:36:08,547.33,,1,,"b'b"" Thinking about it again ... I guess it would make sense to check for and issue a migration warning. Probably also just deprecate the functionality"," so that Android keeps working in 2.10. But then special care would need to be taken that something like wouldn\'t emit code twice. ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scala,894,closed,5,2012-07-12 22:36:08,1355.07,,,1,"b""b' One question: why move the initialization out of the object\\xe2\\x80\\x99s constructor? The object is initialized from the static initializer anyway (at least in 2.10.0-M5 as I verified looking at some byte code)", so which problems would ensue by just having the constructor happen \\xe2\\x80\\x9cin sequence\\xe2\\x80\\x9d? It would for sure make understanding the code flow easier, since the non-static parts are intermingled lexically with the static ones. And you could remove some code," which is always good ;-)'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scala,894,closed,6,2012-07-12 22:36:08,186.3,,1,,"b'b"" That\'s exactly the first thing I\'ve intended to do. The problem is that AtomicReferenceUpdaters will (on creation) check to see if the caller is the owner of the field they\'re supposed to modify"," and throw an exception if it\'s not. This is why it\'s imperative that the creation of the arfu occurs in the static initializer of the class itself.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scala,894,closed,7,2012-07-12 22:36:08,471.02,1,,,"b""b' What a pity that this very special and extremely quirky use-case should force such a questionable design choice. If someone goes to the trouble of putting an ARFU into a static field"," why don\\xe2\\x80\\x99t they go the full nine yards and use Unsafe? The whole . package has been moved this way for JDK7 and onward.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scala,894,closed,8,2012-07-12 22:36:08,330.73,,1,,"b'b"" I don\'t think this should go into 2.10.x since it\'s not a critical bugfix AFAICT.Please feel free to argue otherwise and reopen.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scala,894,closed,closed,2012-07-16 11:39:50,783.7,1,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scala,894,closed,9,2012-07-12 22:36:08,15.33,,,1,"b""b' I think Martin was very interested to get this into 2.10. It was his idea to do this.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
