REPOSITORY,ISSUE_ID,STATUS,EVENT,CREATED_AT,TIME DURATION,NEGATIVE,NEUTRAL,POSITIVE,MSG,,,,,,,,,,,,
libuv,12,closed,1,2011-04-18 06:01:04,94.52,,1,,"b""b' in general i would like all of the tests to have a similar filename so that i can make my Makefile easier. tests should have the form  . All other files should not: should change to (or something)'""",,,,,,,,,,,,
libuv,12,closed,2,2011-04-18 06:01:04,133.02,,1,,"b""b' Allright. I imagined having multiple tests in one file"," hence teststack in test-callback-stack.c.'""",,,,,,,,,,,
libuv,12,closed,closed,2011-04-18 09:48:37,227.55,0,4,0,,,,,,,,,,,,,
libuv,12,closed,reopened,2011-04-18 09:58:34,9.95,0,4,0,,,,,,,,,,,,,
libuv,12,closed,3,2011-04-18 06:01:04,36.72,,1,,"b""b' Ah"," okay. That makes sense.  i still would like to be called something else.'""",,,,,,,,,,,
libuv,12,closed,4,2011-04-18 06:01:04,143.47,,1,,"b'b\' I renamed the runner to just ""runner"".\''",,,,,,,,,,,,
libuv,12,closed,closed,2011-04-18 12:48:47,170.22,0,6,0,,,,,,,,,,,,,
libuv,12,closed,-,-,-,0,6,0,,,,,,,,,,,,,
libuv,13,closed,opened,2011-04-18 07:04:42,,,,,,,,,,,,,,,,,
libuv,13,closed,title,2011-04-18 07:04:42,00:00,,1,,"b""b' oio_accept() should require oio_tcp_handle_init() called before'""",,,,,,,,,,,,
libuv,13,closed,body,2011-04-18 07:04:42,00:00,,1,,"b""b' because it makes the system much simpler on unix'""",,,,,,,,,,,,
libuv,13,closed,1,2011-04-18 07:04:42,0.48,,,1,"b""b' test changed in 2ba25c8249f562d37c4dcc111111e55f647d08a3'""",,,,,,,,,,,,
libuv,13,closed,closed,2011-04-18 07:13:28,8.77,0,2,1,,,,,,,,,,,,,
libuv,13,closed,reopened,2011-04-18 09:49:13,155.75,0,2,1,,,,,,,,,,,,,
libuv,13,closed,2,2011-04-18 07:04:42,167.35,,1,,"b'b"" Isn\'t it possible to do call tcp_handle_init implicity from oio_accept on linux?On windows this complicates stuff because socket options are set and iocp association is made in tcp_handle_init.That work is wasted when you call oio_accept because the accepted socket is a different one.""'",,,,,,,,,,,,
libuv,13,closed,closed,2011-04-18 09:52:32,3.32,0,3,1,,,,,,,,,,,,,
libuv,13,closed,reopened,2011-04-18 10:06:04,13.53,0,3,1,,,,,,,,,,,,,
libuv,13,closed,3,2011-04-18 07:04:42,14.0,,1,,"b""b' ok i can do.'""",,,,,,,,,,,,
libuv,13,closed,closed,2011-04-18 10:19:25,13.35,0,4,1,,,,,,,,,,,,,
libuv,13,closed,4,2011-04-18 07:04:42,14.55,,1,,"b""b' did a force push just then. the actual fixing commit is c3eda7a4daea6036eecaac5f268a6b0f86cb9b82'""",,,,,,,,,,,,
libuv,13,closed,-,-,-,0,5,1,,,,,,,,,,,,,
libuv,16,closed,opened,2011-04-18 15:33:59,,,,,,,,,,,,,,,,,
libuv,16,closed,title,2011-04-18 15:33:59,00:00,,1,,"b""b' MinGW errors and Makefile?'""",,,,,,,,,,,,
libuv,16,closed,body,2011-04-18 15:33:59,00:00,,,1,"b""b' Hello", I was peeking into the project (heard from Rubinius guys at CodeConf) and was trying to build it using mingw-w64 GCC native on Windows. url  It seems there are only two supported builds: Unix Makefile, which depends on libev and Windows solution files for Visual Studio. Attempt to compile locally with it resulted in warnings and failure: url  Considering not everybody will use Visual Studio," perhaps adding a could help others to get started and help out? Thank you.'""",,,,,,,,,
libuv,16,closed,1,2011-04-18 15:33:59,40.57,,,1,"b'b"" The library and test runner now builds without error using MinGW. I didn\'t try with mingw-w64 as I don\'t have that on my machine and I\'m not installing it anytime soon. A makefile for MinGW builds _is_ welcome although it may be a little early to start maintaining that; I think it should be based on the linux makefile and I expect that one to change a lot.""'",,,,,,,,,,,,
libuv,16,closed,2,2011-04-18 15:33:59,5.6,,1,,"b""b' Can you tell me which version of MinGW did work for you? GCC 3.4.5", official build from : url  mingw-w64 in 32bits mode provides better headers, but normally everything should work. I can create a Makefile for it," but first need to get it to compile ;-)'""",,,,,,,,,
libuv,16,closed,3,2011-04-18 15:33:59,3.52,,,1,"b""b' Scratch that"," forgot to pull. Now both 3.4.5 and 4.7.0 experimental compiles perfectly. Will create a makefile and supply in a pull request. Thank you.'""",,,,,,,,,,,
libuv,16,closed,closed,2011-04-18 16:23:40,49.68,0,2,3,,,,,,,,,,,,,
libuv,16,closed,4,2011-04-18 15:33:59,52.98,1,,,"b'b\' I\\\'m changing a bit more because apparently the ""normal"" MinGW sucks.\''",,,,,,,,,,,,
libuv,16,closed,5,2011-04-18 15:33:59,72.05,,1,,"b'b"" can the makefile be the same as the linux one? i\'d like to attempt to setup a cross-compile env here""'",,,,,,,,,,,,
libuv,16,closed,6,2011-04-18 15:33:59,62.38,,1,,"b""b' @ry", yes, it could be the same," but dependencies on libev and files will need to be conditional. Let me think about it a bit more and will send a pull request.'""",,,,,,,,,
libuv,16,closed,7,2011-04-18 15:33:59,1.17,,1,,"b'b"" You\'ll also need to link with libws2_32.a"," and leave out libev.""'",,,,,,,,,,,
libuv,16,closed,reopened,2011-04-18 20:35:20,251.67,1,5,3,,,,,,,,,,,,,
libuv,16,closed,8,2011-04-18 15:33:59,1042.17,,1,,"b'b"" Hello", I was not able to associate a pull request and since my current makefile is incomplete, decided to gist it instead: url  It misses the benchmark tasks because I\'m unable to compile yet: Produces this: url  Also the makefile is able to provide basic cross-compiler support. Either you can compile natively on Windows or cross compile using mingw-w64 builds doing: That will prefix all gcc, ar and others to use the right ones. You can get mingw-w64 automated builds from their SourceForge page," under automated builds targeting Win32. url ""'",,,,,,,,
libuv,16,closed,closed,2011-05-09 14:45:46,1090.43,1,6,3,,,,,,,,,,,,,
libuv,16,closed,-,-,-,1,6,3,,,,,,,,,,,,,
libuv,18,closed,opened,2011-04-18 20:18:41,,,,,,,,,,,,,,,,,
libuv,18,closed,title,2011-04-18 20:18:41,00:00,,1,,"b""b' x-platform error handling'""",,,,,,,,,,,,
libuv,18,closed,body,2011-04-18 20:18:41,00:00,,,1,"b'b"" Need an API for it. Define error constants / strings / ... to unambiguously identify errors in a portable way.Retain the original error code somewhere so the platform\'s strerror / FormatMessage functionality can be used.Do it in a way that integrates nicely with node"," and play nice with other parts of node that also report system errors.""'",,,,,,,,,,,
libuv,18,closed,1,2011-04-18 20:18:41,529.3,1,,,"b'b"" I think we should define our own messages instead of using strerror. We do not need to retain the original code. I\'d like the error codes to be Unix-y"," e.g.  ""'",,,,,,,,,,,
libuv,18,closed,2,2011-04-18 20:18:41,266.33,,1,,"b""b' we will use int only for errors: 111536c9e567a08530516b904c6d7f34d307538a The library needs to have a [one-to-one mapping]url  from the OS error codes into the OIO error codes. This will allow strerror look ups given any _used_ OIO error code.'""",,,,,,,,,,,,
libuv,18,closed,3,2011-04-18 20:18:41,117.82,1,,,"b'b"" I agree that 1 to 1 mappnings would be ideal. The only thing is that windows has this:  So do you want to have OIO_EMFILE1 and OIO_EMFILE2? That sucks. I think it would be better if we left the error number untouched"," and then provide something like: Also maybe we shouldn\'t use int -users will be tempted to make assumptions.  ""'",,,,,,,,,,,
libuv,18,closed,4,2011-04-18 20:18:41,12.97,,1,,"b""b' Or we could not expose error numbers at all. Just use and to obtain a symbolic name and a description for the last error.'""",,,,,,,,,,,,
libuv,18,closed,5,2011-04-18 20:18:41,265.03,,1,,"b'b"" we should wrap the errnos for full control. i guess the mapping can\'t be one-to-one given your example"," but you\'ll still need a way to take OIO_EMFILE and pull it back to one of those two codes.""'",,,,,,,,,,,
libuv,18,closed,6,2011-04-18 20:18:41,14.8,,1,,"b""b' Sure. This is what I mean: we keep the original OS error number somewhere. We expose two apis", one that translates the error number to a cross-platform symbolic name," and another api that lets the os describe the error.'""",,,,,,,,,,
libuv,18,closed,closed,2011-04-19 16:24:56,1206.25,2,5,1,,,,,,,,,,,,,
libuv,18,closed,7,2011-04-18 20:18:41,4.7,,1,,"b""b' my pref would be for a single int. if you want then go ahead.'""",,,,,,,,,,,,
libuv,18,closed,reopened,2011-04-19 16:43:19,18.38,2,6,1,,,,,,,,,,,,,
libuv,18,closed,8,2011-04-18 20:18:41,14.3,,1,,"b'b\' Then that ""single int"" shall be the original OS error number.We provide an API for translating that to a platform independent error. I think the most convenient would be:  \''",,,,,,,,,,,,
libuv,18,closed,9,2011-04-18 20:18:41,5.58,,1,,"b'b"" I want the values of the codes to be cross platform otherwise we\'re leaking platform specific stuff into the program. We should have our own set of error descriptions.  (But obviously having some way of accessing the platform\'s error strings is going to be important for debugging.)  ""'",,,,,,,,,,,,
libuv,18,closed,10,2011-04-18 20:18:41,23.08,1,,,b'b\' Ok, so we could have:  Ok, but bear in mind that windows defines _a lot_ (several thousands) of error codes. So either we\\\'re going to ignore a lot of them, or we\\\'ll add a 100kb or more to the executable. Most of these errors you\\\'ll rarely see if ever," but when you _do_ encounter one and liboio only tells you ""unknown error""", debugging is going to suck bigtime. And it\\\'ll likely affect node users.\'',,,,,,,
libuv,18,closed,11,2011-04-18 20:18:41,324.4,,1,,"b'b"" OK some final details. We agreed that functions return 0 on success and -1 on failure.You want to store errors on a per-handle basis or globally? So would we use oio_last_error() or oio_last_error(handle) to obtain the error. The latter is less convenient but more flexible imho.What to do with callbacks that have an error parameter (currently connect_cb and close_cb). Should \'error\' be the actual error code or just 0|-1? I would vote for the second option.""'",,,,,,,,,,,,
libuv,18,closed,12,2011-04-18 20:18:41,10.92,,1,,"b""b' I think we should follow Windows and do i also vote for second option.'""",,,,,,,,,,,,
libuv,18,closed,closed,2011-04-20 00:47:59,484.67,3,10,1,,,,,,,,,,,,,
libuv,18,closed,-,-,-,3,10,1,,,,,,,,,,,,,
libuv,24,closed,opened,2011-04-19 15:06:29,,,,,,,,,,,,,,,,,
libuv,24,closed,title,2011-04-19 15:06:29,00:00,,1,,"b""b' Windows: allow the user to defer calling oio_accept'""",,,,,,,,,,,,
libuv,24,closed,1,2011-04-19 15:06:29,68.18,,1,,"b""b' it should be failing a test first. see #10.'""",,,,,,,,,,,,
libuv,24,closed,2,2011-04-19 15:06:29,394.2,,1,,"b""b' Test landed in c61b38f'""",,,,,,,,,,,,
libuv,24,closed,closed,2011-04-21 22:48:52,462.38,0,3,0,,,,,,,,,,,,,
libuv,24,closed,reopened,2011-04-21 22:49:01,0.15,0,3,0,,,,,,,,,,,,,
libuv,24,closed,3,2011-04-19 15:06:29,1402.72,,1,,"b""b' Landed in 2b07bc34ce46670bcb94'""",,,,,,,,,,,,
libuv,24,closed,closed,2011-05-04 22:11:35,1402.57,0,4,0,,,,,,,,,,,,,
libuv,24,closed,-,-,-,0,4,0,,,,,,,,,,,,,
libuv,25,closed,opened,2011-04-20 17:25:13,,,,,,,,,,,,,,,,,
libuv,25,closed,title,2011-04-20 17:25:13,00:00,,1,,"b""b' Build in Visual Studio Express 2010'""",,,,,,,,,,,,
libuv,25,closed,body,2011-04-20 17:25:13,00:00,,,1,b'b\' I\\\'ve been able to follow along find in Visual Studio Express 2010. Keeping the Visual Studio Projects at the Express level will make it easier to get new developers involved, since there is no cash requirement beyond the Windows license. With the latest Visual Studio solution file, there is a new feature in use,Solution Items, that is disabled on Visual Studio Express. The code appears to build," but the current branch is not building for other reasons. I\\\'m not sure what ""Solution Items"" are. I\\\'m waiting to see if I can still build in Express. If they are not a big win for other developers", if you were just trying something out, I\\\'m letting you know that it doesn\\\'t work in Express. I\\\'d like to keep this issue around, opened and closed, for general discussion of Visual Studio Express, if we continue to support it. If we don\\\'t, I\\\'d like to at least commit an alternative express compatible build in a subdirectory. If that\\\'s not cool, I suppose I can create a project that sits in a sibling directory.\''
libuv,25,closed,1,2011-04-20 17:25:13,2.5,,1,,"b""b' I agree"," if at all possible we should target Express.'""",,,,,,,,,,,
libuv,25,closed,2,2011-04-20 17:25:13,16.95,,1,,"b'b"" It currently doesn\'t build in express because it doesn\'t build at all.""'",,,,,,,,,,,,
libuv,25,closed,closed,2011-04-20 17:44:40,19.45,0,3,1,,,,,,,,,,,,,
libuv,25,closed,reopened,2011-04-20 17:44:49,0.15,0,3,1,,,,,,,,,,,,,
libuv,25,closed,3,2011-04-20 17:25:13,2.18,,1,,"b'b\' I know. I\\\'m noting that I get a warning message that ""Solution Items"" are not supported. An there is grayed area in the sidebar. I noting this before someone sinks eight hours into the perfect ""Solution Items"" configuration.\''",,,,,,,,,,,,
libuv,25,closed,4,2011-04-20 17:25:13,47.92,,1,,b'b\' VS express 2010 will be supported. If there are problems," you should indeed create a an issue. Wrt. the ""solution items""", it\\\'s just a stale reference. I\\\'ll remove it in a minute.\'',,,,,,,,,,
libuv,25,closed,closed,2011-04-20 18:35:44,50.92,0,5,1,,,,,,,,,,,,,
libuv,25,closed,5,2011-04-20 17:25:13,45.18,,,1,"b'b"" Thank you. If in the future there\'s a new issue"," I\'ll reopen this issue so that we can keep the conversation in one place.""'",,,,,,,,,,,
libuv,25,closed,6,2011-04-20 17:25:13,652.63,1,,,b'b\' I just cloned this," opened up a Visual Studio 2010 Express command prompt and typed """".  It failed to build any of the three projects (main"," test and benchmark) due to inability to find ""stdint.h"" for each. d:\\\\VCS\\\\GIT\\\\libuv-clone\\\\include\\\\uv.h(35): fatal error C1083: Cannot open include tory [D:\\\\VCS\\\\GIT\\\\libuv-clone\\\\]... I can get it to compile by making the following approximate addition in the three respective places", but it is clearly not the correct solution.     \\\'C:/Program Files (x86)/Microsoft Visual Studio 10.0/\\\',   ],\'',,,,,,,
libuv,25,closed,7,2011-04-20 17:25:13,686.93,,1,,b'b\' Okay, this was because it generated VC2008 Express solutions and projects," which do not appear to have ""stdint.h"".  Presumably if I can get it to use 2010 instead", it will just work.\'',,,,,,,,,
libuv,25,closed,8,2011-04-20 17:25:13,937.48,,1,,"b""b' Hi what is the status of this exactly?  I just cloned libuv and gyp generates vs2008 project files for me still. I have both vs2008 ultimate and 2010 ultimate installed. Is there a way to tell gyp to generate vs2010 project files?'""",,,,,,,,,,,,
libuv,25,closed,9,2011-04-20 17:25:13,201.33,,1,,"b""b' I figured out this is a gyp issue. I am posting here for other unfortunate souls who stumble upon the same issue: If multiple versions of Visual Studio are installed", gyp picks 2008 first, then 2005, then 2010 (as of time of this writing): url  To force gyp to generate VS 2010 projects, the easiest way is to set the GYP_MSVS_VERSION environment variable to 2010. url  Cheers,"-Nikolay'""",,,,,,,
libuv,25,closed,10,2011-04-20 17:25:13,1185.73,,,1,"b""b' The Nikolay post was really helpfull"," thanks.For others that stumble on this add this:set GYP_MSVS_VERSION=2010in the first lines of '""",,,,,,,,,,,
libuv,25,closed,11,2011-04-20 17:25:13,1118.33,,1,,"b""b' Fixed on #504'""",,,,,,,,,,,,
libuv,25,closed,-,-,-,1,9,3,,,,,,,,,,,,,
libuv,34,closed,opened,2011-04-27 11:27:23,,,,,,,,,,,,,,,,,
libuv,34,closed,title,2011-04-27 11:27:23,00:00,,1,,"b""b' Distinguish pending and nonpending requests'""",,,,,,,,,,,,
libuv,34,closed,body,2011-04-27 11:27:23,00:00,,1,,"b'b"" As discussed", oio_write, oio_read and oio_connect _might_ complete synchronously. When that happens the request callback will not be made. How do we tell the user that this happened? options: Return 0 on immediate completion, return -1 and set the last error to OIO_PENDING when the request pends. Return 0 on immediate completion, -1 on error, and -2 when the request pends. remarks: Maybe It\'s hard to imagine a situation where a connect completes immediately. However, the windows ConnectEx call I\'m making does not guarantee that the overlapped operation always returns WSA_IO_PENDING. Also it is not unexpected that connecting a pipe / fifo could be done synchronously.Implementations might choose to always report that a request is pending. For example," windows XP always reports completion asynchronously even if a request could be serviced immediately. (on later windowses this behavior can be specified with SetFileCompletionNotificationModes).""'",,,,,
libuv,34,closed,1,2011-04-27 11:27:23,150.47,,1,,"b'b"" also it does not call the callback on immediate completion. I like option one as it\'s more windows-y""'",,,,,,,,,,,,
libuv,34,closed,2,2011-04-27 11:27:23,4.25,,1,,"b'b\' ""When that happens the request callback will not be made."" I think we agreed on beforehand. :-)\''",,,,,,,,,,,,
libuv,34,closed,3,2011-04-27 11:27:23,6.95,,1,,"b""b' How do you get the return value of number of bytes read?'""",,,,,,,,,,,,
libuv,34,closed,4,2011-04-27 11:27:23,2.82,,1,,"b""b' Return it? Use int instead of size_t. Also merge the status and nread arguments for oio_read_cb"," make that an int too. People are not going to  '""",,,,,,,,,,,
libuv,34,closed,5,2011-04-27 11:27:23,2.78,,1,,"b""b' Why  ? Should be  '""",,,,,,,,,,,,
libuv,34,closed,6,2011-04-27 11:27:23,1.33,,1,,"b'b"" Oh yes that\'s okay -I wasn\'t aware of the existence of ssize_t.""'",,,,,,,,,,,,
libuv,34,closed,closed,2011-04-27 14:15:59,168.6,0,8,0,,,,,,,,,,,,,
libuv,34,closed,reopened,2011-04-27 14:16:03,0.07,0,8,0,,,,,,,,,,,,,
libuv,34,closed,7,2011-04-27 11:27:23,472.43,,1,,"b""b' This idea was dropped -all requests will complete async. Closing.'""",,,,,,,,,,,,
libuv,34,closed,closed,2011-05-04 22:08:25,472.37,0,9,0,,,,,,,,,,,,,
libuv,34,closed,-,-,-,0,9,0,,,,,,,,,,,,,
libuv,40,closed,opened,2011-05-17 04:25:23,,,,,,,,,,,,,,,,,
libuv,40,closed,title,2011-05-17 04:25:23,00:00,,1,,"b""b' remove some of these unnecessary status codes and int return values'""",,,,,,,,,,,,
libuv,40,closed,body,2011-05-17 04:25:23,00:00,,1,,"b""b' e.g on the uv_loop_cb what else?'""",,,,,,,,,,,,
libuv,40,closed,1,2011-05-17 04:25:23,505.92,1,,,"b'b"" uv_async_cb has the same useless status code. On windows uv_prepare|check|idle|timer_init can never fail", I don\'t know about unix. On windows ev_timer_start can fail if the btree is in inconsistent state. However I kill the loop if that happens, because it would probably mean that there is a bug in libuv or the user specified a nonexisting handle. We need to think about what checks uv functions do. E.g. do they check if the handle type is correct, do they check if the handle isn\'t closing, do they check if the socket is connected when doing a read," does it check whether a req is improperly reused?""'",,,,,,,
libuv,40,closed,closed,2011-05-17 12:51:18,505.92,1,2,0,,,,,,,,,,,,,
libuv,40,closed,reopened,2011-05-17 12:51:22,0.07,1,2,0,,,,,,,,,,,,,
libuv,40,closed,2,2011-05-17 04:25:23,496.13,,1,,"b""b' #1190 landed"," closing... :-)'""",,,,,,,,,,,
libuv,40,closed,closed,2014-03-17 21:07:26,496.07,1,3,0,,,,,,,,,,,,,
libuv,40,closed,-,-,-,1,3,0,,,,,,,,,,,,,
libuv,71,closed,opened,2011-06-28 12:19:24,,,,,,,,,,,,,,,,,
libuv,71,closed,title,2011-06-28 12:19:24,00:00,,1,,"b""b' src/ and include/ directories'""",,,,,,,,,,,,
libuv,71,closed,body,2011-06-28 12:19:24,00:00,,1,,"b""b' Please reorganize the project tree so that and are in include/ and the source files are in  . Patch should fix build systems on all platforms.'""",,,,,,,,,,,,
libuv,71,closed,1,2011-06-28 12:19:24,4.72,,1,,"b""b' wait until the multiplicity patch is landed.'""",,,,,,,,,,,,
libuv,71,closed,2,2011-06-28 12:19:24,640.22,,1,,"b""b' not waiting for multiplicity. @piscisaureus can you please review url  '""",,,,,,,,,,,,
libuv,71,closed,closed,2011-07-07 00:09:46,710.37,0,4,0,,,,,,,,,,,,,
libuv,71,closed,3,2011-06-28 12:19:24,65.8,,1,,"b""b' also here url '""",,,,,,,,,,,,
libuv,71,closed,reopened,2011-07-07 01:57:46,108.0,0,5,0,,,,,,,,,,,,,
libuv,71,closed,4,2011-06-28 12:19:24,108.0,1,,,"b""b' Sorry this is unreviewable. Can you explain to me what you have done?'""",,,,,,,,,,,,
libuv,71,closed,5,2011-06-28 12:19:24,6.12,,1,,"b'b"" i\'ve moved the public headers into a directory and source code into and updated the  ",  ," and  ""'",,,,,,,,,,
libuv,71,closed,6,2011-06-28 12:19:24,555.93,,1,,"b""b' Okay lgtm.I will make the necessary modifications to the msvc projects.'""",,,,,,,,,,,,
libuv,71,closed,7,2011-06-28 12:19:24,330.27,,1,,"b""b' complete in 81bb15feed871a3f7fc91ce608b378ce0a6f86bc'""",,,,,,,,,,,,
libuv,71,closed,closed,2011-07-07 16:50:28,892.7,1,8,0,,,,,,,,,,,,,
libuv,71,closed,-,-,-,1,8,0,,,,,,,,,,,,,
libuv,109,closed,opened,2011-07-13 16:30:38,,,,,,,,,,,,,,,,,
libuv,109,closed,title,2011-07-13 16:30:38,00:00,,1,,"b'b"" libuv doesn\'t compile on VC++ express""'",,,,,,,,,,,,
libuv,109,closed,body,2011-07-13 16:30:38,00:00,,,1,"b'b"" after ares was added\\xef\\xbc\\x8clibuv doesn\'t compile using VCExpress 2010\\xef\\xbc\\x88WIN32\\xef\\xbc\\x89","message after open sln: C:\\\\Users\\\\meegogo\\\\Desktop\\\\joyent-libuv-9c19391\\\\msvs\\\\ : warning  : Platform \'x64\' referenced in the project file \'libuv\' cannot be found. Please make sure you have it installed under \'%VCTargetsPath%\\\\Platforms\\\\x64\'. C:\\\\Users\\\\meegogo\\\\Desktop\\\\joyent-libuv-9c19391\\\\msvs\\\\libuv: warning  : Platform \'x64\' referenced in the project file \'libuv-test\' cannot be found. Please make sure you have it installed under \'%VCTargetsPath%\\\\Platforms\\\\x64\'. C:\\\\Users\\\\meegogo\\\\Desktop\\\\joyent-libuv-9c19391\\\\msvs\\\\libuv: warning  : Platform \'x64\' referenced in the project file \'libuv-benchmark\' cannot be found. Please make sure you have it installed under \'%VCTargetsPath%\\\\Platforms\\\\x64\'. C:\\\\Users\\\\meegogo\\\\Desktop\\\\joyent-libuv-9c19391\\\\msvs\\\\c: warning  : Platform \'x64\' referenced in the project file \'c-ares\' cannot be found. Please make sure you have it installed under \'%VCTargetsPath%\\\\Platforms\\\\x64\'. error message after trying to build the ""'",,,,,,,,,,,
libuv,109,closed,1,2011-07-13 16:30:38,1305.97,,1,,"b'b\' I solved the ""The project file \\\' \\\' has been renamed or is no longer in the solution"" problem by deleting the included solution file and creating a new one", adding all projects back. The x64 platform warnings can probably be ignored.\'',,,,,,,,,,,
libuv,109,closed,2,2011-07-13 16:30:38,1120.28,,1,,"b'b"" tried","didn\'t work""'",,,,,,,,,,,
libuv,109,closed,closed,2011-08-04 08:56:53,986.25,0,3,1,,,,,,,,,,,,,
libuv,109,closed,reopened,2011-08-04 08:57:00,0.12,0,3,1,,,,,,,,,,,,,
libuv,109,closed,3,2011-07-13 16:30:38,48.07,,1,,"b""b' @meegogo there has been a lot of work on the windows build structure"," could you try again with latest master tree and confirm if this problem is still reproducable?'""",,,,,,,,,,,
libuv,109,closed,closed,2012-03-15 01:56:20,1019.33,0,4,1,,,,,,,,,,,,,
libuv,109,closed,-,-,-,0,4,1,,,,,,,,,,,,,
libuv,160,closed,opened,2011-08-30 09:49:08,,,,,,,,,,,,,,,,,
libuv,160,closed,title,2011-08-30 09:49:08,00:00,,1,,"b""b' Adding the way to set affinity'""",,,,,,,,,,,,
libuv,160,closed,body,2011-08-30 09:49:08,00:00,,1,,"b""b' I would like to add a possibility of  affinity for each spawned process. I want to:extend uv_process_options_t to contain an array(?) of cores to set process affinity to","add functions to  affinity on given process What you think?'""",,,,,,,,,,,
libuv,160,closed,1,2011-08-30 09:49:08,27.58,,1,,"b""b' can you suggest some API?'""",,,,,,,,,,,,
libuv,160,closed,2,2011-08-30 09:49:08,197.05,,1,,"b""b' Extend uv_process_options_t with unsigned long cpu_affinity? int uv_set_affinity(uv_process_t\\\\* process", unsigned long cpu_affinity);int uv_get_affinity(uv_process_t\\\\* process," unsigned long cpu_affinity*); EDIT: Missclicked comment & close.'""",,,,,,,,,,
libuv,160,closed,closed,2011-08-30 13:33:46,224.63,0,4,0,,,,,,,,,,,,,
libuv,160,closed,reopened,2011-08-30 13:33:50,0.07,0,4,0,,,,,,,,,,,,,
