REPOSITORY,ISSUE_ID,STATUS,EVENT,CREATED_AT,TIME DURATION,NEGATIVE,NEUTRAL,POSITIVE,MSG,,,,,,,,,,,,,,,,
gitlabhq,51,closed,7,2011-10-21 10:30:18,7.75,,1,,"b""b' \\xd1\\x8d\\xd1\\x82\\xd0\\xbe \\xd1\\x81 \\xd0\\xba\\xd0\\xb0\\xd0\\xba\\xd0\\xb8\\xd1\\x85 \\xd0\\xbf\\xd0\\xbe\\xd1\\x80 \\xd1\\x8f \\xd1\\x81\\xd1\\x82\\xd0\\xb0\\xd0\\xbb \\xd1\\x82\\xd1\\x80\\xd0\\xbe\\xd0\\xbb\\xd0\\xbb\\xd0\\xb5\\xd0\\xbc \\xd1\\x81 \\xd0\\xa5\\xd0\\xb0\\xd0\\xb1\\xd1\\x80\\xd1\\x8b?) \\xd0\\xbd\\xd0\\xb5 \\xd0\\xb1\\xd1\\x8b\\xd0\\xbb", \\xd0\\xbd\\xd0\\xb5 \\xd0\\xbf\\xd1\\x80\\xd0\\xb8\\xd0\\xb2\\xd0\\xbb\\xd0\\xb5\\xd0\\xba\\xd0\\xb0\\xd0\\xbb\\xd1\\x81\\xd1\\x8f. \\xd1\\x8f \\xd0\\xbf\\xd1\\x80\\xd0\\xbe \\xd1\\x8d\\xd1\\x82\\xd0\\xbe \\xd0\\xb2\\xd0\\xbe\\xd0\\xbe\\xd0\\xb1\\xd1\\x89\\xd0\\xb5-\\xd1\\x82\\xd0\\xbe:\\xd1\\x8f \\xd0\\xbf\\xd1\\x80\\xd0\\xb8 \\xd0\\xb6\\xd0\\xb5\\xd0\\xbb\\xd0\\xb0\\xd0\\xbd\\xd0\\xb8\\xd0\\xb8 \\xd1\\x81\\xd0\\xbc\\xd0\\xb5\\xd1\\x80\\xd0\\xb6\\xd0\\xb8\\xd0\\xbb \\xd0\\xb1\\xd1\\x8b. \\xd0\\xb2\\xd0\\xb8\\xd0\\xb4\\xd0\\xb8\\xd0\\xbc\\xd0\\xbe," \\xd1\\x8f \\xd0\\xbb\\xd1\\x83\\xd1\\x87\\xd1\\x88\\xd0\\xb5 \\xd0\\xb7\\xd0\\xbd\\xd0\\xb0\\xd1\\x8e git?)'""",,,,,,,,,,,,,,
gitlabhq,51,closed,8,2011-10-21 10:30:18,37.78,,1,,"b'b\' @vsizov \\xd0\\xb2\\xd0\\xb0\\xd1\\x88 \\xd1\\x81\\xd1\\x82\\xd0\\xb8\\xd0\\xbb\\xd1\\x8c ""project management"" \\xd0\\xbc\\xd1\\x8f\\xd0\\xb3\\xd0\\xba\\xd0\\xbe \\xd0\\xb3\\xd0\\xbe\\xd0\\xb2\\xd0\\xbe\\xd1\\x80\\xd1\\x8f \\xd1\\x83\\xd0\\xb4\\xd0\\xb8\\xd0\\xb2\\xd0\\xbb\\xd1\\x8f\\xd0\\xb5\\xd1\\x82 -\\xd0\\xb4\\xd0\\xb0 \\xd0\\xbf\\xd1\\x80\\xd0\\xbe\\xd1\\x81\\xd1\\x82\\xd0\\xb8\\xd1\\x82 \\xd0\\xbc\\xd0\\xb5\\xd0\\xbd\\xd1\\x8f GitHub \\xd0\\xb7\\xd0\\xb0 \\xd1\\x80\\xd1\\x83\\xd1\\x81\\xd1\\x81\\xd0\\xba\\xd0\\xb8\\xd0\\xb9 :)\''",,,,,,,,,,,,,,,,
gitlabhq,51,closed,-,-,-,0,9,0,,,,,,,,,,,,,,,,,
gitlabhq,704,closed,opened,2012-04-20 13:16:47,,,,,,,,,,,,,,,,,,,,,
gitlabhq,704,closed,title,2012-04-20 13:16:47,00:00,,,1,"b""b' Rescue from CharlockHolmes failures.'""",,,,,,,,,,,,,,,,
gitlabhq,704,closed,body,2012-04-20 13:16:47,00:00,,1,,"b""b' A workaround to keep GitLab working if CharlockHolmes failes.'""",,,,,,,,,,,,,,,,
gitlabhq,704,closed,1,2012-04-20 13:16:47,51.7,,1,,"b""b' As far as I can see"," the exception is raised by this code: How should this be catched?  ? That is not really CharlockHolmes specific.'""",,,,,,,,,,,,,,,
gitlabhq,704,closed,2,2012-04-20 13:16:47,22.02,,1,,"b""b' i thought there is an exception class'""",,,,,,,,,,,,,,,,
gitlabhq,704,closed,3,2012-04-20 13:16:47,11.77,,1,,"b""b' Well"," this is the best way that I can think of to capture only the CharlockHolmes error.'""",,,,,,,,,,,,,,,
gitlabhq,704,closed,4,2012-04-20 13:16:47,252.03,,1,,"b'b"" That\'s not much better. Just put the  block around the call to CharlockHolmes.""'",,,,,,,,,,,,,,,,
gitlabhq,704,closed,5,2012-04-20 13:16:47,792.0,,1,,"b""b' +1 for what @arthurschreiber said. '""",,,,,,,,,,,,,,,,
gitlabhq,704,closed,6,2012-04-20 13:16:47,56.58,,1,,"b""b' Is this version better?'""",,,,,,,,,,,,,,,,
gitlabhq,704,closed,closed,2012-04-23 14:00:51,44.07,0,7,1,,,,,,,,,,,,,,,,,
gitlabhq,704,closed,7,2012-04-20 13:16:47,43.95,,,1,"b""b'   would be nicer in my opinion. Also"," setting hash to instead of allows you to change the condition to just:  '""",,,,,,,,,,,,,,,
gitlabhq,704,closed,reopened,2012-04-24 10:39:11,1238.33,0,7,2,,,,,,,,,,,,,,,,,
gitlabhq,704,closed,closed,2012-04-24 10:43:03,3.87,0,7,2,,,,,,,,,,,,,,,,,
gitlabhq,704,closed,reopened,2012-04-24 10:47:20,4.28,0,7,2,,,,,,,,,,,,,,,,,
gitlabhq,704,closed,8,2012-04-20 13:16:47,67.33,,1,,"b""b' Thank you @arthurschreiber for this suggestion! And sorry for the close-reopen-close-reopening... GitHub was adding multiple other commits to this pull request"," so I needed to fix that as well :('""",,,,,,,,,,,,,,,
gitlabhq,704,closed,closed,2012-04-24 10:55:03,7.72,0,8,2,,,,,,,,,,,,,,,,,
gitlabhq,704,closed,9,2012-04-20 13:16:47,30.72,1,,,"b'b"" Do you have a simplified test case for this failure? If you do"," we should better submit this to charlockholmes and even better provide a fix on their side. It\'s not good style to clutter the gitlab code with fixes for badly behaving libraries.""'",,,,,,,,,,,,,,,
gitlabhq,704,closed,10,2012-04-20 13:16:47,41.38,,,1,"b""b' I agree with @arthurschreiber. This patch is a temporary solution and not a good one'""",,,,,,,,,,,,,,,,
gitlabhq,704,closed,11,2012-04-20 13:16:47,107.77,1,,,"b'b\' I have not been able to reproduce the error after I fixed it using the method described in my last post in #679. My best guess is that libicu was updated after the gem was installed and that this caused it to misbehave? I agree that is is not good style to ""clutter the code"" with this kind of fixes. But ...The problem is that from the exception in the log"," it does not become clear that CharlockHolmes actually causes the error -CharlockHolmes should raise a specific CharlockHolmes exception instead of a StandardError.Just re-installing the CharlockHolmes gem does not solve the problem.Most likely  will already be encoded in UTF-8. So either we should ""cope"" with the error like currently in this patch", or maybe better, raise an specific exception stating that the error is caused by CharlockHolmes and an URL how to fix it, or maybe even better, have CharlockHolmes itself raise a specific exception.\'',,,,,,,,,,,
gitlabhq,704,closed,12,2012-04-20 13:16:47,121.15,,1,,"b""b' +1 for specific exception. Maybe fork it & patch'""",,,,,,,,,,,,,,,,
gitlabhq,704,closed,-,-,-,2,9,3,,,,,,,,,,,,,,,,,
gitlabhq,891,closed,opened,2012-06-03 22:40:13,,,,,,,,,,,,,,,,,,,,,
gitlabhq,891,closed,title,2012-06-03 22:40:13,00:00,,1,,"b""b' Remove trailing whitespaces and trailing lines'""",,,,,,,,,,,,,,,,
gitlabhq,891,closed,1,2012-06-03 22:40:13,972.32,,1,,"b""b' url Is it your hobby?my answer: url '""",,,,,,,,,,,,,,,,
gitlabhq,891,closed,closed,2012-06-04 14:52:32,972.32,0,2,0,,,,,,,,,,,,,,,,,
gitlabhq,891,closed,2,2012-06-03 22:40:13,75.68,,,1,"b'b"" It seems that now would not hurt to clean up the files before the next release.Gitlab has only 5 requests hanging so far. And it\'s easy to resolve couple of conflicting files", if they occur. Anyway," thanks for feedback.""'",,,,,,,,,,,,,,
gitlabhq,891,closed,reopened,2012-06-04 16:15:04,82.53,0,2,1,,,,,,,,,,,,,,,,,
gitlabhq,891,closed,closed,2012-06-04 16:15:49,0.75,0,2,1,,,,,,,,,,,,,,,,,
gitlabhq,891,closed,3,2012-06-03 22:40:13,10.97,,1,,"b""b' merged.'""",,,,,,,,,,,,,,,,
gitlabhq,891,closed,4,2012-06-03 22:40:13,17.3,1,,,"b'b"" very strange"," seems github didn\'t detect merge commit.""'",,,,,,,,,,,,,,,
gitlabhq,891,closed,5,2012-06-03 22:40:13,201.37,,1,,"b""b' There is a rake task for that url  :scissors:'""",,,,,,,,,,,,,,,,
gitlabhq,891,closed,6,2012-06-03 22:40:13,220.7,,,1,"b""b' Thanks! I think @avakarev did it not manually. ;)'""",,,,,,,,,,,,,,,,
gitlabhq,891,closed,-,-,-,1,4,2,,,,,,,,,,,,,,,,,
gitlabhq,1129,closed,opened,2012-07-22 12:51:17,,,,,,,,,,,,,,,,,,,,,
gitlabhq,1129,closed,title,2012-07-22 12:51:17,00:00,,1,,"b""b' Potential solution for current issues.'""",,,,,,,,,,,,,,,,
gitlabhq,1129,closed,body,2012-07-22 12:51:17,00:00,,1,,"b'b"" Modified the and rake tasks to properly dump and restore repositories based on their rather than their (project)  . The project name can be uppercase and may contain spaces. This caused the repository to be restored as a different that it was initially created as", thus, breaking the and the web interface can no longer detect the repository either because it searches by and not by  . Also, when restoring the permissions are incorrect making it impossible to push new commits to the remote repository. So now on success it\'ll set the correct permissions (but requires that the user has privileges," or this task must be executed as root).""'",,,,,,,,,,,,
gitlabhq,1129,closed,1,2012-07-22 12:51:17,338.15,,1,,"b""b' @moregeek assgined to you. Accept or close after your advice'""",,,,,,,,,,,,,,,,
gitlabhq,1129,closed,2,2012-07-22 12:51:17,188.13,,1,,"b'b"" @moregeek I will update it. However", there is seriously something wrong with the restore functionality in general. If you have time, could you please check it out? My shell knowledge isn\'t exactly at the highest level and I simply cannot figure it out. This pull request does solve some definite issues, however it doesn\'t fully fix the restore functionality. For example, what you could try is:1. Create a dump using the backup_create rake task2. Try to restore it, sometimes the repository randomly fails to restore, why?3. After restoring, various things no longer work, like: sometimes I cannot add / remove SSH keys anymore (even after fixing permissions) sometimes I cannot  repositories sometimes it adds the projects to the database, but then it doesn\'t actually create a physical git repository at which is normally does before you try to restore. When I somehow, after tinkering with it for a while, manage to get the creation of repositories operational and I try to push code to it," I get errors like  my_email@gmail_com_48712329 rm -rf //* ""'",,,,
gitlabhq,1129,closed,3,2012-07-22 12:51:17,7.37,,1,,"b""b' @moregeek ah btw"," did you want me to replace: with: in the pull request?'""",,,,,,,,,,,,,,,
gitlabhq,1129,closed,4,2012-07-22 12:51:17,1195.58,,1,,"b""b' ^^ right :)'""",,,,,,,,,,,,,,,,
gitlabhq,1129,closed,closed,2012-07-26 19:33:23,402.1,0,6,0,,,,,,,,,,,,,,,,,
gitlabhq,1129,closed,5,2012-07-22 12:51:17,114.75,,1,,"b""b' url  opened a new pull request that contains a single fixed commit with the above changes.'""",,,,,,,,,,,,,,,,
gitlabhq,1129,closed,6,2012-07-22 12:51:17,0.63,1,,,"b'b"" Oh"," I didn\'t realize that GitHub would update my master branch in this pull request even though I force overwrote it. My bad.""'",,,,,,,,,,,,,,,
gitlabhq,1129,closed,7,2012-07-22 12:51:17,0.47,,1,,"b'b"" I\'ll re-open this one and close the other.""'",,,,,,,,,,,,,,,,
gitlabhq,1129,closed,reopened,2012-07-26 19:36:24,3.02,1,8,0,,,,,,,,,,,,,,,,,
gitlabhq,1129,closed,8,2012-07-22 12:51:17,635.23,,1,,"b'b"" I\'ll accept this. But one more fix should be done post-receive hook should be owned by gitlab user"," not git. url ""'",,,,,,,,,,,,,,,
gitlabhq,1129,closed,closed,2012-07-27 06:11:46,635.37,1,9,0,,,,,,,,,,,,,,,,,
gitlabhq,1129,closed,-,-,-,1,9,0,,,,,,,,,,,,,,,,,
gitlabhq,1144,closed,opened,2012-07-25 19:25:33,,,,,,,,,,,,,,,,,,,,,
gitlabhq,1144,closed,title,2012-07-25 19:25:33,00:00,,1,,"b""b' Break up links with nested formating (rebased)'""",,,,,,,,,,,,,,,,
gitlabhq,1144,closed,body,2012-07-25 19:25:33,00:00,,1,,"b'b\' Breaks up ""block links"" to be simpler and contain less ""structure"" (i.e. HTML) so that the structure is outside and the links encapsulate only the text. Rebased #1130.This is also in preparation for changes regarding #527.\''",,,,,,,,,,,,,,,,
gitlabhq,1144,closed,closed,2012-07-25 19:32:18,6.75,0,2,0,,,,,,,,,,,,,,,,,
gitlabhq,1144,closed,reopened,2012-07-25 20:05:19,33.02,0,2,0,,,,,,,,,,,,,,,,,
gitlabhq,1144,closed,1,2012-07-25 19:25:33,769.8,,1,,"b""b' screenshots'""",,,,,,,,,,,,,,,,
gitlabhq,1144,closed,2,2012-07-25 19:25:33,115.27,,1,,"b""b' @vsizov politeness"," maybe?'""",,,,,,,,,,,,,,,
gitlabhq,1144,closed,3,2012-07-25 19:25:33,142.57,,1,,"b""b' It looks absolutely te same.The only noticable changes are: links are only text or buttons. i.e. clicking in the _empty area_ in the commits or issues lists will not trigger the link any more.'""",,,,,,,,,,,,,,,,
gitlabhq,1144,closed,4,2012-07-25 19:25:33,34.62,,1,,"b""b' @superbobry What do you want? You always try to talk back. How much work do you do for this project? I spent on this project 1 year from my life. What about you? I try to optimize my time and spend it time for gitlabhq. Next my answer will be rough.'""",,,,,,,,,,,,,,,,
gitlabhq,1144,closed,5,2012-07-25 19:25:33,10.18,,1,,"b'b"" @vsizov Frankly", I don\'t see a connection between optimizing time and disrespecting your users," so I\'m not sure if your answer explains any of the **rude** comments you guys post regularly on the issue tracker.""'",,,,,,,,,,,,,,
gitlabhq,1144,closed,6,2012-07-25 19:25:33,6.03,1,,,"b'b"" @vsizov you can also try to visit him in person and beat the shit out of him. I\'m quite sure that this would make everyone\'s life better.""'",,,,,,,,,,,,,,,,
gitlabhq,1144,closed,7,2012-07-25 19:25:33,1042.1,1,,,"b""b' @superbobry Seems like you try to provoke a gitlab team. Why?'""",,,,,,,,,,,,,,,,
gitlabhq,1144,closed,8,2012-07-25 19:25:33,594.33,,,1,"b""b' now thst we are calm again ... can we come back to the MR at hand? ;)'""",,,,,,,,,,,,,,,,
gitlabhq,1144,closed,9,2012-07-25 19:25:33,0.78,,1,,"b""b' I repeat: It looks absolutely te same. The only noticable changes are: links will only be text or buttons. i.e. clicking in the empty area in the commits or issues lists will not trigger the link any more.'""",,,,,,,,,,,,,,,,
gitlabhq,1144,closed,closed,2012-07-27 20:48:06,42.78,2,8,1,,,,,,,,,,,,,,,,,
gitlabhq,1144,closed,10,2012-07-25 19:25:33,263.7,,1,,"b""b' btw Its not absolutely the same. Already pushed one fix & need 2 more'""",,,,,,,,,,,,,,,,
gitlabhq,1144,closed,11,2012-07-25 19:25:33,287.43,,1,,"b""b' Anyway its a step forward ;)'""",,,,,,,,,,,,,,,,
gitlabhq,1144,closed,-,-,-,2,10,1,,,,,,,,,,,,,,,,,
gitlabhq,1248,closed,opened,2012-08-17 13:43:09,,,,,,,,,,,,,,,,,,,,,
gitlabhq,1248,closed,title,2012-08-17 13:43:09,00:00,,1,,"b""b' Omniauth Support '""",,,,,,,,,,,,,,,,
gitlabhq,1248,closed,body,2012-08-17 13:43:09,00:00,,,1,"b'b"" Hey guys.  First of all", thanks for the great app! I added Omniauth support for Google-OAuth2, Twitter and GIthub to gitlab. It works like that:A user can choose between pre-configured omniauth providers to login along with his . This can be found in the \'Authentications\' (the former \'Password\') tab.  Configuration is done in , including app_id and app_secret for each provider. The list of providers can easily be expanded by adding the needed gems to the Gemfile and providing a corresponding logo. The current logos were taken from url  Omniauth can also be disabled in , which is the current default setting. I tried to integrate all the new functionality as good as possible into existing views. Please," tell me what you think!""'",,,,,,,,,,,
gitlabhq,1248,closed,1,2012-08-17 13:43:09,8.18,,1,,"b""b' This pull request [fails]url  (merged a64aff2f into 4ce034ca).'""",,,,,,,,,,,,,,,,
gitlabhq,1248,closed,2,2012-08-17 13:43:09,58.8,,1,,"b""b' This pull request [passes]url  (merged c5ae1549 into 4ce034ca).'""",,,,,,,,,,,,,,,,
gitlabhq,1248,closed,3,2012-08-17 13:43:09,108.13,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,
gitlabhq,1248,closed,4,2012-08-17 13:43:09,254.85,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,
gitlabhq,1248,closed,5,2012-08-17 13:43:09,533.9,,,1,"b'b"" @funglaub thank you! We\'ll review it after release. ""'",,,,,,,,,,,,,,,,
gitlabhq,1248,closed,6,2012-08-17 13:43:09,781.02,,1,,"b'b"" Only minor updates required to merge with current master. @funglaub I recommend putting your changes on a branch in your repo", rather than master," so that your repo won\'t be out of sync with upstream.""'",,,,,,,,,,,,,,
gitlabhq,1248,closed,7,2012-08-17 13:43:09,1075.08,,1,,"b""b' :hammer: :thumbsup:'""",,,,,,,,,,,,,,,,
gitlabhq,1248,closed,8,2012-08-17 13:43:09,51.63,,1,,"b""b' This pull request [passes]url  (merged 48443d20 into 6d4ae75f).'""",,,,,,,,,,,,,,,,
gitlabhq,1248,closed,9,2012-08-17 13:43:09,10.95,1,,,"b'b"" @sodabrew Yes", I will definitely in the future ;) I\'m afraid, I can\'t do this currently without destroying the pull request? For now," all merge issues should be gone. ""'",,,,,,,,,,,,,
gitlabhq,1248,closed,10,2012-08-17 13:43:09,4.25,,1,,"b""b' This pull request [passes]url  (merged 36ffdf36 into 6d4ae75f).'""",,,,,,,,,,,,,,,,
gitlabhq,1248,closed,11,2012-08-17 13:43:09,299.03,1,,,"b""b' If I enable Omniauth does it means anyone with twitter account (ex.) can signin into application without having an account in gitlab?Or its just sign in and you wont access app unless you already have an account. Sorry if i miss something. Just ask for a lil explain :)'""",,,,,,,,,,,,,,,,
gitlabhq,1248,closed,12,2012-08-17 13:43:09,620.15,,1,,"b'b\' Only the admin can create accounts. Users can switch to omniauth in theirsettings panel then if they wish.Am 27.08.2012 20:49 schrieb ""Dmitriy Zaporozhets"" <notifications@\''",,,,,,,,,,,,,,,,
gitlabhq,1248,closed,13,2012-08-17 13:43:09,14.23,,1,,"b'b"" (Oh? Could you provide automatic accounts for any user who logs in for the first time via auth? I\'d like to provide single-sign-on from Google Apps at my site.)""'",,,,,,,,,,,,,,,,
gitlabhq,1248,closed,14,2012-08-17 13:43:09,23.37,,,1,"b'b"" @funglaub thank you for explain. I\'ll play with this PR soon :)""'",,,,,,,,,,,,,,,,
gitlabhq,1248,closed,15,2012-08-17 13:43:09,5.97,,,1,"b'b"" @sodabrew Yes", that\'s possible. I\'ll see what I can do. Such an option should probably be configurable in  ," I suppose? @randx You\'re welcome.""'",,,,,,,,,,,,,,
gitlabhq,1248,closed,16,2012-08-17 13:43:09,64.22,,1,,b'b\' @sodabrew, I think to enable atomatic accounts," the users should be in ""Blocked"" state initially"," until the admin verify that the logged user is valid one and later Unblock the user manually from this link ""url "". I think this will be a new Feature request.\''",,,,,,,,,,,,,
gitlabhq,1248,closed,17,2012-08-17 13:43:09,7.42,,,1,"b'b"" @kirantpatil Good point to put users into \'blocked\' state. I\'m on it.""'",,,,,,,,,,,,,,,,
gitlabhq,1248,closed,18,2012-08-17 13:43:09,5.73,,,1,"b'b"" @kirantpatil I need users who have authenticated from the external source to immediately and directly be able to interact with GitLab. I can see having a blocked state be a nice feature for some sites", but it\'s a non-feature for my use case. @funglaub I could see being configurable to do one of 1) external authentication allowed for exiting users (the @funglaub case), 2) creates a new user in blocked state (the @kirantpatil case)," or 3) creates a new user in fully-enabled state (the @sodabrew case). Cheers!""'",,,,,,,,,,,,,
gitlabhq,1248,closed,closed,2012-08-30 07:39:55,1076.77,2,12,6,,,,,,,,,,,,,,,,,
gitlabhq,1248,closed,reopened,2012-08-30 07:39:58,0.05,2,12,6,,,,,,,,,,,,,,,,,
