REPOSITORY,ISSUE_ID,STATUS,EVENT,CREATED_AT,TIME DURATION,NEGATIVE,NEUTRAL,POSITIVE,MSG,,,,,,,
http-parser,197,closed,3,2014-10-10 20:02:40,4.47,,1,,"b'b"" Well", this is kind of obvious stuff. You should not ever pass NULL pointer to it, so there should be no check in it. If you have passed the NULL as the pointer it is a terrible error and a fatal condition. Crashing on it is totally reasonable. Sorry, but considering the problem itself, I don\'t think that it is worth adding an assert here. Thank you for posting a PR," though!""'",,
http-parser,197,closed,closed,2014-10-10 20:57:56,54.57,1,3,1,,,,,,,,
http-parser,197,closed,-,-,-,1,3,1,,,,,,,,
http-parser,230,closed,opened,2015-04-16 04:18:09,,,,,,,,,,,,
http-parser,230,closed,title,2015-04-16 04:18:09,00:00,,1,,"b""b' Violating Access Everytime the Code Executes'""",,,,,,,
http-parser,230,closed,body,2015-04-16 04:18:09,00:00,,,1,"b""b'  Everytime I use the parser to parse HTTP Requests"," the violation above occurs! My Code: Why is it happening? Am I doing something wrong?'""",,,,,,
http-parser,230,closed,1,2015-04-16 04:18:09,5.58,,1,,"b""b' You did not initialize the http_parser_settings struct. If you add something likememset(&s",0, sizeof(s));before the http_parser_execute," then it will likely not crash.'""",,,,
http-parser,230,closed,closed,2015-04-16 05:12:29,54.33,0,2,1,,,,,,,,
http-parser,230,closed,2,2015-04-16 04:18:09,50.18,1,,,"b""b' @clifffrey I used the code and the line where the exception occurs has changed but it is still happening.(Closed the issue by mistake)'""",,,,,,,
http-parser,230,closed,reopened,2015-04-16 05:13:55,1.43,1,2,1,,,,,,,,
http-parser,230,closed,3,2015-04-16 04:18:09,112.73,,1,,"b""b' recvbuf is not null terminated (this is probably why you get an error) and you must save how much was read by recv() and pass that to _execute char recvbuf[DEFAULT_BUFLEN];int bytes_read = recv(ClientSocket", recvbuf, DEFAULT_BUFLEN, 0);http_parser_settings s;http_parser_init(&parser, HTTP_REQUEST);http_parser_execute(&parser, &s, recvbuf," bytes_read);'"""
http-parser,230,closed,4,2015-04-16 04:18:09,12.13,,1,,"b""b' @leakim is there a way I can add null termination to  '""",,,,,,,
http-parser,230,closed,5,2015-04-16 04:18:09,76.67,,1,,"b""b' @leakim I used: But I am still getting a Access Violation Exception. If you have any code that uses the parser can you post an excerpt of it?'""",,,,,,,
http-parser,230,closed,6,2015-04-16 04:18:09,409.97,,1,,"b'b"" Your example code is still not running memset on the http_parser_settings structure. In your code", you are running memset on recvbuf (which doesn\'t need it), instead of running it on the http_parser_settings structure.In addition, by running memset on recvbuf, you are overwriting all of the data that the recv() call returned," which seems unlikely to be what you want.""'",,
http-parser,230,closed,7,2015-04-16 04:18:09,169.35,,1,,"b'b"" @clifffrey oh", you are right," I didn\'t notice.""'",,,,,
http-parser,230,closed,8,2015-04-16 04:18:09,882.15,,1,,"b""b' Closing the issue?'""",,,,,,,
http-parser,230,closed,9,2015-04-16 04:18:09,0.07,,1,,"b""b' Closing the issue?'""",,,,,,,
http-parser,230,closed,closed,2015-04-21 08:57:00,223.08,1,9,1,,,,,,,,
http-parser,230,closed,-,-,-,1,9,1,,,,,,,,
http-parser,368,closed,opened,2017-05-24 07:06:55,,,,,,,,,,,,
http-parser,368,closed,title,2017-05-24 07:06:55,00:00,,1,,"b""b' add: parse query_string and fragment'""",,,,,,,
http-parser,368,closed,closed,2017-05-24 07:13:35,6.67,0,1,0,,,,,,,,
http-parser,368,closed,1,2017-05-24 07:06:55,12.37,,1,,"b""b' add: parse query string and fragment for http request'""",,,,,,,
http-parser,368,closed,reopened,2017-05-24 07:19:17,5.7,0,2,0,,,,,,,,
http-parser,368,closed,2,2017-05-24 07:06:55,115.9,,,1,"b'b"" Thanks"," but as this changes the ABI (it makes bigger) we cannot land this until the next major version and that probably won\'t happen for a long time.  Does work for you in the interim?""'",,,,,,
http-parser,368,closed,3,2017-05-24 07:06:55,1031.78,,,1,"b'b"" I just made this changes for my project and didn\'t consider that aspect. Maybe"," I should use alternative method to deal with query parameters. Thanks.""'",,,,,,
http-parser,368,closed,closed,2017-05-25 02:26:58,1147.68,0,2,2,,,,,,,,
http-parser,368,closed,-,-,-,0,2,2,,,,,,,,
http-parser,476,closed,opened,2019-04-28 04:13:48,,,,,,,,,,,,
http-parser,476,closed,title,2019-04-28 04:13:48,00:00,1,,,"b""b' Error handling: how to get specific error messages?'""",,,,,,,
http-parser,476,closed,body,2019-04-28 04:13:48,00:00,1,,,"b""b' I found the basic error handling in  :   But how can I get more specific error messages?  Something like  error message.'""",,,,,,,
http-parser,476,closed,1,2019-04-28 04:13:48,28.35,,1,,"b""b' try: '""",,,,,,,
http-parser,476,closed,closed,2019-04-28 06:59:50,166.03,2,1,0,,,,,,,,
http-parser,476,closed,reopened,2019-04-28 12:43:58,344.13,2,1,0,,,,,,,,
http-parser,476,closed,2,2019-04-28 04:13:48,483.88,1,,,"b""b'  @ploxiln Sorry", I have another question.  Is always be set when an error occurred?? I mean," will be set when  ?'""",,,,,
http-parser,476,closed,3,2019-04-28 04:13:48,438.65,,1,,"b""b' yes'""",,,,,,,
http-parser,476,closed,4,2019-04-28 04:13:48,2.07,,1,,"b""b' to be sure you can check  '""",,,,,,,
http-parser,476,closed,5,2019-04-28 04:13:48,387.13,,,1,"b""b'  thx!'""",,,,,,,
http-parser,476,closed,closed,2019-04-30 02:33:56,829.97,3,3,1,,,,,,,,
http-parser,476,closed,-,-,-,3,3,1,,,,,,,,
