REPOSITORY,ISSUE_ID,STATUS,EVENT,CREATED_AT,TIME DURATION,NEGATIVE,NEUTRAL,POSITIVE,MSG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flask,239,closed,opened,2011-06-01 16:16:36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flask,239,closed,title,2011-06-01 16:16:36,00:00,,1,,"b""b' added an argument to jsonify : status code'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flask,239,closed,body,2011-06-01 16:16:36,00:00,,,1,"b'b"" Hi"," Here\'s the thing :the first commit only passes the status argument to the Response base class.the second one updated the tests. Thanks for this great microframework !""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flask,239,closed,1,2011-06-01 16:16:36,10.47,,,1,"b'b"" An interesting idea.  This causes jsonify to require an additional argument with no default", and imo we\'d want a 200 default.  Moving status to a keyword argument would prevent  a  with \'status\' as key.  We could use _status as the keyword, just like url_for\'s _external argument.  Armin and others," what do you think? -Ron""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,
flask,266,closed,10,2011-06-28 21:50:58,3.47,,,1,"b'b"" It is not a bug per se. But it does depend a lot on how your application is structured whether it is useful or not in my opinon it\'s not useful in most cases and having the blueprint name automatically included in the template folder would make sense. Luckily you can easily implement this for yourself in an even more flexible way than just using the blueprint name. You can find an example [here]url  (the code). (I wouldn\'t mind to have an option for this in Flask itself"," since that way IDEs like PyCharm would be likely to support it instead of not being able to show me a link to edit the template a view function is rendering)""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flask,266,closed,11,2011-06-28 21:50:58,283.38,,1,,"b'b"" I\'m running into the same issue as url  It makes sense to be able to override a blueprint\'s template in the main template folder", but rendering another blueprint\'s template due to the template search path order seems buggy to me. Using the facebook example from url If I were to render my templates in the blueprint using  ," then how would I override that template in the root templates folder?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flask,266,closed,12,2011-06-28 21:50:58,8.98,,1,,"b'b"" I just ran into this issue today not the documentation issue posted by OP", but the one referred to in the stackoverflow question linked to above, and discussed later on in these comments. I agree with @Trii overriding a blueprint\'s template from below it on the tree makes sense, but it seems wrong that templates from different blueprints conflict with each other. When you\'re loading a template with from within a blueprint, why would the other blueprints\' folder be included from the search path? Is it _useful_ to be able to override a blueprint\'s templates from another blueprint? Reading and thinking more, I think I\'ve figured out how it works: there is a global namespace for templates, and each blueprint\'s templates folder is at the root of that namespace. It\'s a simple system, which is nice, but it means that if you want to have your templates in their own namespace, you have to put them in a subfolder whose name is unique to the blueprint. In practice you use the name of the blueprint. I guess that\'s not _that_ bad  the structure of most ruby gems are like this, for example, with being in the file  . If your are creating a blueprint named  , you only have to move your templates one folder deeper, from to  . For the cases that I\'ve run into so far, it would be more intuitive to have files in just be **assumed** to be in their own namespace already. But it\'s not too big a deal. The bigger issue is that, in order to refer to a template for your blueprint under this system, you have to use the template\'s global name (  in this case). This means a lot of repetition of the blueprint name in files inside the blueprint, from calls in python," to and tags in jinja. It would be nice if we could avoid all that repetition.""'",,,,,,,,,,,,,
flask,266,closed,closed,2016-06-04 06:25:27,736.17,2,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flask,266,closed,-,-,-,2,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flask,286,closed,opened,2011-07-26 01:35:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flask,286,closed,title,2011-07-26 01:35:13,00:00,,1,,"b'b"" AttributeError: type object \'EventsCodes\' has no attribute \'IN_DELETE_SELF\'""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flask,286,closed,body,2011-07-26 01:35:13,00:00,1,,,"b'b\' It only happens when I try to enable debugging but this is the traceback I get Traceback (most recent call last):  File """"", line 33," in   main()  File """"", line 30," in main  (host=\\\'0.0.0.0\\\')  File ""/-""", line 553, in run  return run_simple(host, port, self," **options)  File ""/-""", line 609, in run_simple  run_with_reloader(inner, extra_files," reloader_interval)  File ""/-""", line 528, in run_with_reloader  reloader_loop(extra_files," interval)  File ""/-""", line 436, in reloader_loop  reloader(fnames," interval=interval)  File ""/-""", line 464, in _reloader_inotify  mask = reduce(lambda m, a: m | getattr(EventsCodes, a), mask," 0)  File ""/-""", line 464, in   mask = reduce(lambda m, a: m | getattr(EventsCodes, a), mask, 0)AttributeError: type object \\\'EventsCodes\\\' has no attribute \\\'IN_DELETE_SELF\\\'\''
flask,286,closed,1,2011-07-26 01:35:13,10.33,,1,,"b""b' Forgot to mention this is on flask 0.7.2'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flask,286,closed,closed,2011-07-26 01:45:33,10.33,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flask,286,closed,reopened,2011-07-26 01:45:35,0.03,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flask,286,closed,2,2011-07-26 01:35:13,502.78,,1,,"b""b' This is a werkzeug bug and fixed in the development version.  I will push out a point release momentarily.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flask,286,closed,closed,2011-07-26 10:08:20,502.75,1,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flask,286,closed,-,-,-,1,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flask,289,open,opened,2011-07-30 08:39:56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flask,289,open,title,2011-07-30 08:39:56,00:00,,1,,"b""b' Blueprints and Extensions and SQLAlchemy'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flask,289,open,body,2011-07-30 08:39:56,00:00,1,,,"b'b"" We do not encourage people to create more than one database connection and to connect to databases in arbitrary extensions. The obvious exception are extensions whose sole purpose is to connect to databases. Dependency resolving is done by the developer. Eg: The problem comes with blueprints. If SomethingElse wants to define models it has to do that at a local scope where it has the reference to the db. Assuming it provides blueprints"," how does the blueprint\'s views and other code get to the models? The sad truth is that if you make up blueprints on the fly the views in that blueprint don\'t know how to reference it.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flask,289,open,1,2011-07-30 08:39:56,236.32,,1,,"b'b"" It depends from the use case. I have following assumptions:1. Application might want to access blueprint models2. There can be more than one instance of the blueprint", so there can be multiple instances of the same model mapped to different or same database table(s) (using prefixed table name, etc)3. Blueprints don\'t know how they\'re going to be used in the application all parameters are passed in object creation time4. Which brings to the point blueprints should always dynamicly create their models based on the input parameters to the constructor For #1," snippet can look like: ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,
flask,289,open,2,2011-07-30 08:39:56,275.17,,1,,"b'b"" I came across this issue with my bugLink project url  where the basic app knows about the relationship changeset  issue", and extensions to the app should provide release  build  changeset (  issue). My understanding of this is that Blueprint are intended to extend the views. If you need to extend the model, you need to define something like a YellowPrint. As the model is highly coupled with the controller," YellowPrint could also have some mechanism in place to extend your controller. But there is no point in extending the controller if you don\'t make use of the extension provided. Here we come back to the views. Which brings us to the GreenPrint if you need to extend the views and the model.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,
flask,289,open,3,2011-07-30 08:39:56,1411.37,,1,,"b'b"" I don\'t know if this is exactly the situation you are describing"," but I have something that looks like this in Flask-Restless. Check out url ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flask,289,open,4,2011-07-30 08:39:56,1339.97,,,1,"b""b' Nice work!'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flask,289,open,5,2011-07-30 08:39:56,746.35,,,1,"b'b"" There are a few solutions I\'ve seen", depending on the use case:Inject dependencies and explicitly generate the views.  This use is a good use case for class based views.  During  , the extension generates the models and passes them to  .  This is similar to what @jfinkels mentions.Provide abstract bases for the models, and expect the user to subclass them and use callbacks to set proxies.  Flask-Login does this with  ,  , and  .  This is useful when Set properties on the extension instance, then pull them from in views.  I don\'t have an example off the top of my head," but this is a similar concept to Flask-Login\'s  . I\'ll work on some short examples for each of these solutions to add to the docs on extensions.""'",,,,,,,,,,,,,,,,,,,,,,,,
flask,289,open,6,2011-07-30 08:39:56,1122.22,,1,,"b""b' Closing as this issue is OLD.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flask,289,open,closed,2017-05-25 22:11:19,811.38,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flask,289,open,reopened,2017-05-25 22:11:48,0.48,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flask,289,open,7,2011-07-30 08:39:56,0.62,,1,,"b""b' keeping open as this seems important'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flask,289,open,-,-,-,1,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flask,353,closed,opened,2011-11-21 15:14:32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flask,353,closed,title,2011-11-21 15:14:32,00:00,,1,,"b""b' MethodViews for API example is missing parameter'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flask,353,closed,body,2011-11-21 15:14:32,00:00,,1,,"b""b' On url At the end of the page in the very last code example you have: The last has three substitutions in the string"," but the tuple only has two items. It should read:  '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flask,353,closed,1,2011-11-21 15:14:32,61.68,,1,,"b'b"" Saw a change in the repos", but it looks like the parameters are backwards.  If you look at the example in the section above the primary key type should precede the primary key. I\'ve got a patch," but don\'t know where to send it.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flask,353,closed,closed,2011-11-21 16:16:13,61.68,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flask,353,closed,reopened,2011-11-21 16:16:16,0.05,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flask,353,closed,2,2011-11-21 15:14:32,352.85,,1,,"b""b' Send a pull request.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flask,353,closed,3,2011-11-21 15:14:32,1321.18,,1,,"b'b"" This looks like it\'s been fixed in the current docs so it can be closed.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flask,353,closed,4,2011-11-21 15:14:32,69.12,,1,,"b""b' @mitsuhiko tagged"," so he can close this.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flask,353,closed,closed,2012-03-14 01:25:46,549.5,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flask,353,closed,-,-,-,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flask,399,closed,opened,2012-02-07 02:30:57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flask,399,closed,title,2012-02-07 02:30:57,00:00,,,1,"b""b' Collab me!'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flask,399,closed,body,2012-02-07 02:30:57,00:00,,,1,"b'b"" @mitsuhiko"," I\'d like to spend some significant time improving some parts of the documentation. You should add me as a collab on the repo. @rduplain agrees :) :metal::trollface::metal:""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flask,399,closed,1,2012-02-07 02:30:57,620.53,,1,,"b""b' Into that... would it make sense to switch the quickstart and tutorial from function-based to class-based views?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flask,399,closed,2,2012-02-07 02:30:57,184.58,,1,,"b""b' @markusgattol I see little reason to do that.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flask,399,closed,closed,2012-02-07 15:59:29,808.53,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flask,399,closed,reopened,2012-02-07 15:59:32,0.05,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flask,399,closed,3,2012-02-07 02:30:57,17.9,,1,,"b'b"" Probably"," yes. I just figured there\'s no docu for CBVs apart from url ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flask,399,closed,4,2012-02-07 02:30:57,543.62,,,1,"b'b"" Let\'s get @kennethreitz on!""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flask,399,closed,5,2012-02-07 02:30:57,1.9,,,1,"b""b' DO IT!'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flask,399,closed,closed,2012-03-14 09:57:11,1077.65,0,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flask,399,closed,-,-,-,0,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flask,448,closed,opened,2012-03-18 23:20:07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flask,448,closed,title,2012-03-18 23:20:07,00:00,,1,,"b""b' No get_send_file_options on blueprints"," test fail on master'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flask,448,closed,body,2012-03-18 23:20:07,00:00,,1,,"b""b' The method uses the SEND_FILE_MAX_AGE_DEFAULT config", but there is nothing of the sort for blueprints. Tests fail on the current git master because of that: I\\xe2\\x80\\x99d write a patch," but I\\xe2\\x80\\x99m not sure how to access the app config from a blueprint method. Would using be appropriate?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flask,448,closed,1,2012-03-18 23:20:07,3.78,,1,,"b'b"" This is an open issue for a new feature.  #433 exposed cache-control headers for send_file.  I added a config value to the application", but this is the first time a Blueprint requires .  I\'m not sure we want to use current_app," and instead I think we should consider some sort of closure on registration.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flask,448,closed,2,2012-03-18 23:20:07,47.87,,1,,"b""b' Indeed", I saw that blueprints never use current_app until now so I didn\\xe2\\x80\\x99t just add it. I was going to suggest making the send_static_file method an instance attribute with a closure over the app config," but that does not even work. The same blueprint instance could be added to two apps.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flask,448,closed,3,2012-03-18 23:20:07,944.6,,1,,"b'b"" @mitsuhiko", I\'d like to access  in the Blueprint," and this is the first case of it.  Should we use current_app proxy or some sort of closure on registration?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flask,448,closed,closed,2012-04-01 15:56:22,996.25,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flask,448,closed,reopened,2012-04-01 15:56:24,0.03,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flask,448,closed,4,2012-03-18 23:20:07,1395.37,,1,,"b""b' This is fixed now.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flask,448,closed,closed,2012-04-09 15:11:44,1395.33,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flask,448,closed,-,-,-,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flask,452,closed,opened,2012-03-19 00:07:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flask,452,closed,title,2012-03-19 00:07:35,00:00,,1,,"b'b\' ""Example code leaked"" on all but Python 2.7\''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flask,452,closed,body,2012-03-19 00:07:35,00:00,,1,,"b""b' Running tox", I get the following error for Python 2.5, 2.6 and PyPy," but not 2.7. I have no idea where the real problem is. Is it in  rather than Flask?  '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
flask,452,closed,1,2012-03-19 00:07:35,1.23,,1,,"b'b"" That\'s because Python\'s allocation optimizations interfere with this test. This can be ignored"," i just want to keep this test as a general indication if we\'re safe under reference counting on some cpython versions.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flask,452,closed,closed,2012-03-19 00:08:49,1.23,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flask,452,closed,2,2012-03-19 00:07:35,41.53,1,,,"b'b"" I\'d like to skip this test for 2.5 and 2.6.  I don\'t like ignoring failures.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flask,452,closed,3,2012-03-19 00:07:35,908.73,,1,,"b'b"" @mitsuhiko could we skip this test except on CPython 2.7?  I would skip based on "," but that won\'t work on PyPy (where it also breaks).""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flask,452,closed,reopened,2012-04-01 15:59:07,950.3,1,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flask,452,closed,4,2012-03-19 00:07:35,457.78,,1,,"b""b' according to #pypy you can test for it like  '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flask,452,closed,closed,2012-04-24 01:37:32,578.42,1,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flask,452,closed,-,-,-,1,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flask,516,closed,opened,2012-05-31 01:31:16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flask,516,closed,title,2012-05-31 01:31:16,00:00,,1,,"b""b' Login example broke the flow'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flask,516,closed,body,2012-05-31 01:31:16,00:00,,,1,b'b\' I am very new to python, flask, heroku, git etc. but I was able to easily and successfully flow through the quickstart guide and get the minimal app deployed on heroku.  I was very impressed with documentation flow and accuracy.  However," I ran into a significant stumbling block with the ""HTTP Methods"" section.  There were two issues that caused me stumble and I think others may stumble here as well. The most significant issue was that the login example code calls descriptive stubs that don\\\'t exist.  This may be fine for those that already understand what the example is showing", but for people like me that learn by trying to run the code examples," it took quite a while to figure that my app was crashing due to the non-existent function calls. The second issue involves the difference between the flask routing and what I was familiar with for form processing in PHP. I initially expected something along the lines of a  script that would get invoked by action=""url "" attribute of the form. Eventually I figured out how it worked by creating what I believe would be a more easily understood example for the method and form functionality.  This is the code that I eventually created to learn and confirm the functionality. Please consider revising the Flask example(s) to show code that can actually be executed like the previous examples I have tried", and to show what the HTML would look like if needed.   \'',,,,,,,,,,,,,,,,,,,,,,,,
flask,516,closed,closed,2012-05-31 04:00:12,148.93,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flask,516,closed,reopened,2012-05-31 04:02:34,2.37,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flask,516,closed,1,2012-05-31 01:31:16,1031.37,1,,,"b'b"" I like the pseudocode and  . Maybe we can comment them out so that it\'s obvious that these two methods are not supposed to be run.  Also"," I got stuck at this point too because I did not know that I had to import Request. Maybe it would be possible to link to a complete working example for each of these small examples so that it would be easy to see the important code and then copy and paste the full example and play with it?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flask,516,closed,2,2012-05-31 01:31:16,1165.18,,1,,"b'b"" IMO it\'s obvious that functions you didn\'t import or define in your code don\'t exist.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flask,516,closed,3,2012-05-31 01:31:16,149.25,,,1,"b""b' Sometimes obvious is not good enough for a good user experience.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flask,516,closed,4,2012-05-31 01:31:16,2.85,,1,,"b'b"" This is not targeted to the end user though", also a developer should at least work through a basic introductory book before just trying. Flask was made to make writing webapps faster in Python," but it will never work without a basic understanding of the language you\'re using.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flask,516,closed,5,2012-05-31 01:31:16,35.85,1,,,"b""b' A key reason Python is so popular is the usability of the language"," available documentation and tools as compared to other languages.  This seems to be by careful consideration and design.  This particular example was a stand out exception that could be easily fixed.  I am only qualified to say what I find easy to use and what I do not.  Everyone is a user at all levels and designing frameworks and documentation that is easier to understand and use is very hard.  Sometime the best you can do it put it out there and then improve it based on feedback.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flask,516,closed,6,2012-05-31 01:31:16,1237.7,,1,,"b'b"" It\'s neither practical nor useful to make all examples executable", especially when in this case the focus is on abstractions. Of course in this case it could be turned into an executable example but it loses all information about potential use cases. All of these different pieces of technolgy simply can\'t all be learned at the same time," at least not in a way that will provide you with a full understanding of them. Start learning Python and then build up on that step by step.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flask,516,closed,closed,2014-07-26 13:53:28,590.9,2,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flask,516,closed,-,-,-,2,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flask,543,closed,opened,2012-07-08 15:20:49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flask,543,closed,title,2012-07-08 15:20:49,00:00,,1,,"b""b' Website'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flask,543,closed,body,2012-07-08 15:20:49,00:00,,1,,"b""b' Request to add Flask-MakoTemplates to the extensions listing.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flask,543,closed,closed,2012-07-22 22:27:51,427.03,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flask,543,closed,reopened,2012-07-22 22:28:07,0.27,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flask,543,closed,1,2012-07-08 15:20:49,122.6,,,1,"b""b' @benselme can you update this with upstream changes so it can be merged? Thanks!'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flask,543,closed,2,2012-07-08 15:20:49,481.53,,1,,"b""b' Done.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flask,543,closed,3,2012-07-08 15:20:49,1.43,,,1,"b""b' Thanks!'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flask,543,closed,closed,2012-09-13 01:26:30,178.38,0,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flask,543,closed,-,-,-,0,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flask,619,closed,opened,2012-10-20 16:20:18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flask,619,closed,title,2012-10-20 16:20:18,00:00,,1,,"b""b' Fix missing argument in find_module of flaskext_'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flask,619,closed,body,2012-10-20 16:20:18,00:00,,1,,"b""b' Add back path=None argument into find_module. This fixes #618 and revert #524.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
