REPOSITORY,ISSUE_ID,STATUS,EVENT,CREATED_AT,TIME DURATION,NEGATIVE,NEUTRAL,POSITIVE,MSG,,,,,,,,,,,
ccv,75,open,1,2013-12-15 20:10:55,130.57,,,1,"b'b"" Hello Sid", Thanks for posting this, but may I ask for more help: I\'m a total noob when it comes to compiling software for the Pi. I normally work at a very high level (.NET), so I was wondering if you could say a bit more about getting ccv up and running on a Pi? For example," the CFLAGS line is added just under the existing CFLAG line in the makefile ... correct? What else needs to be done to compile for the Pi? (btwI\'m actually using Arch if that makes any difference). I\'m hoping for a step-by-step set of instructions that I can follow. Thanks in advance ""'",,,,,,,
ccv,75,open,2,2013-12-15 20:10:55,141.55,1,,,"b'b"" This is really weird", for anyone curious," I have a Raspberry Pi setup for continous build: url  and it doesn\'t show up there (make tests runs correctly). This is on default Raspberry Pi image with clang built from source.""'",,,,,,,,,
ccv,75,open,3,2013-12-15 20:10:55,29.57,1,,,"b'b"" Sorry ... I\'m coming at this from a **very** high level (I\'m a .NET developer and new to Linux and the Pi). I tried clang on Arch in the bin folder (with Sidd\'s additional CFLAG added to the makefile under the current CFLAG line)"," but it chokes: ... so obviously I\'m doing something very wrong.""'",,,,,,,,,,
ccv,75,open,4,2013-12-15 20:10:55,552.08,,,1,"b'b"" From that error message", it looks like there might be a typo in the makefile. If you want to compile the ccv library, you should look at the makefile in /lib instead of /bin. The /bin makefile only compiles the example programs that come with the library. The /lib makefile compiles the library itself.  Unfortunately, I don\'t have my pi anymore, so I can\'t tell you exactly how I got the library to compile. If you have a default pi with clang built from source, based on Liu Liu\'s setup," the library should compile out of the box.  Good luck!""'",,,,,
ccv,75,open,5,2013-12-15 20:10:55,271.72,,1,,"b'b"" Sidd", Thanks for getting back to me. I did make the mistake of being in the wrong directory initially. I caught myself fairly quickly by re-reading Liu Liu\'s Getting Started webpage. When adding your CFLAG line to makefile in /lib, I still get the same exception above. With regard to a possible typo, it\'s her file downloaded from the ccv website (I only added your CFLAG line under the existing CFLAG line in the makefile.) Her instructions say run in /lib. That results in: I don\'t know enough about compiler errors and makefiles to know what either this exception or the other is trying to tell me. What I can do is something that Liu Liu hints at: I do know how to strip out the C code for face detection and its internal dependencies from the package into my own C program, simplifying the whole thing down to one or a few files, then compile those individual files manually. Since she has this package setup to work without external dependencies, that procedure should work. If anyone has an idea on how to compile the whole package this for the RPi," I thank you in advance for tips. [btw I\'m on Arch Linux 3.12.26]""'",,,,
ccv,75,open,6,2013-12-15 20:10:55,138.07,1,,,"b'b"" One simple problem solved. My (first) error here was simply that I needed to run first. Then", run in the folder. Sidd, your CFLAG line didn\'t work after all. It complained about several of the flags in your line, so I dropped it. The archive then compiled. However, when trying to link with this: I get ~55 linker errors. About 51 of them refer to JPEG and PNG undefined references and look similar to: The remaining four refer to references in ccv_bbf.c: I\'ll keep playing with it," but please help if anyone has a suggestion ...""'",,,,,,
ccv,75,open,7,2013-12-15 20:10:55,14.63,1,,,"b""b' Progress ... Adding -ljpeg and -lpng to the linking knocked out 51 linker complaints. Adding -lm knocked out the last four. Linking is done now. On to testing ...'""",,,,,,,,,,,
ccv,75,open,8,2013-12-15 20:10:55,44.1,,1,,"b""b' So linker runs ok with: Then from the folder: Produces: Looks like it works (sort of).'""",,,,,,,,,,,
ccv,75,open,9,2013-12-15 20:10:55,235.02,,1,,"b'b"" The warning results from some updates in the PNG spec. If you down-sample your PNG input image to PNG-8", it will go away; and it doesn\'t seem like the warning is that big of a deal anyway. It will run even if the warning appears. Just to sum it up for the RPi (Arch Linux):1. Get  ,  ,  2. Get the ZIP archive decompressed somewhere (I did it at  )3. Run in the folder4. Run in the folder ... this will take perhaps 45 minutes to an hour or so.5.  the vision algorithm of interest (  in my case) with: Other algorithms (programs) in the folder should go the same way; although, I can\'t attest to any references that they might call for. I only needed  ,  , and for face detection to work, which is all that I\'m interested in using.6. to make it executable.7. The program provided for drawing rectangles on the images,  , is a Ruby app. Here is a little Python 3 app that I\'ll call to do the same thing._You must install for this to work._ Save that to and it.8. And here\'s the final step to get it working (running from the /bin folder): Where the file is the input image where you would like to search for faces, and is the output file with rectangles drawn around any found faces. Thanks to Liu Liu for putting CCV out there. Although getting it to compile and run on the Pi was hand-to-hand combat for a .NET guy," Liu Liu really did all of the hard work.""'"
ccv,75,open,10,2013-12-15 20:10:55,258.93,,,1,"b""b' Thanks for writting this up. My RPi setup is not arch Linux"," I think that is the major reason why it is not failing on RPi buildbot (It is on Debian Wheezy). Will try to get a buildbot running on Arch then.'""",,,,,,,,,,
ccv,75,open,closed,2014-09-22 02:27:09,376.23,4,5,3,,,,,,,,,,,,
ccv,75,open,reopened,2014-09-22 02:27:10,0.02,4,5,3,,,,,,,,,,,,
ccv,75,open,11,2013-12-15 20:10:55,1.42,1,,,"b""b' Recently tried to compile the latest stable version on up-to-date Raspian install on a Model B+ and got the same errors as noted in the OP. Adding the same flags as the suggestion in the OP resolved the issue. Update: spoke too soon. Build got to sqlite and had the same errors. Makefile does use the  CFLAGS var for the sqlite build. I removed some of the overkill flags from the OP down and added flags to sqlite line.  These flags seem to be building ok:  '""",,,,,,,,,,,
ccv,75,open,12,2013-12-15 20:10:55,1098.63,,1,,"b""b' Same error for me in the BananaPi (Allwinner A20 processor) with Debian Wheezy '""",,,,,,,,,,,
ccv,75,open,-,-,-,5,6,3,,,,,,,,,,,,
ccv,102,open,opened,2014-08-05 19:24:47,,,,,,,,,,,,,,,,
ccv,102,open,title,2014-08-05 19:24:47,00:00,,1,,"b""b' No support to write bmp files'""",,,,,,,,,,,
ccv,102,open,body,2014-08-05 19:24:47,00:00,,1,,"b'b"" Looks like io/ hasn\'t had any attention for a while. Implementing write capability for bitmaps might help some with portability. ""'",,,,,,,,,,,
ccv,102,open,1,2014-08-05 19:24:47,270.82,,1,,"b'b"" Do you want to submit a PR for this? I don\'t have time to work on that part and BMP 24-bit is straightforward although last time I heard", 32-bit is not supported officially (BMP format never forbids you to add new things," and it is basically a memory-dump of Microsoft\'s GDI internal representation of image).""'",,,,,,,,,
ccv,102,open,2,2014-08-05 19:24:47,18.0,,,1,"b'b"" Hmm... I won\'t necessarily have the time to commit to such a thing", either. It won\'t hurt my feelings or anything if you close this issue as resolved. I\'m not particularly a great programmer, but maybe I can put something together later in the year. On 9/21/2014 7:55 PM," Liu Liu wrote:""'",,,,,,,,
ccv,102,open,3,2014-08-05 19:24:47,118.52,,,1,"b""b' Thanks. This is one of these things on the wishlist :)'""",,,,,,,,,,,
ccv,102,open,closed,2014-09-22 02:12:07,407.33,0,3,2,,,,,,,,,,,,
ccv,102,open,reopened,2014-09-22 02:16:13,4.1,0,3,2,,,,,,,,,,,,
ccv,102,open,-,-,-,0,3,2,,,,,,,,,,,,
