REPOSITORY,ISSUE_ID,STATUS,EVENT,CREATED_AT,TIME DURATION,NEGATIVE,NEUTRAL,POSITIVE,MSG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sbt,18,closed,opened,2011-05-15 20:26:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sbt,18,closed,title,2011-05-15 20:26:35,00:00,,1,,"b""b' incremental compile dependency check is very slow'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sbt,18,closed,body,2011-05-15 20:26:35,00:00,,1,,"b""b' Running the compile on a multi-project build with no changes is very slow (around 30+ seconds). I ran yourkit on it", the patch below takes my time down to 1 second. diff git  index cc791 100644+++ @@ -262,7 +262,7 @@ final class Execute[A[_] <: AnyRef](checkCycles: Boolean," triggers: Triggers[A])      dependencies( node ) foreach { dep =        def checkForward = onOpt( (node) ) { _ contains dep }        def checkReverse = onOpt( (dep) ){ _.toSet contains node }        def checkReverse = onOpt( (dep) ){ lst =        assert( done(dep) ^ ( checkForward && checkReverse ) )      }  }'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sbt,18,closed,1,2011-05-15 20:26:35,3.82,1,,,"b""b' Oops.  I was running from the wrong sub-project after the change.  It still cuts the time down to 10 seconds.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sbt,18,closed,2,2011-05-15 20:26:35,101.55,,,1,"b'b\' Profiling again after the above change shows most of the time spent in SameAPI.  It looks like it\\\'s comparing all the ""external"" sources.  Shouldn\\\'t the stamps be checked first? Thanks\''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sbt,18,closed,3,2011-05-15 20:26:35,96.97,,1,,"b""b' That part of the code (in Execute) is only used for assertions.  You could also try disabling all assertions completely.  (In the build"," change the argument to -Xelide-below to something like 3000). What stamps are you talking about?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sbt,18,closed,4,2011-05-15 20:26:35,83.4,,,1,"b'b"" The Source objects it seems to be checking are dependencies from my other sub-projects.  Given that sbt already checked for changes in that dependent sub-project", it seems like sbt shouldn\'t have to to run through the  to do the explicit check. I was looking at the Analysis class and saw the stamps, I assumed they were used to shortcut external dependency checks as well as internal, binary and product.  (But I now see they are not). Does that make sense?  I\'d really like to get the SameAPI checks down, as right now it\'s faster to do an old xsbt compile when nothing\'s changed... I\'ve been looking at wrapping the Source objects with a file hash to shortcut the checks," do you think that\'s a productive avenue? Thanks again""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sbt,18,closed,5,2011-05-15 20:26:35,148.72,,,1,"b'b"" The problem is that source file hashes are insufficient.  It is possible for a class file from the same source file to be different due to binary or source dependencies changing.  Source tracks this information.  Now", you could hash all class files that came from the source.  I think that will work.  I don\'t know how expensive that will be, though. As for why it checks the api in other projects, consider projects A and B, with B depending on A.  B needs to know the Source for A when B was last compiled, not when A was last compiled.  It isn\'t important whether the source files for A have changed or not.  What is important is whether the Source has changed since the last time B was compiled.  Make sense? If you are sure the API comparison is a bottleneck, we can probably generate a unique ID for each API when it\'s created and use that to shortcut things for the common case where the API hasn\'t changed at all.  If you want to look at doing this, let me know.  Otherwise, I\'ll do it.  Either way," thanks for the work you have done so far on this.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sbt,18,closed,-,-,-,3,9,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sbt,24,closed,opened,2011-05-23 15:40:46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sbt,24,closed,title,2011-05-23 15:40:46,00:00,,1,,"b""b' type alias to java annotation causes error with '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sbt,24,closed,body,2011-05-23 15:40:46,00:00,,1,,"b'b""  In my ", I have a few java annotations," some of which are aliased like this: : @interface JFoo { ...: package object package { type Foo = JFoo @field  When I try to compile it I get:  [error] Incomplete tasks (run \'last \' for the full log):[error] {file:/C://}: : Not a simple type:[error]   Type:  @ (class class $AnnotatedType)[error]   Transformed: class  ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sbt,24,closed,1,2011-05-23 15:40:46,30.92,,1,,"b""b' Test case: url '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sbt,24,closed,closed,2011-05-23 16:11:41,30.92,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sbt,24,closed,reopened,2011-05-23 16:37:51,26.17,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sbt,24,closed,2,2011-05-23 15:40:46,26.32,1,,,"b""b' closed by mistake'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sbt,24,closed,closed,2011-05-23 22:40:16,362.42,1,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sbt,24,closed,-,-,-,1,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sbt,35,closed,opened,2011-06-05 03:49:25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sbt,35,closed,title,2011-06-05 03:49:25,00:00,,1,,"b""b' Spurious recompilation in multiproject builds with external subprojects.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sbt,35,closed,body,2011-06-05 03:49:25,00:00,1,,,b'b\' I\\\'m finding some strange behavior with the new external multiproject support. I have two projects," A and B which both dependOn external project C using RootProject(""../c""). If I go to project A and compile it", C is also compiled, and all is well. However, if I then go to project B and compile it, _this also causes C to be entirely recompiled._ This of course is awful, because C takes a couple of minutes to compile and this happens whenever I switch between A and B. Here is an example of build output related to the attached projects: knuttycombe@floorshow sbt (master)]$ lsa         b         c  [knuttycombe@floorshow sbt (master)]$ cd c/[knuttycombe@floorshow c (master)]$ sbt compileGetting  jna 3.2.3 ...:: retrieving :: -#boot-app  confs: [default]  1 artifacts copied, 0 already retrieved (838)Getting Scala 2.8.1 (for sbt)...:: retrieving :: -#boot-scala  confs: [default]  4 artifacts copied, 0 already retrieved (15296)Getting sbt_2.8.1 0.10.0 ...:: retrieving :: -#boot-app  confs: [default]  34 artifacts copied, 0 already retrieved (6012)[info] Set current project to default (in build file://)[info] Updating...[info] Done updating.[info] Compiling 1 Scala source to /-2.8.1...[success] Total time: 3 s, completed Jun 4, 2011 9:46:53 PM[knuttycombe@floorshow c (master)]$ cd ../b[knuttycombe@floorshow b (master)]$ sbt compileGetting  jna 3.2.3 ...:: retrieving :: -#boot-app  confs: [default]  1 artifacts copied, 0 already retrieved (838)Getting Scala 2.8.1 (for sbt)...:: retrieving :: -#boot-scala  confs: [default]  4 artifacts copied, 0 already retrieved (15296)Getting sbt_2.8.1 0.10.0 ...:: retrieving :: -#boot-app  confs: [default]  34 artifacts copied, 0 already retrieved (6012)[info] Compiling 1 Scala source to /...[info] Set current project to b (in build file://)[info] Updating...[info] Compiling 1 Scala source to /-2.8.1...[info] Done updating.[info] Compiling 1 Scala source to /-2.8.1...[success] Total time: 3 s, completed Jun 4, 2011 9:47:16 PM[knuttycombe@floorshow b (master)]$ cd ../a[knuttycombe@floorshow a (master)]$ sbt compileGetting  jna 3.2.3 ...:: retrieving :: -#boot-app  confs: [default]  1 artifacts copied, 0 already retrieved (838)Getting Scala 2.8.1 (for sbt)...:: retrieving :: -#boot-scala  confs: [default]  4 artifacts copied, 0 already retrieved (15296)Getting sbt_2.8.1 0.10.0 ...:: retrieving :: -#boot-app  confs: [default]  34 artifacts copied, 0 already retrieved (6012)[info] Compiling 1 Scala source to /...[info] Set current project to a (in build file://)[info] Updating...[info] Compiling 1 Scala source to /-2.8.1...[info] Done updating.[info] Compiling 1 Scala source to /-2.8.1...[success] Total time: 3 s, completed Jun 4, 2011 9:47:41 PM[knuttycombe@floorshow a (master)]$ cd ../b/[knuttycombe@floorshow b (master)]$ sbt compile[info] Set current project to b (in build file://)[info] Compiling 1 Scala source to /-2.8.1...[success] Total time: 6 s, completed Jun 4, 2011 9:47:58 PM[knuttycombe@floorshow b (master)]$  Something interesting to note: although c is recompiled when I switch back to b, the classes in b that depend on c are not!\'',,,,,,,,,,,,,,,,,,,,,,,,,,
sbt,35,closed,1,2011-06-05 03:49:25,14.05,,1,,b'b\' Haven\\\'t been able to figure out how to attach a file for this ticket," so here\\\'s the source organization: ./import sbt._import Keys._ object ABuild extends Build {  lazy val a = Project(""a"""," file(""."")) dependsOn (c)  lazy val c = RootProject(file(""../c""))} ./package aimport c.C class A(c: C) ./import sbt._import Keys._ object BBuild extends Build {  lazy val b = Project(""b"""," file(""."")) dependsOn (c)  lazy val c = RootProject(file(""../c""))} ./package bimport c.C case class B(c: C) ./name := ""c"" ./package c case class C(value: String)\''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sbt,35,closed,closed,2011-06-05 04:03:28,14.05,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sbt,35,closed,reopened,2011-06-05 04:03:34,0.1,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sbt,35,closed,2,2011-06-05 03:49:25,164.33,1,,,"b'b"" Apparently", you are supposed to paste in a gist and link to it, which is somewhat unfortunate. The cause of the problem is that by default, sbt uses the  directory in the project you start sbt in and in particular, the Scala files there.  So, when you move between projects, sbt sees a different version of scalafor c (the one in  and then in ) and thinks the source needs recompiling. There are two solutions I can think of.  First," you can have a global boot directory that is shared by all projects on your machine.  You can do this by setting the system property in your launcher script.  It can also be passed directly to the sbt script to just try it out at first.  For example: The other option is to have another project that refers to the three projects and then always run sbt on that project.  This other project doesn\'t have to contain the subdirectories.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sbt,35,closed,3,2011-06-05 03:49:25,664.4,,,1,b'b\' Having a common SBT boot directory sounds like it might be generally goodpractice in any case, because it would minimize startup times for newprojects as well. I\\\'ll give that a try, thanks!On Jun 5, 2011 12:47 AM,"harrah"" <reply@\''
sbt	35	closed	4	nuttycom	2011-06-05 03:49:25	249.58			+1	b'b"" The global sbt boot directory looks like it does the trick. I still have a bunch more questions, but I\'ll bring them up on the list. Thanks!""'
sbt	35	closed	closed	 - 	2011-06-05 22:01:47	1078.22	2	2	2
sbt	35	closed	5	harrah	2011-06-05 03:49:25	160.75		+1		b""b' To close this out, I added comments about this on Setup and Full Configuration.'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sbt,35,closed,-,-,-,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sbt,46,closed,opened,2011-06-08 08:03:25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sbt,46,closed,title,2011-06-08 08:03:25,00:00,,1,,"b""b' updateClassifiers should not try to download failed artifact multiple times'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sbt,46,closed,body,2011-06-08 08:03:25,00:00,,,1,"b'b\' An example of the output for a run in my multi-module project: [ijuma@localhost]~% cat sbt-output| grep ""NOT FOUND"" | grep xerces [warn]  [NOT FOUND  ] xerces#xercesImpl;2.9.1! (359ms)[warn]  [NOT FOUND  ] xerces#xercesImpl;2.9.1! (359ms)[warn]  [NOT FOUND  ] xerces#xercesImpl;2.9.1! (122ms)[warn]  [NOT FOUND  ] xerces#xercesImpl;2.9.1! (122ms)[warn]  [NOT FOUND  ] xerces#xercesImpl;2.9.1! (121ms)[warn]  [NOT FOUND  ] xerces#xercesImpl;2.9.1! (121ms)[warn]  [NOT FOUND  ] xerces#xercesImpl;2.9.1! (123ms)[warn]  [NOT FOUND  ] xerces#xercesImpl;2.9.1! (123ms)[warn]  [NOT FOUND  ] xerces#xercesImpl;2.9.1! (121ms)[warn]  [NOT FOUND  ] xerces#xercesImpl;2.9.1! (121ms)[warn]  [NOT FOUND  ] xerces#xercesImpl;2.9.1! (122ms)[warn]  [NOT FOUND  ] xerces#xercesImpl;2.9.1! (122ms)[warn]  [NOT FOUND  ] xerces#xercesImpl;2.9.1! (374ms)[warn]  [NOT FOUND  ] xerces#xercesImpl;2.9.1! (374ms)[warn]  [NOT FOUND  ] xerces#xercesImpl;2.9.1! (130ms)[warn]  [NOT FOUND  ] xerces#xercesImpl;2.9.1! (130ms)[warn]  [NOT FOUND  ] xerces#xercesImpl;2.9.1! (129ms)[warn]  [NOT FOUND  ] xerces#xercesImpl;2.9.1! (129ms)[warn]  [NOT FOUND  ] xerces#xercesImpl;2.9.1! (132ms)[warn]  [NOT FOUND  ] xerces#xercesImpl;2.9.1! (132ms)[warn]  [NOT FOUND  ] xerces#xercesImpl;2.9.1! (130ms)[warn]  [NOT FOUND  ] xerces#xercesImpl;2.9.1! (130ms)[warn]  [NOT FOUND  ] xerces#xercesImpl;2.9.1! (129ms)[warn]  [NOT FOUND  ] xerces#xercesImpl;2.9.1! (129ms)[warn]  [NOT FOUND  ] xerces#xercesImpl;2.9.1! (130ms)[warn]  [NOT FOUND  ] xerces#xercesImpl;2.9.1! (130ms)\''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sbt,46,closed,closed,2011-06-20 01:01:41,1018.27,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sbt,46,closed,1,2011-06-08 08:03:25,94.97,,1,,"b""b' Have there been any changes in this code for SBT 0.11.0? It looks to me like there has been a regression here. Output for one invocation of gen-idea: [warn]  [FAILED   ] xerces#xercesImpl;2.9.1!(src):  (0ms)[warn]  :: xerces#xercesImpl;2.9.1!(src)[warn]  [FAILED   ] xerces#xercesImpl;2.9.1!(src):  (0ms)[warn]  :: xerces#xercesImpl;2.9.1!(src)[warn]  [FAILED   ] xerces#xercesImpl;2.9.1!(src):  (0ms)[warn]  :: xerces#xercesImpl;2.9.1!(src)[warn]  [FAILED   ] xerces#xercesImpl;2.9.1!(src):  (0ms)[warn]  :: xerces#xercesImpl;2.9.1!(src)[warn]  [FAILED   ] xerces#xercesImpl;2.9.1!(src):  (0ms)[warn]  :: xerces#xercesImpl;2.9.1!(src)[warn]  [FAILED   ] xerces#xercesImpl;2.9.1!(src):  (0ms)[warn]  :: xerces#xercesImpl;2.9.1!(src)[warn]  [FAILED   ] xerces#xercesImpl;2.9.1!(src):  (0ms)[warn]  :: xerces#xercesImpl;2.9.1!(src)[warn]  [FAILED   ] xerces#xercesImpl;2.9.1!(src):  (0ms)[warn]  :: xerces#xercesImpl;2.9.1!(src)[warn]  [FAILED   ] xerces#xercesImpl;2.9.1!(src):  (0ms)[warn]  :: xerces#xercesImpl;2.9.1!(src)[warn]  [FAILED   ] xerces#xercesImpl;2.9.1!(src):  (0ms)[warn]  :: xerces#xercesImpl;2.9.1!(src)[warn]  [FAILED   ] xerces#xercesImpl;2.9.1!(src):  (0ms)[warn]  :: xerces#xercesImpl;2.9.1!(src)[warn]  [FAILED   ] xerces#xercesImpl;2.9.1!(src):  (0ms)[warn]  :: xerces#xercesImpl;2.9.1!(src)[warn]  [FAILED   ] xerces#xercesImpl;2.9.1!(src):  (0ms)'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sbt,46,closed,2,2011-06-08 08:03:25,0.33,,1,,"b""b' I should mention that I did a grep in the output for that particular library", there were others," of course.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sbt,46,closed,reopened,2011-10-04 15:24:16,862.58,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sbt,46,closed,closed,2011-10-16 21:28:15,363.98,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sbt,46,closed,-,-,-,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sbt,73,closed,opened,2011-06-24 11:19:50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sbt,73,closed,title,2011-06-24 11:19:50,00:00,,1,,"b'b"" Specifying incorrect dependency doesn\'t issue a warning""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sbt,73,closed,body,2011-06-24 11:19:50,00:00,1,,,"b'b"" When you specifiy a non-existing dependency (e.g. by making a typo in the jar name)", and run sbt update, you don\'t get any feedback on that. Especially for newbies this is hard," because you have no clue what the problem is.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sbt,73,closed,1,2011-06-24 11:19:50,30.22,1,,,"b""b' Please specify enough information to reproduce.  What kind of dependency?  A non-existing managed dependency like gives an error message like  .'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sbt,73,closed,closed,2011-06-24 11:50:03,30.22,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sbt,73,closed,2,2011-06-24 11:19:50,0.63,,1,,"b'b"" I helped Chris on this in #scala and the situation is not as simple. If the dependency doesn\'t exist", then an error _is_ issued. In this case, the dependency exists," but is of type pom: url  I can\'t think of a situation where specifying this kind of dependency makes sense (although I could be missing something) and hence why I suggested a warning.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sbt,73,closed,reopened,2011-06-25 13:16:44,86.68,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sbt,73,closed,3,2011-06-24 11:19:50,216.08,,1,,"b""b' In that case it has no dependencies", but in general it could," like: url '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sbt,73,closed,closed,2011-07-19 15:26:46,130.03,2,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sbt,73,closed,-,-,-,2,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sbt,85,closed,opened,2011-07-03 18:42:39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sbt,85,closed,title,2011-07-03 18:42:39,00:00,,1,,"b""b' Problem with ScalaDoc generation with package objects'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sbt,85,closed,body,2011-07-03 18:42:39,00:00,,1,,"b'b"" After creating a  file in my project to represent a package object", the ScalaDoc begins failing with the following: [error] error while loading package, Missing dependency \'class \'," required by ./-2.9.0.1/ You can test with this simple test case: url  This is using this build: url ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sbt,85,closed,1,2011-07-03 18:42:39,83.97,,1,,"b'b"" This is unlikely to be a bug in sbt", but regardless," the link provided doesn\'t work for me.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sbt,85,closed,closed,2011-07-03 20:06:37,83.97,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sbt,85,closed,2,2011-07-03 18:42:39,14.42,1,,,"b'b"" Sorry", here\'s the link: url  I didn\'t expect that to be the case with the last bug I ran into," but unless it\'s a bug in Scala 2.9.0.1 then I can\'t imagine any other scenario that would cause this problem as it\'s just a standard  file.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
