REPOSITORY,ISSUE_ID,STATUS,EVENT,CREATED_AT,TIME DURATION,NEGATIVE,NEUTRAL,POSITIVE,MSG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,352,closed,1,2011-08-30 19:25:54,4.18,,1,,"b""b' By the way", with the @ error control operator," it takes quite some time to drill down and debug this particular issue. This usually leaves the user with a blank page and would only occur when the database library was loaded.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,352,closed,closed,2011-08-30 19:30:05,4.18,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,352,closed,reopened,2011-08-30 19:30:09,0.07,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,352,closed,2,2011-08-30 19:25:54,0.38,1,,,b'b\' Sorry," thought Comment & Close was ""Comment & Close this Window""  :-P\''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,352,closed,3,2011-08-30 19:25:54,2.67,,1,,"b""b' Can you provide some more information on the PHP 5.2.6 environment that did not have this function defined?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,352,closed,4,2011-08-30 19:25:54,1.43,,1,,"b""b' What information do you want? I have a full phpinfo() readout if you need any of it.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,352,closed,5,2011-08-30 19:25:54,1.28,,1,,"b'b"" Just checked the CI source and there\'s nothing wrong with the code itself.It does properly check for the php and mysql version.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,352,closed,6,2011-08-30 19:25:54,1.55,,,1,"b""b' Yep", me too, DennisRas, thanks for the confirmation. @codeignitertut sure," the PHP Info output might prove helpful.  Toss it in a Gist perhaps?  url '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,352,closed,7,2011-08-30 19:25:54,2.62,,1,,"b""b' Probably not very helpful"," let me know if there are any other parts you want to take a look at: url '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,352,closed,8,2011-08-30 19:25:54,4.27,,1,,"b'b"" Here\'s the MySQL section url ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,352,closed,9,2011-08-30 19:25:54,2.12,,1,,"b'b"" I think that\'s likely the issue do you know the source of this 5.2.6 distro?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,352,closed,10,2011-08-30 19:25:54,1.87,,1,,"b'b"" @Derek I noticed that too however shouldn\'t CI then realize that and query SET NAMES instead of using mysql_set_charset as specified in db_set_charset() ?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,352,closed,11,2011-08-30 19:25:54,2.7,,1,,"b'b"" Would seem to me the easiest solution would be: Either that", or evaluate the Client API version," if that\'s possible. Just thinking out loud at this point.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,352,closed,12,2011-08-30 19:25:54,5.92,,1,,"b'b"" @DennisRas CI is relying on what PHP documents that the function is available in a specific version of PHP", not a specific MySQL Client API version, which I do not even know which version of the Client API itself includes it, or the reliability of that reported version.  It\'s certainly a more difficult item to retrieve. @codeignitertut if there is a fix to be made," it would be best to add the function_exists() to db_set_charset() where $use_set_names is initially set.  So this is a standard MediaTemple account running 5.2.6?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,352,closed,13,2011-08-30 19:25:54,2.23,,1,,"b""b' Incidentally", this is a security issue," so taking measures to eliminate the environment issue is the best solution than for CI to relax and allow PHP versions that qualify to use the less secure code.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,352,closed,14,2011-08-30 19:25:54,0.65,,1,,"b'b"" Yes", we were exchanging direct messages over Twitter and they indicated that several clusters were recently updated," but that the client\'s wasn\'t (aka standard MediaTemple account). He mentioned that this problem came on over the past 24 hours after having run just fine all this time so it seemed to be server related.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,352,closed,15,2011-08-30 19:25:54,0.8,,1,,"b""b' Yeah"," I agree. '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,352,closed,16,2011-08-30 19:25:54,3.83,,,1,"b'b"" Ok", I\'m going to close the issue then.  Please let me know the resolution with MT," as it may be worth alerting our users to double check their server settings if they are hosting with MT.  Thanks!""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,352,closed,closed,2011-08-30 20:04:24,34.25,2,14,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,352,closed,17,2011-08-30 19:25:54,4.68,,1,,"b'b"" Per their correspondence", affected MediaTemple customers (the client in this case) would have to submit a support ticket so they can kick it up to their higher level techs for addressing and upgrading if necessary. Also," I just checked phpinfo() on another server with CodeIgniter 2.0.3 where this wasn\'t a problem. PHP Version 5.2.17MySQL Client API version  5.1.56""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,352,closed,18,2011-08-30 19:25:54,10.1,,,1,"b'b"" Thanks", I think I\'ll send them an email," they should be more active about protecting the security of their users\' sites from SQL injection.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,352,closed,19,2011-08-30 19:25:54,29.43,,,1,"b""b' Thanks"," let me know how it goes.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,352,closed,20,2011-08-30 19:25:54,274.65,,1,,"b'b"" I have this same issue. My host is using PHP 5.2.6", MySQL 5.0.45, but with Clint API Version 4.1.11. Any reason why we can\'t just test for the existence of the function," rather than guessing based on version numbers? I created a pull request for the change ... first one and I\'m not git-savvy ... hope I did it right: url ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,352,closed,21,2011-08-30 19:25:54,380.42,,1,,"b""b' Honestly I would rather that did the favor of drawing this error in server configuration to your attention", so that you can properly secure your server," instead of letting you run CI on a possibly compromised environment.  Is your host also Media Temple?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,352,closed,22,2011-08-30 19:25:54,389.25,,1,,"b'b"" No shared university server. I\'ll look into it", but I think they may need to retain the older API Client version because some folks are still running older versions of MySQL. Are you saying it\'s a security issue if the respective version numbers meet your conditions but the set_charset functions are not being used? If so," do you have a supporting link I can send on?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,352,closed,23,2011-08-30 19:25:54,399.33,,1,,"b'b"" Yes", though it\'s not the only condition of a potential SQL injection vector a database on that server needs to be running a multi-byte character set.  Which at a university is perhaps likely.  The root issue is that SET NAMES queries do not alter the actual client communication libmysqlclient doesn\'t parse queries to see what you told MySQL," so PHP is completely unaware. Here are links to some of the original reports of the vulnerability and related resources. url url ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,352,closed,24,2011-08-30 19:25:54,168.63,1,,,"b'b"" I realize this issue is closed because supporting old client APIs would be a security issue", but debugging this problem is really difficult. Shouldn\'t CI print an error message when this fails, instead of exiting silently to a blank page? I posted information about my problem on the CI forum here: url  Incidentally," someone commented on the PHP documentation about the client library support here: url ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,352,closed,25,2011-08-30 19:25:54,981.65,1,,,"b'b"" @michaelbrooks A blank page is never shown by design if you see one", it means that it\'s most likely a bug. But this has been fixed in [pull #523]url  SET NAMES is now used when isn\'t available. And an error message is logged (and shown," if db_debug is set to TRUE).""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,352,closed,-,-,-,4,19,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,359,closed,opened,2011-08-31 14:52:47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,359,closed,title,2011-08-31 14:52:47,00:00,,1,,"b""b' General changes: Added Windows 7 to the list of user platforms.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,359,closed,closed,2011-08-31 15:16:27,23.67,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,359,closed,reopened,2011-08-31 15:17:09,0.7,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,359,closed,closed,2011-08-31 18:30:05,192.93,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,359,closed,1,2011-08-31 14:52:47,310.27,,1,,"b""b'  is not updated...'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,359,closed,2,2011-08-31 14:52:47,312.45,,1,,"b'b"" yes", change is commited in pull request #358," so it\'s also needed to be merged by staff.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,359,closed,-,-,-,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,365,closed,opened,2011-09-01 02:39:03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,365,closed,title,2011-09-01 02:39:03,00:00,,1,,"b""b' Pass thru feature added to download helper'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,365,closed,body,2011-09-01 02:39:03,00:00,,1,,"b""b' A small additional feature has been added to the download helper so that you can pass thru a file to the output. This method has better performance. All original functionality remains and is backwards compatible.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,365,closed,1,2011-09-01 02:39:03,2.82,,1,,"b""b' Inside PHP the readfile() method will attempt to memory map the file and do direct copy to output stream. If for whatever reason it cannot be memory mapped. For instance if the file is larger than what PHP can allocate it will buffer smaller amounts and push it through that way. Still never once using PHP objects only native C/C++.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,365,closed,2,2011-09-01 02:39:03,4.22,,1,,"b'b"" Without exit()ing after pushing the file", don\'t you stand the chance that the application will continue to output content," resulting in a malformed file?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,365,closed,3,2011-09-01 02:39:03,87.9,1,,,"b'b"" Correct. I also noticed another issue. Sorry"," this is what I get for reworking the code to CI standards at 4am. I\'ll make the corrections.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,365,closed,4,2011-09-01 02:39:03,7.55,,1,,"b""b' I have some other changes to CI that would benefit others. Things like SSL for the xmlrpc library"," other misc SSL support. I will gather them all together tomorrow and commit them all at once and send another pull request.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,365,closed,5,2011-09-01 02:39:03,287.63,,1,,"b""b' Wil this also work with large files? Without memory problems?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,365,closed,6,2011-09-01 02:39:03,134.25,,1,,"b'b"" Yes. As mentioned above if it can\'t memory map the while file into memory it will push it in smaller chunks to the browser.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,365,closed,7,2011-09-01 02:39:03,227.62,,1,,b'b\' I\\\'m making further changes to take advantage of mod_xsendfile module for apache," which means less overhead for sending REALLY large files. By using the http ""X-Sendfile:"" response header. The module the pipes the file directly from apache after the PHP instance has finished.\''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,365,closed,closed,2011-09-06 15:11:02,751.98,1,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,365,closed,reopened,2011-09-06 15:11:28,0.43,1,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,365,closed,8,2011-09-01 02:39:03,363.05,,1,,"b""b' Also for xsendfile for nginx?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,365,closed,9,2011-09-01 02:39:03,70.52,,1,,"b'b"" Sure I\'ll add support for nginx it simple uses the X-Accel-Redirect header instead.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,365,closed,10,2011-09-01 02:39:03,75.18,,,1,"b""b' Cool'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,365,closed,11,2011-09-01 02:39:03,919.02,,1,,"b""b' Implemented"," see the above commit.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,365,closed,closed,2012-11-22 14:58:48,1427.33,1,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,365,closed,-,-,-,1,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,368,closed,opened,2011-09-01 06:36:36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,368,closed,title,2011-09-01 06:36:36,00:00,,1,,"b""b' Xmlrpc class changed to work with SSL'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,368,closed,body,2011-09-01 06:36:36,00:00,,,1,"b'b"" I\'ve successfully extended the Xmlrpc client and server libraries and tested that everything works great in an SSL environment. The changes made directly to the Xmlrpc library are much easier to implement"," and it would be nice if the Xmlrpc library was functional with SSL out of the box. Thanks for your consideration.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,368,closed,1,2011-09-01 06:36:36,409.18,,1,,"b""b' Is this that I need :)'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,368,closed,2,2011-09-01 06:36:36,105.25,,1,,"b'b"" Yes. I have a version here on github and at bitbucket that extends Xmlrpc with MY_ versions of Xmlrpc and Xmlrpcs", and you can test those out on your existing installation of CodeIgniter. This pull request is a lot more simple, because of the way extending the Xmlrpc class requires multiple classes to be extended, but if changes are made directly to system files (one really), then it\'s as simple as what I have done. Yes, you must have cURL," but if you don\'t I think you have a crappy host anyways.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,368,closed,3,2011-09-01 06:36:36,542.22,,1,,"b""b' url  A version I submitted before the move to github which doesnt require cURL and is backwards compatible.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,368,closed,4,2011-09-01 06:36:36,192.13,1,,,"b'b"" I\'m not sure if I did it right. I was trying to make a separate pull request for the Upload class. I don\'t have a lot of experience with Github or Git", and so if I didn\'t do it right, then maybe somebody else can let me know WTF. I don\'t have time to figure it out," I just want to submit a friggin pull request. I don\'t even care if it\'s me that submits it. ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,368,closed,closed,2011-09-20 03:25:23,1248.78,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,368,closed,reopened,2011-09-20 03:25:37,0.23,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,368,closed,closed,2011-09-20 16:41:54,796.28,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,368,closed,5,2011-09-01 06:36:36,798.25,,1,,"b'b"" Someday when I get time to figure out how to set up separate branches and submit the pull requests the right way", I\'ll deal with it. Until then," I\'ll just keep extending the classes.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,368,closed,-,-,-,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,391,closed,opened,2011-09-05 19:49:12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,391,closed,title,2011-09-05 19:49:12,00:00,,1,,"b""b' CI_Parser => Allow parse views with objects.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,391,closed,1,2011-09-05 19:49:12,1123.03,,1,,"b""b' Can you add a note to the changelog about this change?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,391,closed,2,2011-09-05 19:49:12,180.58,,1,,"b'b"" The last commit was wrong"," i\'m still learning how this works...""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,391,closed,closed,2011-09-10 17:32:49,1303.62,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,391,closed,reopened,2011-09-10 17:32:55,0.1,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,391,closed,3,2011-09-05 19:49:12,208.72,,1,,"b""b' This has already been done.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,391,closed,closed,2012-06-19 21:01:32,208.62,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,391,closed,-,-,-,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,423,closed,opened,2011-09-09 17:59:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,423,closed,title,2011-09-09 17:59:14,00:00,,1,,"b""b' XSS Filtering Multiple Array'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,423,closed,body,2011-09-09 17:59:14,00:00,1,,,b'b\' Hello, I started to test my app with most common XSS attacks and i find that, even with the global XSS Filtering enabled, the malicious script still passes. Here\\\'s a sample of the form field:  My project supports multiple language fields, and to know what language we are in i adopted the multiple array method on the \\\'name\\\' attribute of the element. But with that the malicious script," lets say  title"" onmouseover=""alert(\\\'here\\\'); it stores the action and the onmouseover action is triggered. Regards",Emanuel\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,423,closed,1,2011-09-09 17:59:14,6.78,,,1,"b""b' Can you provide a full reduction sample demonstrating the error"," please?  Thanks!'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,423,closed,2,2011-09-09 17:59:14,11.27,1,,,"b'b"" Hey", It seems that the XSS filter of the message here removed the example element i posted. Anyway, thanks for a quick response. I\'ll put some images link and the code down.In the add view i have this form: url  And this is the sample code: url  I post my item and when i go to the edit view and the onmouseover is triggered. Sorry again for the lack of info in the previous post. I Didn\'t noticed that the sample of the input element was removed. Reagrds,"Emanuel""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,423,closed,closed,2011-09-09 18:17:17,18.05,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,423,closed,reopened,2011-09-09 18:19:48,2.52,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,423,closed,3,2011-09-09 17:59:14,19.15,,,1,"b""b' Thanks Emanuel but do you have controller and view code"," too please?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,423,closed,4,2011-09-09 17:59:14,14.23,1,,,"b'b"" Sure man"," I\'ll give you what i can. This is the View code: url  This controllers are in a bit of OOP so i can extends and implemente other parts more quickly:This is where the action of the form goes: url  It\'s extended from this one: url  And in the main class is triggered this method:  The main class is where the most common used methods are. In the model class its this one that is executed to store the  values into database:  ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,423,closed,5,2011-09-09 17:59:14,17.88,,1,,"b'b"" Emanuel"," do you have the code for your edit view?  It seems like you may just be missing a but I don\'t want to be presumptuous before drawing that conclusion.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,423,closed,6,2011-09-09 17:59:14,13.18,,,1,"b'b"" Hummm maybe its that. Let me just arrive home and i\'ll post it for you. Regards","EmanuelEmanuel Coelho+351 916 701 148Licenciado em Engenharia InformaticaEnviado de Samsung Galaxy Derek Jones reply@ escreveu:""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,423,closed,7,2011-09-09 17:59:14,94.12,1,,,"b""b' Hey mate"," Sorry about the waiting time.here is the view code:  '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
