REPOSITORY,ISSUE_ID,STATUS,EVENT,CREATED_AT,TIME DURATION,NEGATIVE,NEUTRAL,POSITIVE,MSG,,,,,,,,,,,,,,,,,,,,,,,
foundation-sites,228,closed,8,2012-01-13 22:44:06,7.68,,1,,b'b\' Upon testing, I am still running into the exact same issue of slides not going away, just staying stacked with their z-index changing. I think I\\\'m just going to scrap using the Orbit slider in favor of Nivo or Flex, its just becoming a headache with transparent slides and with this project, I need transparent slider images. EditI lied... I thought I changed animation to fade but it was still on horizontal slide... Upon changing to fade," the slider ""works"" semi-sort of. The loading animation is still constantly being played through the entire thing as well. I\\\'ll probably just axe the code from the stylesheet and be done with that entirely.  As for the slides... Just before slide A goes away", it\\\'s opacity goes to 0, then comes back, then the slideshow changes to slide B. Then when its time to rotate again, it\\\'s opacity goes to 0, comes back, and then before going back to slide A, it displays a blank slide (even though I only have 2 slider images setup), once it\\\'s time for another slide to come, slide A then comes back. Do you think changing the z-index to a negative number to hide behind all page elements would be a workable solution?\'',,,,,,,,,
foundation-sites,228,closed,9,2012-01-13 22:44:06,491.1,,1,,"b'b"" From what I can tell of the documentation", it\'s not designed to work with transparent slides. They need to have a bg, even if it\'s just a flat white. The z-index trick might work. I find this particular implementation nice," as it\'s not messing about adding and removing things from the DOM like .""'",,,,,,,,,,,,,,,,,,,,
foundation-sites,228,closed,10,2012-01-13 22:44:06,24.3,1,,,"b'b"" I\'d come to the same conclusion based on the CSSif all slides were transparent (or simply not visible)", the loading image would show. Aside from that though, the javascript kind of **looks** as though somebody either made a first attempt at making it work with transparency or anticipated that it might be needed later. The z-index bit is already present; if the only images ever visible were the currently animating-to-visible image and the currently animating-to-invisible image," then the only remaining problem would be the loading graphic which could be solved very simply in or out of Orbit. I\'ll take a shot at this a bit later today or on Monday to see if it\'s really practical.""'",,,,,,,,,,,,,,,,,,,,
foundation-sites,228,closed,11,2012-01-13 22:44:06,986.72,1,,,"b'b"" @benklocek I didn\'t see that in the documentation but after running through the code it looks like someone made an attempt to make transparent slides work but didn\'t quite get it there. I played with the z-index animation and couldn\'t quite get the slides to disappear for some reason. @ctorgalson You are correct with the loading animation. I simply commented out that line in the css. I\'ve tried messing with the Orbit code but couldn\'t get it working. Although my working knowledge of jQuery and Javascript is more implementation than writing code. Any ideas on where to start out?""'",,,,,,,,,,,,,,,,,,,,,,,
foundation-sites,228,closed,closed,2012-02-07 05:51:55,427.82,4,6,3,,,,,,,,,,,,,,,,,,,,,,,,
foundation-sites,228,closed,12,2012-01-13 22:44:06,340.6,,1,,"b'b"" @smileyj68 This is still an open issue with no resolution (yet). I haven\'t been able to get the JS working correctly to make the image opacity change with the slides so transparent slides work. ""'",,,,,,,,,,,,,,,,,,,,,,,
foundation-sites,228,closed,13,2012-01-13 22:44:06,16.62,,1,,"b'b"" We don\'t intend to support this use case", at least not right now. I\'ll reopen this but I\'m tagging it for 3.0," unless someone submits a pull request before then.""'",,,,,,,,,,,,,,,,,,,,,
foundation-sites,228,closed,reopened,2012-02-07 20:59:47,907.87,4,8,3,,,,,,,,,,,,,,,,,,,,,,,,
foundation-sites,228,closed,closed,2012-07-02 17:50:29,1250.7,4,8,3,,,,,,,,,,,,,,,,,,,,,,,,
foundation-sites,228,closed,14,2012-01-13 22:44:06,1314.85,,1,,"b""b' This is still happening in v3.0.5'""",,,,,,,,,,,,,,,,,,,,,,,
foundation-sites,228,closed,15,2012-01-13 22:44:06,15.57,,,1,"b'b"" Thanks to ctorgalson\'s start", I figured out how to get this to work using the fade method, even in IE8. First, in your theme\'s CSS, add the following:  .orbit-slide { visibility: hidden; } This hides all slides by default and doesn\'t use the opacity property which isn\'t well supported in IE8. Next in the Orbit js file, around line 214, add the visibility property, as shown below. This sets the first slide to visible on initial load. Finally, around line 485," use the following to fix the animation:.  Hopefully Zurb resolves Orbit to work with transparent slide backgrounds so this fix doesn\'t have to be applied each time.""'",,,,,,,,,,,,,,
foundation-sites,228,closed,16,2012-01-13 22:44:06,257.53,,1,,b'b\' I came up with an another way to workaround this. Add this line (.siblings().fadeOut();)  at the end of the setupFirstSlide function line 221 in the  file," this will hide all sibling slides underneath the first slide  setupFirstSlide: function () {  //Set initial front photo z-index and fades it in  var self = this;  this.$()  .css({""visibility"" : ""visible""","z-index"" : 3})  .fadeIn(function() {  //brings in all other slides IF css declares a display: none  self.$({""display"":""block""})  }).siblings().fadeOut();;}, Then replace the animation option function on line 632, this will quickly fadeOut all sibling slides and fadeIn the activeslide all slides when triggering the next, prev buttons.  if ( == ""fade"") {     this.$();    this.$slides    .eq()    .css({""opacity"" : 0, ""z-index"" : 3})    .animate({""opacity"" : 1}, , ).fadeIn();;    } If you are using \\\'horizontal-push\\\' option use this code for the function on line around 675  //horizontal-push   if ( == ""horizontal-push"") {    if (slideDirection == ""next"") {    this.$slides      .eq()      .css({""left"": , ""z-index"" : 3})      .fadeIn().animate({""left"" : 0}, , );    this.$slides      .eq()      .animate({""left"" : -}, ).fadeOut();    }    if (slideDirection == ""prev"") {    this.$slides      .eq()      .css({""left"": -, ""z-index"" : 3})      .fadeIn().animate({""left"" : 0}, , );    this.$slides      .eq()      .animate({""left"" : }, ).fadeOut();  }    } Hope this helps anyone.-Nolanurl \''
foundation-sites	228	closed	17	crowlatt	2012-01-13 22:44:06	111.23		+1		b'b\' Having experienced the same issue I found the solution for me to be setting in orbit js additional css left : 0px on first slide. setupFirstSlide: function () ... .css({""z-index"" : 3,""left"":""0px""}) ... Then changing orbit CSS file to: .orbit .orbit-slide { max-width: 100%; position: absolute; top: 0; left:-910px;} -910 being the width of the holding div. Works for me with transparent png\\\'s.\''
foundation-sites	228	closed	-	-	-	-	4	11	4
foundation-sites	298	closed	opened	studioclear	2012-02-07 23:42:30
foundation-sites	298	closed	title	studioclear	2012-02-07 23:42:30	00:00		+1		b""b' Custom Navigation For Orbit'",,,,,,,,,,,,,,,,,,,,,
foundation-sites,298,closed,body,2012-02-07 23:42:30,00:00,,1,,"b""b' Is it possible to create a custom navigation for orbit by calling the functions? '""",,,,,,,,,,,,,,,,,,,,,,,
foundation-sites,298,closed,1,2012-02-07 23:42:30,98.28,,1,,"b'b"" Its possible using a bit of jquery and or by using the callback functions i\'ve done this which may not be what you mean but it might be see url ""'",,,,,,,,,,,,,,,,,,,,,,,
foundation-sites,298,closed,closed,2012-02-11 15:08:32,926.03,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,
foundation-sites,298,closed,reopened,2012-02-11 15:08:42,0.17,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,
foundation-sites,298,closed,2,2012-02-07 23:42:30,827.98,,,1,"b""b' Thank you"," I found a different solution. I was going to make a custom navigation not built from the orbit code.'""",,,,,,,,,,,,,,,,,,,,,,
foundation-sites,298,closed,closed,2012-02-11 15:08:46,0.07,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,
foundation-sites,298,closed,-,-,-,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,
foundation-sites,330,closed,opened,2012-02-18 13:41:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,
foundation-sites,330,closed,title,2012-02-18 13:41:38,00:00,,1,,"b""b' One Level drop down nav-bar'""",,,,,,,,,,,,,,,,,,,,,,,
foundation-sites,330,closed,body,2012-02-18 13:41:38,00:00,,1,,"b'b"" What\'s the story with the nav-bar being only one level deep? Any suggestions on how I can extend it to more that one-level deep?And how will that affect its adjustment on phones?""'",,,,,,,,,,,,,,,,,,,,,,,
foundation-sites,330,closed,1,2012-02-18 13:41:38,201.53,,1,,"b'b"" The current dropdown was built to contain arbitrary content and wasn\'t structured to support N-level dropdowns. However"," we\'re working on a much more robust solution that\'ll be included in Foundation 3.""'",,,,,,,,,,,,,,,,,,,,,,
foundation-sites,330,closed,closed,2012-02-18 17:03:10,201.53,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,
foundation-sites,330,closed,reopened,2012-02-18 17:03:13,0.05,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,
foundation-sites,330,closed,2,2012-02-18 13:41:38,47.92,,1,,"b""b' The top-bar branch contains our efforts in this space. Likely to be developed into a Foundation add-on in the future"," but does work now.'""",,,,,,,,,,,,,,,,,,,,,,
foundation-sites,330,closed,closed,2012-07-02 17:51:05,47.87,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,
foundation-sites,330,closed,-,-,-,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,
foundation-sites,402,closed,opened,2012-03-27 03:30:02,,,,,,,,,,,,,,,,,,,,,,,,,,,,
foundation-sites,402,closed,title,2012-03-27 03:30:02,00:00,,1,,"b""b' Orbit as content only slider (variable height)'""",,,,,,,,,,,,,,,,,,,,,,,
foundation-sites,402,closed,body,2012-03-27 03:30:02,00:00,,,1,"b'b"" Pretty sure this isn\'t possible considering the configuration of the plugin", but if there is a method to have a content-only-slider expand vertically," I would love to know.""'",,,,,,,,,,,,,,,,,,,,,
foundation-sites,402,closed,1,2012-03-27 03:30:02,684.65,,1,,"b'b"" Not to have it expand vertically"," no. We\'ll tag this as a feature request for now.""'",,,,,,,,,,,,,,,,,,,,,,
foundation-sites,402,closed,2,2012-03-27 03:30:02,459.72,,1,,"b""b' Also looking to do the same thing.'""",,,,,,,,,,,,,,,,,,,,,,,
foundation-sites,402,closed,3,2012-03-27 03:30:02,1112.58,,,1,"b""b' Would love to see this as well.'""",,,,,,,,,,,,,,,,,,,,,,,
foundation-sites,402,closed,4,2012-03-27 03:30:02,1332.8,,,1,"b'b"" i\'d love to see this in future versions""'",,,,,,,,,,,,,,,,,,,,,,,
foundation-sites,402,closed,5,2012-03-27 03:30:02,97.3,,,1,"b'b"" This would be great as I\'ve run into problems trying to implement Orbit with a mix of content for each slide.  So I\'m after having an image plus text and links underneath.  Currently"," the placeholder restricts the content to just the image size so it would be great to be able to have image and content without having to set a ratio.""'",,,,,,,,,,,,,,,,,,,,,,
foundation-sites,402,closed,6,2012-03-27 03:30:02,1140.33,,1,,"b'b"" I\'ve got something working on my version of Orbit.  Basically"," I\'ve added a new option called firstSelector which is used with the findFirstImage.  The default is to look for an \'img\' tag but passing something like \'div\' will use that wrapper as the height for the slide. Code can be seen at... url ""'",,,,,,,,,,,,,,,,,,,,,,
foundation-sites,402,closed,7,2012-03-27 03:30:02,259.42,,,1,"b""b' Yes", firstSelector option @reelcitizen fork helps," but not compleatly. It would be nice to add possibility to trigger recalculation of height from js.'""",,,,,,,,,,,,,,,,,,,,,
foundation-sites,402,closed,8,2012-03-27 03:30:02,790.23,,1,,"b'b"" I\'m doing this"," in conjunction with something similar on initial load.  ""'",,,,,,,,,,,,,,,,,,,,,,
foundation-sites,402,closed,9,2012-03-27 03:30:02,769.43,,,1,"b'b"" Hmm in the past we\'ve strayed from doing variable height since it seems like it could be jarring in certain situations. Although if this is something the community really wants then I\'ll check out your patch"," thanks @paulyoung!""'",,,,,,,,,,,,,,,,,,,,,,
foundation-sites,402,closed,10,2012-03-27 03:30:02,4.12,,,1,"b""b' @mhayes We really want it :+1: Maybe we are a bit spoiled with other sliders"," but I think it would be a great addition.'""",,,,,,,,,,,,,,,,,,,,,,
foundation-sites,402,closed,11,2012-03-27 03:30:02,368.58,,1,,"b'b"" I\'m going to close this for now. We\'re not planning to make Orbit a variable height content slider. We took a stab at it with 4.0", but there isn\'t a reliable way to do it and have it respond nicely. We\'ll possibly look at a new plugin in the future that does just this," but it won\'t be Orbit.""'",,,,,,,,,,,,,,,,,,,,,
foundation-sites,402,closed,closed,2013-03-06 00:29:13,1259.18,0,6,7,,,,,,,,,,,,,,,,,,,,,,,,
foundation-sites,402,closed,12,2012-03-27 03:30:02,1097.35,1,,,"b'b"" @hatefulcrawdad Strangely", now that this is possible, I believe via the variable_height: true config variable, I can\'t seem to make content-only slides fixed height," which I would assume would be possible by setting variable_height: false. Any tips? Thanks!""'",,,,,,,,,,,,,,,,,,,
foundation-sites,402,closed,13,2012-03-27 03:30:02,1333.9,,1,,"b""b' Same problem on my side. I set up Orbit with variable_height to false"," but the size still changes. The content of Orbit is HTML without images...'""",,,,,,,,,,,,,,,,,,,,,,
foundation-sites,402,closed,14,2012-03-27 03:30:02,1302.15,1,,,"b'b"" @hatefulcrawdad it seems like you did go ahead with a variable height content slider", but that now, it is only variable," and can\'t be made fixed height?""'",,,,,,,,,,,,,,,,,,,,
foundation-sites,402,closed,15,2012-03-27 03:30:02,31.22,,,1,"b'b"" It looks like I might\'ve introduced a bug in Orbit with regards to the variable height content stuff. I\'ll take a look later today to get a patch worked up. Cheers!""'",,,,,,,,,,,,,,,,,,,,,,,
foundation-sites,402,closed,reopened,2013-08-12 15:13:49,884.6,2,7,8,,,,,,,,,,,,,,,,,,,,,,,,
foundation-sites,402,closed,16,2012-03-27 03:30:02,20.0,,,1,"b""b' Great"," thanks @mhayes!'""",,,,,,,,,,,,,,,,,,,,,,
foundation-sites,402,closed,17,2012-03-27 03:30:02,7.28,,,1,"b""b' Another question", possibly related, possibly not: on small screens, content slides get stacked as separate blocks," rather than remaining in the slideshow. Is that intentional? Thanks!'""",,,,,,,,,,,,,,,,,,,
foundation-sites,402,closed,18,2012-03-27 03:30:02,4.23,,1,,"b'b"" That should only happen if the option is enabled"," however it\'s disabled by default. Do you have a link to your code by chance?""'",,,,,,,,,,,,,,,,,,,,,,
foundation-sites,402,closed,19,2012-03-27 03:30:02,13.17,1,,,"b""b' Oops. I had enabled. Thanks.'""",,,,,,,,,,,,,,,,,,,,,,,
foundation-sites,402,closed,closed,2013-08-14 15:16:08,2.32,3,8,10,,,,,,,,,,,,,,,,,,,,,,,,
foundation-sites,402,closed,-,-,-,3,8,10,,,,,,,,,,,,,,,,,,,,,,,,
foundation-sites,405,closed,opened,2012-03-27 17:44:02,,,,,,,,,,,,,,,,,,,,,,,,,,,,
foundation-sites,405,closed,title,2012-03-27 17:44:02,00:00,,1,,"b""b' Tabs Not Working When Base Href Set'""",,,,,,,,,,,,,,,,,,,,,,,
foundation-sites,405,closed,body,2012-03-27 17:44:02,00:00,,1,,"b""b' When base href is set"," the tab works but then it always redirect to the index of the base href set.'""",,,,,,,,,,,,,,,,,,,,,,
foundation-sites,405,closed,1,2012-03-27 17:44:02,1413.22,,1,,"b""b' I have the same problem. Tabs only works on index page. In an inside page redirect to the index.'""",,,,,,,,,,,,,,,,,,,,,,,
foundation-sites,405,closed,2,2012-03-27 17:44:02,643.62,,1,,"b""b' I just ran into this issue as well.'""",,,,,,,,,,,,,,,,,,,,,,,
foundation-sites,405,closed,3,2012-03-27 17:44:02,765.2,,1,,"b'b"" in  change  $(\'\').each(function () {    //Get all tabs    var tabs = $(this).children(\'dd\').children(\'a\');    (function (e) {    activateTab($(this));    });  });To  $(\'\').each(function () {    //Get all tabs    var tabs = $(this).children(\'dd\').children(\'a\');    (function (e) {    activateTab($(this));    return false;    });  });Fixed for me and I had to add it in since version 2.1""'",,,,,,,,,,,,,,,,,,,,,,,
foundation-sites,405,closed,4,2012-03-27 17:44:02,598.9,1,,,"b""b' @jondavis787  Sorry for taking a while", i tried your solution and it worked well," thank you :) Should i close the issue now or wait till the new fixed Foundation out?'""",,,,,,,,,,,,,,,,,,,,,
foundation-sites,405,closed,closed,2012-07-16 20:53:41,189.65,1,5,0,,,,,,,,,,,,,,,,,,,,,,,,
foundation-sites,405,closed,reopened,2012-07-17 23:11:09,137.47,1,5,0,,,,,,,,,,,,,,,,,,,,,,,,
foundation-sites,405,closed,5,2012-03-27 17:44:02,1379.38,1,,,"b""b' **@jondavis787**  This works; it prevents the browser from going to the bad URL.  But it prevents the URL in the location bar from updating as you click on different tabs.  See my pull request for a way to fix it without this side effect.'""",,,,,,,,,,,,,,,,,,,,,,,
foundation-sites,405,closed,6,2012-03-27 17:44:02,1222.57,,1,,"b""b' Will be in master soon'""",,,,,,,,,,,,,,,,,,,,,,,
foundation-sites,405,closed,closed,2012-08-05 22:06:55,1375.77,2,6,0,,,,,,,,,,,,,,,,,,,,,,,,
foundation-sites,405,closed,-,-,-,2,6,0,,,,,,,,,,,,,,,,,,,,,,,,
foundation-sites,487,closed,opened,2012-05-31 18:02:42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
foundation-sites,487,closed,title,2012-05-31 18:02:42,00:00,,1,,"b'b"" Multiple Tooltips don\'t work""'",,,,,,,,,,,,,,,,,,,,,,,
foundation-sites,487,closed,body,2012-05-31 18:02:42,00:00,1,,,"b""b' I am using the same tooltip icon in multiple places on the page. They all use the same message. The hover balloon does not work unless I create multiple data-id names. Is it not possible to use one unique id for multiple tooltips that use the same title information?'""",,,,,,,,,,,,,,,,,,,,,,,
foundation-sites,487,closed,1,2012-05-31 18:02:42,16.65,,1,,"b""b' This is not supported in the current version", and would require some custom work on the JS. We can maintain this ticket for now, duplicate tooltips would resolve this (albeit not elegantly). On May 31,2012, at 11:02 AM," sandman75 wrote:'""",,,,,,,,,,,,,,,,,,
foundation-sites,487,closed,2,2012-05-31 18:02:42,7.95,,,1,"b'b"" Thanks for the info. I may have to use an alternative tooltip method. Using multiple id\'s and titles for the same tooltip icon scattered on the page isn\'t going to work. Please think about updating the JS as I\'m sure this is an issue for a lot of others.  Love the tooltip!""'",,,,,,,,,,,,,,,,,,,,,,,
foundation-sites,487,closed,3,2012-05-31 18:02:42,1263.87,,1,,"b'b"" With the new version you don\'t have to assign any id. Each tooltip still has to be uniquely associated with the target so that the tip can be properly positioned. The new version of the tooltips will now automatically generate an identifier for each tooltip and target.""'",,,,,,,,,,,,,,,,,,,,,,,
foundation-sites,487,closed,4,2012-05-31 18:02:42,83.22,,,1,"b'b\' I\\\'m still not sure how this works. I have multiple tooltip icons that use the same  info. I still can\\\'t get them to work without a lot of excess numbered (data-id=""tip1"""," data-id=""tip1b"""," data-id=""tip1c"") identifiers for the same icon. Can you provide an example? thanks for you input.\''",,,,,,,,,,,,,,,,,,,,,
foundation-sites,487,closed,5,2012-05-31 18:02:42,294.82,,1,,"b'b"" Here\'s a demo of what I\'m referring to. I\'m not exactly sure if this is what you are looking for. But it solves the problem of having to generate multiple ids on your own: url ""'",,,,,,,,,,,,,,,,,,,,,,,
foundation-sites,487,closed,6,2012-05-31 18:02:42,933.48,,,1,"b""b' Thanks for setting that up. Oddly enough", that site showed the tooltips fine when I viewed it from home over the weekend using my Mac and Firefox. But at work," when viewing the site on Windows and Firefox all I see is the question mark icon when I hover over the tooltip link. '""",,,,,,,,,,,,,,,,,,,,,
foundation-sites,487,closed,7,2012-05-31 18:02:42,0.87,,,1,"b'b"" update: I\'ve got them working now!  Just had to add the unique id"," too simple. Thanks so much!""'",,,,,,,,,,,,,,,,,,,,,,
foundation-sites,487,closed,8,2012-05-31 18:02:42,1.77,,1,,"b""b' also added the new '""",,,,,,,,,,,,,,,,,,,,,,,
foundation-sites,487,closed,closed,2012-06-04 13:25:19,1162.62,1,5,4,,,,,,,,,,,,,,,,,,,,,,,,
foundation-sites,487,closed,reopened,2012-06-04 13:25:23,0.07,1,5,4,,,,,,,,,,,,,,,,,,,,,,,,
foundation-sites,487,closed,9,2012-05-31 18:02:42,651.93,,,1,"b'b"" awesome! Glad you got it working. Let me know if you have further issues. I\'m closing this for now.""'",,,,,,,,,,,,,,,,,,,,,,,
foundation-sites,487,closed,closed,2012-06-06 00:17:15,651.87,1,5,5,,,,,,,,,,,,,,,,,,,,,,,,
foundation-sites,487,closed,-,-,-,1,5,5,,,,,,,,,,,,,,,,,,,,,,,,
foundation-sites,495,closed,opened,2012-06-03 17:25:54,,,,,,,,,,,,,,,,,,,,,,,,,,,,
foundation-sites,495,closed,title,2012-06-03 17:25:54,00:00,,1,,"b""b' Orbit 1.4.0 opacity problem'""",,,,,,,,,,,,,,,,,,,,,,,
foundation-sites,495,closed,body,2012-06-03 17:25:54,00:00,,1,,"b'b"" When one or more slide images are smaller than the others", then when the smaller image is shown the larger images appear in the background because the smaller image doesn\'t fill up the frame and you\'re using z-index to change the layer order for visibility. So, when you change z-index for images not being displayed I think you should also change opacity for non-displayed images to 0," then set it to 1 when an image IS being displayed. ""'",,,,,,,,,,,,,,,,,,,,
foundation-sites,495,closed,1,2012-06-03 17:25:54,6.35,,1,,"b'b\' Note: This happens using the ""fade"" transition. \''",,,,,,,,,,,,,,,,,,,,,,,
foundation-sites,495,closed,2,2012-06-03 17:25:54,1416.97,,1,,"b'b"" We\'ll address this as part of a change in a subsequent issue (#505).""'",,,,,,,,,,,,,,,,,,,,,,,
foundation-sites,495,closed,closed,2012-06-11 17:09:14,1423.33,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,
foundation-sites,495,closed,3,2012-06-03 17:25:54,967.83,,1,,"b'b"" Simply stacking all the slides without hiding the underlaying layers on startup is also a big problem if you use Orbit as a content slider"," because if the box doesn\'t have a -image you will see them all the same time.""'",,,,,,,,,,,,,,,,,,,,,,
foundation-sites,495,closed,4,2012-06-03 17:25:54,577.63,,,1,"b""b' Any ETA on this fix? Thanks for Foundation Zurb. A possible idea is to update setupFirstSlide to move all slides except first one out of the way.  Something like  '""",,,,,,,,,,,,,,,,,,,,,,,
foundation-sites,495,closed,5,2012-06-03 17:25:54,96.58,,,1,"b'b"" Looks like we didn\'t actually address this in #505. I should have some time to look into this later in the week. @neufdoigts can you try to implement that fix you mentioned in Orbit and let me know if that works? Otherwise here is another idea that might be able to remedy this issue:Scan through all slides that are currently in the Orbit slider and determine height of the largest slideAutomatically adjust all slides to have the height of the largest slideIf a background-color or background-image property is NOT being set on each of the slides then automatically apply a user-definable background color by default. If someone wants to take a crack at this and open a PR that would help speed things up. Otherwise expect to see some changes later in the week. Cheers!""'",,,,,,,,,,,,,,,,,,,,,,,
