REPOSITORY,ISSUE_ID,STATUS,EVENT,CREATED_AT,TIME DURATION,NEGATIVE,NEUTRAL,POSITIVE,MSG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,196,closed,body,2011-06-03 00:29:59,00:00,,1,,"b'b"" I changed the namespace separator in Zend\\\\Tool  from \'_\' to \'\\\\\'""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,196,closed,1,2011-06-03 00:29:59,1134.7,,,1,"b'b"" Michiel -In order to honor your pull request", I need a signed CLA from you:url  You may return it via either fax, postal service, or scanning and emailing to cla@. I notice you have two accounts in our issue tracker; when you send in the CLA, please make sure you indicate which account you want to use for purposes of the CLA, and which one we can discard. Once you\'ve sent it in, update this request with a comment," and I\'ll review and merge. Thanks!""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,196,closed,2,2011-06-03 00:29:59,43.15,,1,,"b'b"" I have just mailed the signed CLA to the address indicated above. Please keep the account with username \'mstaessen\' and discard the other one. ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,196,closed,closed,2011-06-09 20:07:50,1177.85,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,196,closed,3,2011-06-03 00:29:59,0.02,,1,,"b'b"" I have just mailed the signed CLA to the address indicated above. Please keep the account with username \'mstaessen\' and discard the other one. ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,196,closed,4,2011-06-03 00:29:59,0.57,1,,,"b""b' Oops"," clicked the wrong button...'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,196,closed,reopened,2011-06-09 20:08:26,0.6,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,196,closed,5,2011-06-03 00:29:59,1172.7,,,1,"b""b' Thanks -merged and pushed to master!'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,196,closed,closed,2011-06-10 15:41:07,1172.68,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,196,closed,-,-,-,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,248,closed,opened,2011-07-16 17:35:51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,248,closed,title,2011-07-16 17:35:51,00:00,,1,,"b'b\' Removed unused ""use"" statement\''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,248,closed,1,2011-07-16 17:35:51,1371.58,,,1,"b""b' Michel -I need a CLA from you before I can merge this request:url  You can sign", scan and email (to cla@), or send it via postal service or fax. Once you have confirmation," comment on the issue so I can review and merge the request. Thanks!'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,248,closed,closed,2011-07-19 17:27:16,1431.42,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,248,closed,reopened,2011-11-10 16:32:05,1384.82,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,248,closed,2,2011-07-16 17:35:51,4.72,,1,,"b""b' Reopened because apparently CLA is no longer needed.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,248,closed,3,2011-07-16 17:35:51,94.43,,,1,"b""b' Reviewed", merged," and pushed to master!'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,248,closed,closed,2011-11-10 18:06:35,94.5,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,248,closed,-,-,-,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,261,closed,opened,2011-07-25 18:05:03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,261,closed,title,2011-07-25 18:05:03,00:00,,1,,"b""b' [-9060] Zend_Validator_Db'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,261,closed,body,2011-07-25 18:05:03,00:00,,1,,"b""b' added Zend_Db_Select as optional argument'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,261,closed,1,2011-07-25 18:05:03,601.0,,1,,"b""b' @thomasweidner I believe that is best Zend\\\\Validator\\\\Db::setSelect($select) instead of throwing exception"," should use type hinting Zend\\\\Validator\\\\Db::setSelect(DBSelect $select). GreetingsRamon'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,261,closed,2,2011-07-25 18:05:03,183.7,,,1,"b'b"" I up-ported the related issues from ZF1.This means that also within ZF1 there has no type hinting been added with those fixes by Ryan.I don\'t know why as I am not the owner of this component.Maybe the reason is that a user could give his own implementation of a select class as parameter. My opinion on components where I am not the owner is that I do not change things.So I think eighter an issue should be opened for ZF1 or matthew will add this manually :) PS: There are also other parameters within this classes where no typehinting has been done but could be done.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,261,closed,closed,2011-07-26 07:09:45,784.7,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,261,closed,3,2011-07-25 18:05:03,0.65,,1,,"b""b' Argh... I pressed the wrong button :('""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,261,closed,reopened,2011-07-26 07:10:36,0.85,0,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,261,closed,4,2011-07-25 18:05:03,525.02,,1,,"b""b' Reviewed and merged to master. The changes broke a fix for ZF-10705"," but I was able to re-create that functionality before merging.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,261,closed,closed,2011-07-26 15:55:25,524.82,0,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,261,closed,5,2011-07-25 18:05:03,7.02,,,1,"b""b' I think you mean another issue.ZF-10705 is an Zend_Navigation issue when using PHP 5.1.6. But thank you anyway ;)'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,261,closed,6,2011-07-25 18:05:03,81.75,,1,,"b'b"" I may have the issue ID wrong -it\'s in the 107XX range", though. The issue was with allowing both named and positional parameters in the queries, depending on what the adapter supports. The original code included this, whereas the changes I merged did not. It was trivial to add," though.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,261,closed,7,2011-07-25 18:05:03,600.62,,1,,"b""b' @weierophinney refers the issue ZF-10642'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,261,closed,-,-,-,0,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,269,closed,opened,2011-07-26 21:08:57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,269,closed,title,2011-07-26 21:08:57,00:00,,1,,"b""b' [-11344] Zend_Filter_HtmlEntities'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,269,closed,body,2011-07-26 21:08:57,00:00,,1,,"b""b' fixed empty string with invalid charset'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,269,closed,1,2011-07-26 21:08:57,6.8,,1,,"b'b"" Two of the new tests you provide are failing when I run tests: (The quoted string in the first failure has an ampersand in a different character set for the second ampersand when I view it in my terminal", by the way) Is it possible that the test asset files were potentially encoded by git? I\'d like you to look into the tests before I merge," as I\'d rather not merge in failing tests.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,269,closed,2,2011-07-26 21:08:57,1363.17,,1,,"b'b"" I\'ll send a new pull request based on the actual master branch and look into the encoding problem.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,269,closed,closed,2011-08-29 19:58:55,1369.97,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,269,closed,reopened,2011-09-04 12:50:49,1011.9,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,269,closed,3,2011-07-26 21:08:57,1011.97,,1,,"b'b\' Matthew:I tried to find the failure in your testfiles. I binary compared the files from ZF2 with those from ZF1. There is no difference.Using the original code from ZF1 (by downloading the complete ZIP package) the unittests in my environment also fail.Then I tried to make an ""broken"" UTF-8 file to have an file myself. But I was not able"," as any ""broken"" file is always converted into htmlentities regardless of the broken UTF-8 chars. Maybe this is a windows problem. But I was not able to make an testfile which confirms the test under Windows.In my environment the dash is automatically converted into a ""&mdash;"" which is correct for the conversion but incorrect for the unittest. I would ask you to import the code. Maybe the unitest should be rewritten to be skipped in such environments.\''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,269,closed,closed,2011-09-05 15:23:33,152.73,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,269,closed,-,-,-,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,433,closed,opened,2011-09-16 18:14:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,433,closed,title,2011-09-16 18:14:38,00:00,,1,,"b""b' Zend Json Server error response with result fix from ZF1.11'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,433,closed,body,2011-09-16 18:14:38,00:00,,1,,"b'b"" Not sure if it\'s better to wait until you guys try and merge in bugfixes from the 1.x series or to do this now"," but here\'s the fix to better comply with JSON RPC 2.0 standards. See:url ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,433,closed,1,2011-09-16 18:14:38,2.53,,1,,"b'b"" I\'ve filled out the CLA and it\'s been filed"," let me know if you need me to verify this account.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,433,closed,closed,2011-09-16 18:17:11,2.55,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,433,closed,reopened,2011-09-16 18:17:16,0.08,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,433,closed,2,2011-09-16 18:14:38,113.17,,,1,"b""b' Reviewed", merged," and pushed to master -thanks!'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,433,closed,closed,2011-09-22 20:10:20,113.07,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,433,closed,-,-,-,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,455,closed,opened,2011-10-01 22:27:17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,455,closed,title,2011-10-01 22:27:17,00:00,,1,,"b""b' [-9793] Zend_Cache'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,455,closed,body,2011-10-01 22:27:17,00:00,,1,,"b""b' added getOption() for all backends'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,455,closed,1,2011-10-01 22:27:17,1063.28,,,1,"b'b"" There\'s a problem with the tests: Basically"," looks like a signature did not get updated. Can you please investigate and fix? Thanks!""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,455,closed,2,2011-10-01 22:27:17,742.15,,1,,"b'b"" I dont get how to update the commit range... I\'ll add a new pull request""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,455,closed,closed,2011-10-05 04:32:43,365.43,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,455,closed,3,2011-10-01 22:27:17,21.35,,1,,"b""b' To add more commits to a pull request"," just push the new commit(s) to the branch which is to be merged and Github will automatically add it to the pull request :)'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,455,closed,reopened,2011-10-05 07:29:46,177.05,0,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,455,closed,4,2011-10-01 22:27:17,155.77,,,1,"b'b"" The interesting thing is that Github did not show me the changed commit yesterday.Today (8 hours later) the changes can be seen also within this pull request. For consistency I\'ll reopen this one and close the duplicated request.Thank you robert for your information.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,455,closed,5,2011-10-01 22:27:17,6.3,,1,,"b'b"" Github had issues in the past days [1]"," maybe that\'s why it didn\'t appear at once. [1] url ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,455,closed,6,2011-10-01 22:27:17,572.58,,1,,"b'b"" There were still issues with the getOption test -it referenced $_instance", which didn\'t exist (I substituted $_instance1), and used is_boolean(), which is not a valid PHP function (I substituted is_bool()). With those changes, tests work," and I was able to merge and push to master.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,455,closed,closed,2011-10-05 17:08:43,578.95,0,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,455,closed,7,2011-10-01 22:27:17,79.72,,,1,"b""b' Thanks In my environment Zend_Cache tests throw about 200 errors before my changes and also after them. It was a little bit tricky for me to test ;-) '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,455,closed,-,-,-,0,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,481,closed,opened,2011-10-08 11:49:46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,481,closed,title,2011-10-08 11:49:46,00:00,,1,,"b""b' Module dependency checking & self '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,481,closed,body,2011-10-08 11:49:46,00:00,1,,,"b'b\' Have updated modules component to enable more fully formed module dependancies and provisions. Have re-factored code to improve some performance and offer more complete evaluation of required dependencies. This also includes a requirement for a module to have a version number two key methods and one property are now required.. Suspect these will need moving to an  EDIT:Pull request now includes ""Installable"" interface. This allows for modules to be defined as installable and generate a installation manifest. This does not handle what or how anything is installed just that it is installable and needs running.  The actual  needs to be handled inside the Module itself. This should allow us to be able to allow modules to self update any assets in public or db schema details etc... See Sample module code below class Module implements Installable{  /**   \\\\* define the current module version   \\\\*  \\\\* @var float   */  const VERSION = 0.2; } \''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,481,closed,1,2011-10-08 11:49:46,1356.75,,1,,"b""b' Be careful with tabs.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,481,closed,2,2011-10-08 11:49:46,56.9,,,1,"b""b' Good spot. thanks. Using a new IDE and forgot to disable tabs. Will rectify shortly'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,481,closed,closed,2011-10-09 11:23:25,1413.65,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,481,closed,reopened,2011-10-09 11:24:19,0.9,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,481,closed,3,2011-10-08 11:49:46,1.33,,1,,"b'b"" Closed in error... That\'s what I get for commenting from my phone""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,481,closed,4,2011-10-08 11:49:46,435.82,,1,,"b'b\' What are these ""loljk"" files in the tests?\''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,481,closed,5,2011-10-08 11:49:46,88.07,,1,,"b'b"" I couldnt tell you.. it was in the BazModule originally and I just copied the module to create additional ones needed for the tests. I\'ll remove them from my next pull request""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,481,closed,6,2011-10-08 11:49:46,7.05,,1,,"b'b\' have updated pull request to allow for ""installable"" modules see above\''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,481,closed,7,2011-10-08 11:49:46,1084.3,,,1,b'b\' @robertbasic, @zucchi: I meant to remove those  files before this all got merged, heh. As I was going through writing unit tests, I was creating the directory structure for a module as test assets and instinctively created a tests directory. Upon catching the irony of unit testing a module that exists solely for unit testing," I dropped the ""loljk"" file in there for some reason (which through  ended up getting duplicated). Feel free to remove  of them", they serve no purpose, and I had meant to remove them anyway!\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,481,closed,8,2011-10-08 11:49:46,68.85,,,1,"b""b' Already removed them :) On Mon", Oct 10, 2011 at 3:20 PM," Evan Coury <reply@>wrote:'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,481,closed,9,2011-10-08 11:49:46,65.38,,,1,"b'b"" I have an outstanding PR on @zucchi\'s  branch containing a couple of small unit test fixes. @zucchi", if you want to merge that PR and push your branch with my commits so they get added to this PR," that\'d be awesome.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,481,closed,10,2011-10-08 11:49:46,35.03,,1,,"b""b' @zucchi", I just rebased [my PR]url  against your latest commit, 75cecd9," so you should be able to merge it as a clean fast-forward.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,481,closed,11,2011-10-08 11:49:46,24.6,,1,,"b""b' Merged and have now updated to allow for new module_manager_options of  enable_dependency_check =enable_self_installation =will default to false if not specified'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,481,closed,12,2011-10-08 11:49:46,254.27,,1,,"b""b' Incorporated in #485 with a number of additions and changes (primarily to keep the functionality opt-in).'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,481,closed,closed,2011-10-10 21:48:07,623.8,1,9,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,481,closed,13,2011-10-08 11:49:46,2.72,,1,,"b""b' I went ahead and created [PR 485]url  to supersede this PR. I have about 5 additional commits I made in addition to this PR. The reason for the new PR was to provide a clean rebase of the commits on top of the latest master without any merge commits. :)'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,481,closed,-,-,-,1,10,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,524,closed,opened,2011-10-22 16:39:51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,524,closed,title,2011-10-22 16:39:51,00:00,,1,,"b""b' [-11740] Generic'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,524,closed,body,2011-10-22 16:39:51,00:00,,1,,"b'b\' fixed calls of ""class_exists"" to Zend_Loader\''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,524,closed,1,2011-10-22 16:39:51,313.85,,,1,"b'b"" This patch is completely broken. We\'ve definitely removed loadClass", and instead, if get_class() indicates the class does not exist, we should raise an exception; in no circumstances should we try to load it on our own, with or without Zend\\\\Loader::loadClass(). The point of moving to autoloading only was in part to remove this dependency and necessity. When merging right now," I get a ton of test failures. Please update this PR when tests pass. Thanks!""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,524,closed,2,2011-10-22 16:39:51,1248.88,,1,,"b""b' In this case I will close this request because I did not add this 22 calls on loadClass which you said which have been removed by you.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,524,closed,closed,2011-10-27 18:42:35,122.73,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,524,closed,reopened,2011-10-27 18:54:43,12.13,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,524,closed,3,2011-10-22 16:39:51,14.65,,1,,"b'b"" The diff showed them as being added with this merge; I can\'t say how or when they got there", only that the merge diff shows them being added. Can you rebase from master and see if perhaps the changes go away? If not," I need to better understand what the request seeks to change so I can better evaluate.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,524,closed,4,2011-10-22 16:39:51,22.68,,,1,b'b\' On my side the diff shows that the loadClass has not been added.For example the diff for Zend\\\\Layout\\\\ -   if (!class_exists($pluginClass)) { ++    if (!class_exists($pluginClass," false)) { As there is no ""+"" or ""-"" it shows me that I did not touch this call.Even after updating my master branch to the latest available version it shows me that the call of ""loadClass"" still exists in this class I mentioned above. So my conclusion is still that I did not add this call as it persists within ZF2\\\'s master branch.\''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,524,closed,5,2011-10-22 16:39:51,57.1,,1,,b'b\' Okay," makes sense. But adding the """," false"" means that class_exists forcefully rejects using the autoloader", which is why the errors start being triggered. If you can remove those changes, I can apply the patch.\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,524,closed,6,2011-10-22 16:39:51,47.2,,1,,"b'b\' As the issue was about adding the ""false"" to prevent external autoloading it would not make sense to remove false as this would mean that no change has been done.A non-change must not been pulled. Still the point is that this change just showed problems which have been hidden until now.Therefor I added a new issue ZF2-79 to fix this wrong behaviour and close this pull request as not relevant.\''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,524,closed,closed,2011-10-27 21:04:14,129.52,0,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,524,closed,7,2011-10-22 16:39:51,46.87,,,1,b'b\' Excellent -thanks, Thomas.  Yes," the ""false"" is incorrect -we want to rely on autoloading", and if the class cannot be found, that\\\'s indicative of a larger problem. Thanks for opening the new issue report.\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,524,closed,-,-,-,0,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,582,closed,opened,2011-11-10 12:00:28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,582,closed,title,2011-11-10 12:00:28,00:00,,1,,"b""b' Init method is not called at controller action helpers being loading via PluginClassLoader'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,582,closed,body,2011-11-10 12:00:28,00:00,,1,,"b""b'   In controller action If \\\\Site\\\\Test::init method is called"," but if not called'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,582,closed,1,2011-11-10 12:00:28,289.65,,1,,"b'b"" We needed the functionality in ZF1 due to a heavy constructor in the abstract helper. I don\'t think we need this anymore; this functionality should be moved to helper constructors instead. If you feel differently", please discuss this on the list  in IRC," and re-open the request if we can come to consensus that it\'s needed.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,582,closed,closed,2011-11-11 16:50:07,289.65,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,582,closed,2,2011-11-10 12:00:28,1017.03,,1,,"b""b' Okey"," but setActionController is not called too'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,582,closed,reopened,2011-11-15 18:03:39,73.53,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,582,closed,3,2011-11-10 12:00:28,496.55,1,,,"b'b"" Sorry", I was misinterpreting the context. I\'m re-opening, and I\'ll apply against current master. However, please be aware that this functionality has moved into a new module, ZendFramework1Mvc," and may not work quite as expected.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
